Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Matt Hunwick,TOR,28,,0,,1,,1,,-8,,14,,54,,45,,0,,0,,N/A,,0,,1,,0,,0,,0,,36,,0
Robert Bortuzzo,STL,15,,1,,0,,1,,0,,22,,29,,14,,0,,0,,N/A,,0,,0,,0,,0,,0,,19,,0.053
Adam Clendening,PIT,7,,0,,1,,1,,3,,8,,4,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Scott Harrington,TOR,15,,0,,1,,1,,0,,4,,23,,16,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0
Dalton Prout,COB,18,,0,,1,,1,,-10,,21,,38,,11,,0,,0,,N/A,,0,,0,,0,,0,,0,,12,,0
Derek Forbort,LOS,8,,0,,1,,1,,-2,,8,,4,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Mark Pysyk,BUF,18,,0,,1,,1,,-1,,4,,10,,18,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0
Mike Weber,BUF,11,,0,,1,,1,,-2,,15,,21,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0
Josh Manson,ANA,18,,1,,0,,1,,-4,,6,,38,,21,,0,,0,,N/A,,0,,0,,0,,0,,1,,26,,0.038
Mark Borowiecki,OTT,28,,0,,1,,1,,-3,,40,,120,,44,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Andrew Bodnarchuk,COB,8,,0,,1,,1,,-1,,4,,10,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Adam Pelech,NYI,2,,0,,0,,0,,1,,0,,6,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Gustav Olofsson,MIN,2,,0,,0,,0,,0,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Luke Witkowski,TAM,4,,0,,0,,0,,0,,4,,8,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Slater Koekkoek,TAM,1,,0,,0,,0,,-1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Petteri Lindbohm,STL,1,,0,,0,,0,,1,,0,,1,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Mirco Mueller,SAN,10,,0,,0,,0,,-4,,7,,2,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Brett Kulak,CGY,6,,0,,0,,0,,-1,,0,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Dylan Olsen,FLA,3,,0,,0,,0,,1,,0,,4,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Andrew MacDonald,PHI,1,,0,,0,,0,,0,,0,,0,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Jeff Schultz,LOS,1,,0,,0,,0,,-1,,0,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Chris Butler,STL,2,,0,,0,,0,,-2,,2,,2,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Justin Falk,COB,4,,0,,0,,0,,-2,,2,,8,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Simon Despres,ANA,4,,0,,0,,0,,-4,,0,,3,,10,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Paul Postma,WPG,2,,0,,0,,0,,-2,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Ladislav Smid,CGY,7,,0,,0,,0,,-3,,4,,15,,17,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
James Wisniewski,CAR,1,,0,,0,,0,,0,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Michal Rozsival,CHI,12,,0,,0,,0,,-3,,4,,14,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0
Andrew Ference,EDM,6,,0,,0,,0,,-4,,6,,10,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Brad Stuart,COL,6,,0,,0,,0,,-2,,0,,11,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Matt Greene,LOS,3,,0,,0,,0,,0,,8,,5,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Matthew Carle,TAM,26,,0,,0,,0,,-1,,16,,11,,32,,0,,0,,N/A,,0,,0,,0,,0,,0,,28,,0
Nate Guenin,COL,17,,0,,0,,0,,-3,,0,,9,,21,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Matt Irwin,BOS,2,,0,,0,,0,,-5,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Michal Jordan,CAR,10,,0,,0,,0,,-1,,4,,8,,10,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Victor Bartley,NAS,1,,0,,0,,0,,-1,,0,,2,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Philip Samuelsson,ARI,3,,0,,0,,0,,0,,2,,3,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Andrey Pedan,VAN,1,,0,,0,,0,,0,,0,,2,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Nikita Nesterov,TAM,8,,0,,0,,0,,0,,19,,13,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Greg Pateryn,MON,7,,0,,0,,0,,1,,4,,25,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Dylan DeMelo,SAN,3,,0,,0,,0,,-1,,2,,1,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Matt Taormina,TAM,1,,0,,0,,0,,0,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Anthony Bitetto,NAS,1,,0,,0,,0,,-1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
David Warsofsky,PIT,4,,0,,0,,0,,-1,,0,,1,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Alex Biega,VAN,5,,0,,0,,0,,4,,0,,9,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Dylan McIlrath,NYR,10,,0,,0,,0,,-1,,24,,26,,10,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Brandon Gormley,COL,20,,0,,0,,0,,-4,,8,,15,,16,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Martin Marincin,TOR,18,,0,,0,,0,,0,,6,,14,,14,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0
Jon Merrill,NJD,23,,0,,0,,0,,-5,,12,,25,,24,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Griffin Reinhart,EDM,12,,0,,0,,0,,-1,,8,,18,,17,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
