"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm","iHSC","HSCF%Rel","HSCF%","HSCF%off","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%Rel","SCF%","SCF%off","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","iSC","CF%Rel","CF%off","C+/-","CF","CA","CF60","CA60","CP60","OCOn%","BK","AB","iCF","FF%Rel","FF%","FF%off","F+/-","FF","FA","FF60","FA60","FP60","OFOn%","MS","iFF","SF%Rel","SF%","SF%off","S+/-","SF60","SA60","SF","SA","iSF","OCAOn%","OFAOn%","GF%Rel","GF%off","GF60","GA60","GF","GA","G+/-","GF%","PFenSh%","OSh%","OFenSh%","OSv%","OFenSv%","FO%^","FO_W","FO_L","ZSO%","ZSO","ZSN","ZSD","HIT","HIT-","A1","A2","SH","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%","TOIT%","TOIC%","CorT%","CorC%","tCF60","tCA60","cCF60","cCA60"
"coutulo8920142015","Logan.Couture","C","S.J",82,20142015,25,"6.000","6.000",27,40,67,1.03,1.53,2.56,13,55.77,99.87,10.23,12.51,19.17,120,7.24,57.82,50.58,115,425,310,16.22,11.83,28.05,7.41,57.08,49.67,233,939,706,35.83,26.94,62.78,289,5.77,50,384,1856,1472,70.83,56.18,127.01,51.99,118,71,498,5.61,55.58,49.97,273,1360,1087,51.9,41.48,93.38,70.96,116,380,5.93,55.43,49.5,189,36.83,29.61,965,776,264,47.28,28.61,9.1,46.04,3.89,3.17,102,83,19,55.14,7.11,10.57,7.5,89.3,92.36,48.02,477,513,57.41,713,544,529,85,120,23,17,237,72,56,6,19,0.5,1572.21,3401.7,31.61,18.28,17.97,51.66,50.55,59.91,56.05,55.24,54.05
"coutuse9220142015","Sean.Couturier","C","PHI",82,20142015,21,"1.500","1.750",15,22,37,0.61,0.89,1.5,10,46.49,99.51,10.14,-22.22,18,60,-6.33,44.16,50.49,-63,238,301,9.67,12.23,21.91,-6.02,46.07,52.09,-98,574,672,23.33,27.31,50.64,147,-4.45,50.93,-188,1244,1432,50.56,58.2,108.75,50.56,70,35,271,-5.16,45.67,50.83,-171,901,1072,36.62,43.57,80.18,69.81,53,201,-6.92,44.39,51.31,-159,25.56,32.02,629,788,148,44.97,26.49,-8.19,51.35,2.44,3.21,60,79,-19,43.17,7.46,9.54,6.66,89.97,92.63,48.22,643,687,35.91,385,480,687,72,137,13,9,133,30,40,8,18,0.41,1476.36,3534.41,29.46,17.85,17.74,48.22,50.31,52.54,56.42,55.05,54.36
"cowenja9120142015","Jared.Cowen","D","OTT",54,20142015,23,"2.700","3.100",3,6,9,0.18,0.37,0.55,-5,45.25,97.47,6.38,-12.14,18.03,2,-8.29,44.12,52.41,-40,150,190,9.24,11.71,20.95,-7.56,46.31,53.87,-64,402,466,24.77,28.72,53.49,17,-7.95,53.2,-172,819,991,50.47,61.07,111.55,52.5,38,76,104,-8.47,43.04,51.5,-190,587,777,36.18,47.88,84.06,73.25,19,66,-7.89,42.66,50.54,-148,26.5,35.62,430,578,47,41.68,25.61,-20.92,57.29,2.22,3.88,36,63,-27,36.36,4.55,8.37,6.13,89.1,91.89,40,0,0,40.5,241,282,354,159,112,2,4,44,33,13,14,9,-0.31,973.59,2328.4,29.48,16.29,17.34,50.44,49.79,56.73,55.74,53.58,54.03
"coylech9220142015","Charlie.Coyle","RC","MIN",92,20142015,22,"0.900","0.900",12,25,37,0.54,1.12,1.66,6,52.22,101,8.96,-2.46,14.5,78,4.84,58.2,53.36,82,291,209,13.09,9.4,22.49,3.08,54.01,50.93,94,633,539,28.47,24.24,52.71,152,2.11,50.11,107,1256,1149,56.48,51.67,108.16,54.86,47,60,233,2.62,53.78,51.16,133,947,814,42.59,36.61,79.19,72.76,52,186,2.94,54.6,51.66,116,30.99,25.77,689,573,134,50.13,29.61,6.01,51.25,3.01,2.25,67,50,17,57.26,6.45,9.72,7.07,91.27,93.86,45.72,377,445,49.25,429,430,442,169,72,13,12,122,26,28,12,18,0.27,1334.19,4230.03,23.98,18.02,17.3,50.82,50.38,53.21,51.48,54.93,54.11
"crackad8520142015","Adam.Cracknell","C","CBJ",17,20142015,29,"0.600","0.600",0,1,1,0,0.35,0.35,0,39.79,90.53,0,-0.95,10.15,6,-13.02,35.56,48.57,-13,16,29,5.57,10.09,15.65,-7.54,39.47,47.01,-24,45,69,15.65,24,39.66,9,-6.13,45.92,-59,115,174,40.01,60.53,100.54,53.04,3,6,29,-7.95,38.12,46.06,-53,85,138,29.57,48.01,77.58,71.76,9,26,-6.8,38.12,44.92,-38,21.22,34.44,61,99,17,43.1,28.26,-35.57,43.9,0.35,3.83,1,11,-10,8.33,0,1.64,1.18,88.89,92.03,35.9,20,38,45.36,44,63,53,43,21,1,0,17,3,5,1,1,0,172.47,860.48,16.7,16.01,16.5,46.83,50.21,48.67,55.25,54.15,53.69
"craigry8220142015","Ryan.Craig","LC","CBJ",2,20142015,32,"0.600","0.600",0,0,0,0,0,0,0,36.36,105.83,0,17.18,7.2,2,-3.32,37.5,40.82,-2,3,5,12.5,20.83,33.33,0.77,41.18,40.4,-3,7,10,29.17,41.67,70.83,2,-2.28,38.65,-9,12,21,50,87.5,137.5,66.67,0,0,3,-4.4,33.33,37.74,-9,9,18,37.5,75,112.5,88.89,1,3,-3.68,34.78,38.46,-7,33.33,62.5,8,15,2,28.57,16.67,-16.67,66.67,4.17,4.17,1,1,0,50,0,12.5,11.11,93.33,94.44,40,0,0,55.56,5,7,4,2,0,0,0,2,0,0,0,0,0,14.4,110.52,11.53,15.29,16.53,45.01,47.65,44.08,53.87,50.39,55.35
"crombbj8520142015","B.J..Crombeen","R","ARI",58,20142015,29,"NA","NA",3,3,6,0.39,0.39,0.77,-7,42.94,99.26,6.98,-4.54,8.05,22,-1.58,40.78,42.36,-33,73,106,9.38,13.62,22.99,-4.02,41.43,45.45,-72,174,246,22.35,31.6,53.95,47,-4.9,47.84,-120,365,485,46.89,62.3,109.19,51.23,24,12,83,-5.4,41.64,47.04,-104,259,363,33.27,46.63,79.9,72.2,16,59,-5.24,41.56,46.8,-76,24.02,33.78,187,263,43,45.77,27.55,-0.37,38.83,1.28,2.06,10,16,-6,38.46,5.08,5.35,3.86,93.92,95.59,42.86,1,0,43.62,106,153,137,68,63,1,2,40,5,7,11,4,-0.9,467.07,3066.45,13.22,16.06,16.59,47.95,48.97,51.65,56.06,52.86,55.08
"crosbsi8720142015","Sidney.Crosby","C","PIT",82,20142015,27,"12.000","8.700",30,58,88,1.1,2.12,3.22,14,61.66,100.64,12.15,24.73,20.03,127,18.45,62.38,43.92,175,441,266,16.11,9.72,25.83,17.93,63.1,45.16,418,1007,589,36.79,21.52,58.31,263,15.22,46.44,728,1925,1197,70.33,43.73,114.07,55.53,69,29,401,15.14,61.51,46.36,544,1454,910,53.12,33.25,86.37,73.52,85,332,14.34,60.98,46.64,385,39.06,24.99,1069,684,247,42.86,24.84,20.48,42.02,4.02,2.41,110,66,44,62.5,9.04,10.29,7.57,90.35,92.75,50.12,858,850,67.82,826,523,392,71,128,32,26,217,55,39,15,29,0.51,1642.17,3356.32,32.85,18.77,17.75,52.36,50.01,56.63,51.52,54.41,54.39
"cullema7620142015","Matt.Cullen","LC","NSH",68,20142015,37,"4.000","3.500",8,19,27,0.53,1.25,1.78,1,51.63,100.84,7.92,2.05,13.36,48,1.29,52.19,50.89,14,167,153,11.03,10.1,21.13,-1.08,52.31,53.38,36,408,372,26.94,24.56,51.5,109,-1.43,53.06,55,869,814,57.37,53.74,111.11,57.54,33,30,176,-0.62,52.83,53.45,71,663,592,43.77,39.08,82.85,75.41,42,143,-1.78,52.52,54.3,48,33.01,29.84,500,452,101,44.47,23.65,3.21,51.79,2.9,2.38,44,36,8,55,5.59,8.8,6.64,92.04,93.92,53.38,205,174,53.8,347,314,298,16,66,7,12,93,25,30,10,11,0.07,908.82,3289.77,21.65,17.56,17.2,51.99,49.96,56.47,52.14,54.37,54.45
"cumisky8620142015","Kyle.Cumiskey","D","CHI",16,20142015,27,"0.600","0.600",0,0,0,0,0,0,4,51.86,94.1,0,11.54,11.06,0,-8.94,38.46,47.4,-15,25,40,8.48,13.57,22.04,-6.88,44.37,51.25,-16,63,79,21.37,26.79,48.16,3,-0.51,52.38,12,167,155,56.64,52.57,109.2,43.71,6,14,19,-1.9,48.9,50.8,-5,111,116,37.64,39.34,76.99,65.77,7,13,-2.48,47.4,49.89,-8,24.76,27.47,73,81,6,47.74,30.17,-32.57,54.79,0.68,2.37,2,7,-5,22.22,0,2.74,1.8,91.36,93.97,40,0,0,63.06,70,55,41,5,37,0,0,6,9,1,0,4,1.36,176.92,879.26,16.75,17.11,17.04,52.4,50.5,58.94,53.54,53.34,52.29
"cunnicr9020142015","Craig.Cunningham","RC","BOS/ARI",51,20142015,24,"0.600","0.600",3,4,7,0.33,0.45,0.78,2,39.82,97.21,5.56,-21.09,10.54,24,-10.45,38.42,48.87,-47,78,125,8.71,13.95,22.66,-12.37,37.59,49.96,-109,165,274,18.41,30.58,48.99,45,-11,50.82,-186,364,550,40.62,61.38,102.01,56.32,10,31,76,-9.37,40.56,49.93,-134,288,422,32.14,47.1,79.24,71.18,12,66,-10.03,39.58,49.6,-108,22.88,34.93,205,313,54,43.09,25.83,-18.25,47.66,1.12,2.68,10,24,-14,29.41,4.55,4.88,3.47,92.33,94.31,49.36,69,67,30.88,109,174,244,107,52,3,1,51,2,8,2,4,0.22,537.62,2569.2,17.3,16.76,16.92,49.22,49.27,53.39,55.07,53.08,54.65
"dahlbkl9120142015","Klas.Dahlbeck","D","CHI/ARI",23,20142015,23,"0.620","0.613",1,3,4,0.15,0.44,0.58,-1,37.39,98.81,5,-22.94,17.91,5,-9.77,34.59,44.36,-57,64,121,9.32,17.62,26.95,-10.41,36.93,47.34,-109,154,263,22.43,38.31,60.74,17,-12.45,49.84,-209,310,519,45.15,75.59,120.75,48.39,15,46,54,-11.03,36.89,47.91,-160,225,385,32.77,56.08,88.85,66.67,19,39,-12.97,34.64,47.61,-133,21.85,41.22,150,283,20,45.47,26.49,-10.45,42.03,1.75,3.79,12,26,-14,31.58,2.56,8,5.33,90.81,93.25,40,0,0,29.87,92,108,216,64,55,2,1,19,4,9,3,2,-0.15,411.94,981.53,29.56,15.76,17.17,49.39,49.44,55.24,56.6,53.44,54.65
"daleytr8320142015","Trevor.Daley","D","DAL",68,20142015,30,"3.500","3.300",16,22,38,0.62,0.85,1.47,-6,46.54,99.73,14.16,-1.83,22.88,24,-8.81,47.43,56.24,-35,323,358,12.46,13.81,26.26,-7.53,47.97,55.5,-66,778,844,30,32.55,62.55,95,-8.26,54.8,-218,1467,1685,56.57,64.98,121.55,51.74,70,123,244,-8.16,46.67,54.83,-156,1093,1249,42.15,48.16,90.31,69.44,61,174,-6.4,46.68,53.08,-108,29.27,33.43,759,867,113,48.55,30.58,-5.7,51.76,3.16,3.7,82,96,-14,46.07,9.2,10.8,7.5,88.93,92.31,40,0,0,50.63,647,589,631,29,62,14,8,97,32,29,17,11,-0.23,1555.95,2563.06,37.77,16.64,17.65,50.95,50.32,58.88,56.69,54.6,53.92
"dalpeza8920142015","Zac.Dalpe","RC","BUF",21,20142015,24,"0.700","0.700",1,2,3,0.31,0.62,0.92,0,40.45,91.39,3.45,-6.78,9.27,9,-5.03,41.27,46.3,-11,26,37,8.01,11.4,19.41,4.71,46.43,41.72,-12,78,90,24.03,27.73,51.76,30,0.45,40,-68,144,212,44.36,65.31,109.67,61.11,8,8,43,0.18,41.79,41.61,-44,112,156,34.5,48.06,82.56,78.57,6,35,0.82,43.56,42.74,-26,27.11,35.12,88,114,29,46.23,26.92,-22.56,43.62,1.23,4.62,4,15,-11,21.05,2.86,4.55,3.57,86.84,90.38,52.83,20,13,36.29,45,60,79,15,15,0,2,28,3,5,2,2,0,194.76,1078.37,15.3,16.4,16.94,40.19,49.96,43.11,64.16,54.16,54.24
"damigje9120142015","Jerry.D'Amigo","L","BUF",9,20142015,23,"NA","NA",0,0,0,0,0,0,0,35.5,93.29,0,-15.01,9.82,3,-8.55,31.25,39.8,-12,10,22,6.79,14.93,21.72,-8.14,32.5,40.64,-28,26,54,17.65,36.65,54.29,4,-4.39,39.89,-49,60,109,40.72,73.97,114.7,53.33,1,7,9,-2.61,38.1,40.7,-30,48,78,32.58,52.94,85.51,66.67,1,8,-7.85,34.41,42.26,-29,21.72,41.4,32,61,7,44.04,21.79,-17.97,32.26,0.68,4.07,1,6,-5,14.29,0,3.12,2.08,90.16,92.31,40,0,0,26,13,20,37,8,15,0,0,7,0,3,1,1,0,88.41,465.41,15.96,15.47,16.7,40.28,49.73,42.98,63.74,53.66,54.25
"danauph9320142015","Phillip.Danault","CL","CHI",2,20142015,21,"0.833","0.863",0,0,0,0,0,0,2,58.33,100,0,40.56,9.77,1,10.82,55.56,44.74,1,5,4,15.35,12.28,27.63,5.57,54.55,48.98,2,12,10,36.84,30.7,67.55,3,7.78,50.56,6,21,15,64.48,46.06,110.53,47.62,1,0,4,14.76,64,49.24,7,16,9,49.13,27.63,76.76,62.5,1,3,19.3,66.67,47.37,5,30.7,15.35,10,5,2,66.67,44.44,NA,61.54,0,0,0,0,0,NA,0,0,0,100,100,35,6,14,80,12,8,3,3,1,0,0,2,0,0,0,2,6.14,19.54,100.38,16.3,15.8,16.46,53.35,48.37,58.88,51.49,52.66,56.2
"danoxma9420142015","Marko.Dano","C","CBJ",35,20142015,19,"0.925","0.925",8,13,21,1.04,1.68,2.72,2,54.34,103.63,9.52,-1.59,13.23,41,13.95,62.94,48.99,44,107,63,13.86,8.16,22.02,10.1,57.29,47.19,55,216,161,27.98,20.85,48.83,79,7.82,46.52,70,438,368,56.74,47.67,104.4,58.9,25,12,129,6.92,53.22,46.29,40,331,291,42.88,37.69,80.57,77.95,20,104,8.38,54.32,45.94,41,33.42,28.11,258,217,84,41.03,25.43,18.25,46.75,3.37,1.81,26,14,12,65,7.69,10.08,7.85,93.55,95.19,42.11,16,21,44.93,124,156,152,94,51,8,5,76,7,18,7,9,0.26,463.2,1665.92,21.76,17.68,17.24,48.63,48.79,51.54,54.45,52.7,55.31
"datsypa7820142015","Pavel.Datsyuk","CL","DET",70,20142015,36,"10.000","7.500",29,41,70,1.31,1.85,3.15,14,65.17,100.86,15.93,18.13,19.04,81,14.02,62.92,48.9,131,319,188,14.36,8.46,22.82,16.22,64.37,48.15,350,784,434,35.29,19.54,54.83,204,18.55,46.62,710,1525,815,68.65,36.69,105.34,52.59,71,35,313,17.2,62.81,45.61,456,1118,662,50.33,29.8,80.13,71.74,60,242,17.18,62.17,44.99,314,36.1,21.97,802,488,182,40.12,26.28,19.93,44.02,4.23,2.39,94,53,41,63.95,11.98,11.72,8.41,89.14,91.99,52.4,657,592,65.75,620,434,323,65,89,26,15,153,31,61,5,19,0.63,1332.81,2935.67,31.22,18.38,17.86,53.88,50.06,53.89,46.13,54.86,54.74
"davidbr9120142015","Brandon.Davidson","D","EDM",12,20142015,23,"0.640","0.615",1,0,1,0.34,0,0.34,1,43.49,96.58,14.29,-8.99,14.9,1,0.91,44.93,44.02,-7,31,38,10.41,12.75,23.16,-0.91,45.62,46.54,-14,73,87,24.5,29.2,53.7,6,-4.6,48.09,-41,137,178,45.98,59.75,105.73,45.99,6,22,20,0.45,46.61,46.15,-15,103,118,34.57,39.61,74.18,61.17,7,14,-4.26,42.57,46.83,-22,21.15,28.53,63,85,7,52.25,27.97,-5.13,40.43,2.01,3.69,6,11,-5,35.29,7.14,9.52,5.83,87.06,90.68,40,0,0,44.86,48,46,59,18,22,0,0,6,4,0,0,1,0.34,178.76,548.24,24.59,15.96,16.84,47.16,49.91,51.16,57.31,54.53,54.73
"defazbr8820142015","Brandon.Defazio","L","VAN",2,20142015,26,"0.600","0.600",0,0,0,0,0,0,1,47.83,100,0,1.56,6.35,3,41.18,100,58.82,5,5,0,23.61,0,23.61,5.57,60,54.43,2,6,4,28.33,18.89,47.21,3,-6.28,54.11,-1,11,12,51.93,56.66,108.59,63.64,1,0,4,5.9,62.5,56.6,4,10,6,47.21,28.33,75.54,70,1,3,0.81,58.33,57.52,2,33.05,23.61,7,5,2,58.33,16.67,NA,55.56,0,0,0,0,0,NA,0,0,0,100,100,40,0,0,60,6,5,4,0,0,0,0,2,0,1,0,1,4.72,12.71,116.12,9.86,16.74,16.19,49.85,49.07,52.72,53.04,53.81,55.85
"dehaaca9120142015","Calvin.De.Haan","D","NYI",70,20142015,23,"1.000","1.967",1,12,13,0.05,0.54,0.59,2,48.92,97.59,1.05,-7.79,18.99,10,-7.6,50.29,57.89,3,264,261,11.91,11.78,23.69,-8.35,47.66,56.01,-61,621,682,28.03,30.78,58.81,62,-5.95,54.87,-55,1240,1295,55.96,58.45,114.41,51.94,76,142,218,-5.28,50.62,55.9,22,905,883,40.84,39.85,80.7,71.16,47,142,-4.07,51.4,55.46,35,29.07,27.49,644,609,95,52.97,31.03,-7.25,51.8,2.21,2.75,49,61,-12,44.55,0.7,7.61,5.41,89.98,93.09,40,0,0,48.36,427,463,456,154,120,5,7,94,51,25,13,15,0.09,1329.43,2952.46,31.05,16.79,17.44,51.65,50.27,58.82,55.07,54.24,53.66
"dekeyda9020142015","Danny.Dekeyser","D","DET",87,20142015,24,"2.125","2.188",3,29,32,0.1,0.97,1.07,-12,50.7,100.11,3.26,-8.42,20.72,7,-0.85,53.71,54.56,42,304,262,10.12,8.72,18.84,0.05,53.61,53.55,102,758,656,25.24,21.84,47.08,55,-2.57,53.28,42,1515,1473,50.44,49.04,99.48,53.4,77,95,229,-1.37,50.47,51.84,21,1126,1105,37.49,36.79,74.27,71.85,60,152,-1.18,50.03,51.21,1,26.93,26.9,809,808,92,45.15,26.88,-2.9,53.23,2.6,2.56,78,77,1,50.32,1.97,9.64,6.93,90.47,93.03,40,0,0,48.01,603,623,653,84,124,10,19,89,40,20,26,14,-0.4,1802.22,3502.67,33.97,16.88,17.53,52.8,50.21,52.4,46.85,54.84,54.38
"delarja9520142015","Jacob.De.La.Rose","CL","MTL",45,20142015,19,"0.925","0.925",4,2,6,0.39,0.2,0.59,-7,41.38,97.22,7.69,-19.34,13.53,22,-3.98,46.95,50.93,-10,77,87,7.59,8.57,16.16,-8.88,41.5,50.38,-75,183,258,18.03,25.42,43.45,53,-11.37,52.75,-173,415,588,40.89,57.94,98.83,59.52,27,31,94,-9.61,43.65,53.26,-92,316,408,31.14,40.2,71.34,78.16,15,67,-6.76,46.17,52.93,-41,24.34,28.38,247,288,52,51.02,29.41,-20.44,55.74,1.18,2.17,12,22,-10,35.29,5.97,4.86,3.8,92.36,94.61,40.51,71,104,32.35,110,177,230,93,54,1,1,48,15,10,8,1,-0.69,608.94,2163.93,21.96,17.41,17.18,47,50.35,51.32,57.87,54.05,53.3
"delzomi9020142015","Michael.Del.Zotto","D","PHI",64,20142015,24,"1.300","1.300",10,22,32,0.43,0.95,1.38,-9,48.14,99.81,8.4,-3.01,21.79,17,-3.54,45.76,49.29,-46,248,294,10.67,12.65,23.32,-4.37,47.21,51.58,-71,601,672,25.86,28.92,54.78,64,-1.86,50,-100,1294,1394,55.68,59.98,115.66,52.4,64,128,224,-1.5,48.22,49.72,-69,937,1006,40.32,43.29,83.61,72.36,41,160,-1.05,48.19,49.24,-51,29.17,31.37,678,729,119,47.7,27.53,-0.46,48.11,2.62,2.88,61,67,-6,47.66,6.25,9,6.51,90.81,93.34,40,0,0,48.8,426,407,447,153,105,11,11,109,36,14,16,7,-0.39,1394.38,2518.64,35.63,16.59,17.45,48.98,49.96,53.67,55.9,54.46,54.55
"demerja8820142015","Jason.Demers","D","DAL/S.J",81,20142015,26,"3.150","3.400",5,20,25,0.19,0.78,0.97,-11,53.62,99.76,5.05,-3.79,19.06,12,2.96,54.21,51.26,48,309,261,12.01,10.15,22.16,0.9,54.32,53.42,119,748,629,29.08,24.45,53.52,70,1.13,52.49,209,1549,1340,60.21,52.09,112.3,49.13,87,85,251,1.14,53.2,52.07,135,1121,986,43.57,38.33,81.9,67.89,65,164,0.98,51.95,50.97,57,29.58,27.36,761,704,99,47.46,28.6,0.28,50.94,2.45,2.33,63,60,3,51.22,3.05,8.28,5.62,91.48,93.91,40,0,0,48,491,488,532,118,123,8,12,94,49,37,20,9,-0.43,1543.58,3371.72,31.4,16.04,17.25,51.22,49.93,59.25,56.42,54.11,54.26
"deshada8620142015","David.Desharnais","C","MTL",93,20142015,28,"3.500","3.500",15,36,51,0.57,1.36,1.92,5,55.49,103.84,14.29,27.92,17.09,71,8.44,54.28,45.84,50,317,267,11.96,10.08,22.04,9,54.23,45.23,120,769,649,29.02,24.49,53.52,128,9.13,46.36,337,1704,1367,64.31,51.59,115.9,49.3,57,58,195,7.92,55.05,47.13,218,1188,970,44.84,36.61,81.44,70.71,33,138,6.49,53.95,47.46,123,31.7,27.06,840,717,105,47.55,26.08,16.98,48.41,3.21,1.7,85,45,40,65.38,10.87,10.12,7.15,93.72,95.36,52.37,710,641,67.79,745,553,354,55,116,17,19,90,25,31,14,19,0.19,1589.8,4101.77,27.93,18.29,17.55,49.08,50.12,55.36,57.44,54.13,53.88
"desjaan8620142015","Andrew.Desjardins","C","CHI/S.J",90,20142015,28,"0.750","0.750",6,8,14,0.35,0.47,0.82,-7,43.98,98.59,6.9,-26.97,11.44,41,-10.95,41.16,52.11,-61,142,203,8.28,11.83,20.11,-7.77,44.38,52.15,-91,359,450,20.93,26.23,47.16,80,-9.24,53.22,-224,819,1043,47.74,60.8,108.53,48.84,50,45,160,-10.33,42.2,52.53,-206,557,763,32.47,44.47,76.94,71.81,23,110,-9.44,42.19,51.64,-148,23.32,31.94,400,548,87,47.46,28.18,-17.23,54.55,1.46,2.45,25,42,-17,37.31,5.45,6.25,4.49,92.34,94.5,48.88,167,171,26.77,170,329,465,169,137,2,6,81,24,24,11,4,-0.41,1029.35,4534.42,18.5,16.94,16.85,50.99,50.05,56.46,54.26,53.91,53.79
"deslani9120142015","Nicolas.Deslauriers","LR","BUF",82,20142015,23,"0.625","0.637",5,10,15,0.31,0.61,0.92,-4,32.46,98.39,6.58,-9.18,11.91,37,-12.53,31.88,44.41,-125,110,235,6.76,14.44,21.2,-8.46,31.5,39.96,-296,252,548,15.49,33.68,49.17,77,-6.76,39.21,-587,543,1130,33.37,69.45,102.82,55.99,33,36,143,-7.04,33.44,40.48,-408,412,820,25.32,50.4,75.72,73.79,34,110,-7.69,34.16,41.84,-282,18.68,36.02,304,586,76,48.14,28.54,-8.16,37.57,1.23,2.95,20,48,-28,29.41,4.55,6.58,4.85,91.81,94.15,38.1,0,1,34.02,198,265,384,261,71,6,4,71,8,9,13,9,-0.25,976.23,4002.94,19.61,16.73,17.09,40.59,50.19,42.75,62.58,54.18,53.77
"desprsi9120142015","Simon.Despres","D","ANA/PIT",91,20142015,23,"0.900","0.900",4,26,30,0.15,0.99,1.14,-19,51.12,100.82,3.33,-3.94,17.39,8,-4.02,48.48,52.51,-17,272,289,10.31,10.96,21.27,-0.1,51.73,51.83,46,687,641,26.05,24.31,50.36,69,-0.77,51.88,62,1419,1357,53.81,51.46,105.27,54.76,84,131,251,-0.4,51.94,52.34,80,1071,991,40.61,37.58,78.19,72.55,47,167,-0.4,51.94,52.34,58,29.47,27.27,777,719,120,47.02,27.45,-0.34,54.74,2.58,2.16,68,57,11,54.4,2.4,8.75,6.35,92.07,94.25,38.1,0,1,47.83,462,556,504,276,200,14,12,116,57,22,31,12,-0.72,1582.21,4017.35,28.26,16.53,17.35,50.8,49.73,54.22,52.52,53.95,54.54
"diazxra8620142015","Raphael.Diaz","D","CGY",59,20142015,28,"0.700","0.700",2,2,4,0.17,0.17,0.35,-1,50.04,100.01,3.77,6.44,11.69,2,6.33,53.68,47.35,17,124,107,10.79,9.31,20.1,5.62,50.99,45.37,11,284,273,24.71,23.75,48.46,27,4.99,45.05,1,608,607,52.9,52.81,105.71,48.19,47,71,134,5.88,51.84,45.96,30,423,393,36.8,34.19,70.99,69.27,34,87,3.92,51.05,47.12,12,25.49,24.45,293,281,53,53.71,28.5,-2.05,53.11,2.09,2,24,23,1,51.06,2.3,8.19,5.67,91.81,94.15,40,0,0,52.59,223,235,201,24,31,1,1,51,17,13,5,4,-0.09,689.64,2892.86,19.25,15.11,16.56,45.27,49.72,49.7,60.09,53.41,54.02
"dillobr9020142015","Brenden.Dillon","D","DAL/S.J",80,20142015,23,"1.250","1.250",2,8,10,0.08,0.31,0.39,-7,48.74,96.38,2.2,-7.31,19.46,19,-6.67,48.97,55.64,-13,309,322,11.91,12.41,24.32,-5.38,47.7,53.07,-68,704,772,27.13,29.75,56.88,59,-3.3,52.04,-77,1487,1564,57.3,60.27,117.57,50.37,112,139,266,-2.22,49.82,52.04,-8,1093,1101,42.12,42.43,84.55,68.53,63,154,-2.97,49.11,52.08,-27,28.86,29.9,749,776,91,50.38,29.52,-13.66,52.47,2,3.16,52,82,-30,38.81,1.3,6.94,4.76,89.43,92.55,40,0,0,45.14,483,542,587,154,153,3,5,89,51,15,22,15,-0.27,1556.97,3288.97,32.13,16.61,17.41,51.36,50.37,58.52,55.42,54.65,53.85
"doanxsh7620142015","Shane.Doan","RL","ARI",79,20142015,37,"5.050","5.252",14,22,36,0.56,0.89,1.45,-8,53.61,97.3,7.41,16.31,18.83,99,4.42,46.96,42.54,-36,278,314,11.21,12.67,23.88,7.38,50.84,43.46,24,724,700,29.21,28.24,57.45,184,8.69,44.92,211,1567,1356,63.21,54.7,117.92,52.46,59,26,315,7.78,52.45,44.67,108,1155,1047,46.59,42.24,88.83,71.17,67,256,8.82,52.79,43.98,87,33.16,29.65,822,735,189,45.8,29.8,9.82,35.64,2.62,3.15,65,78,-13,45.45,5.47,7.91,5.63,89.39,92.55,35.48,3,8,59.16,659,488,455,189,144,16,6,175,42,43,24,16,-0.32,1487.32,3319.98,30.94,18.32,17.64,49.39,49.89,53.79,55.11,54.34,54.57
"donovma9020142015","Matt.Donovan","D","NYI",14,20142015,24,"0.827","0.827",0,3,3,0,0.78,0.78,4,51.75,103.06,0,4.24,16.46,2,6.11,58.7,52.59,16,54,38,14.06,9.89,23.95,0.1,52.91,52.81,13,118,105,30.72,27.33,58.05,14,-0.62,52.37,15,222,207,57.79,53.89,111.68,50.9,16,16,43,-0.26,52.29,52.55,14,160,146,41.65,38.01,79.66,70.62,14,27,0.1,52.56,52.46,11,29.42,26.55,113,102,13,50.72,30.14,20.29,44,2.34,1.3,9,5,4,64.29,0,7.96,5.62,95.1,96.58,40,0,0,56.62,77,59,59,23,23,3,0,13,12,5,0,4,1.04,230.47,620.82,27.07,16.19,17.19,52.18,49.92,59.3,54.35,53.58,53.74
"dorsede8620142015","Derek.Dorsett","LR","VAN",85,20142015,27,"2.000","1.633",7,18,25,0.4,1.04,1.44,2,43.05,102.45,7.45,0.05,12.21,65,-3.23,46.92,50.15,-24,183,207,10.58,11.96,22.54,-3.47,44.82,48.29,-92,398,490,23,28.32,51.32,110,-7.65,50.7,-252,781,1033,45.14,59.7,104.84,53.27,31,41,178,-6.22,44.62,50.84,-144,597,741,34.5,42.83,77.33,69.68,53,147,-8.47,43.11,51.58,-133,24.04,31.73,416,549,94,46.85,25.91,-1.03,51.03,2.43,2.43,42,42,0,50,4.76,10.1,7.04,92.35,94.33,42.5,9,11,48.53,298,310,316,183,128,10,8,87,15,18,22,24,0.12,1038.12,4102.28,20.2,17,17.04,49.65,49.64,53.72,54.47,54.04,54.82
