Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Clarke MacArthur,OTT,40,,8,,12,,20,,3,,26,,44,,15,,5,,1,,0.833,,2,,2,,0,,0,,1,,62,,0.129
Mika Zibanejad,OTT,42,,7,,13,,20,,9,,6,,82,,19,,159,,184,,0.464,,3,,1,,0,,0,,0,,90,,0.078
John Mitchell,COL,47,,10,,10,,20,,5,,18,,99,,43,,171,,173,,0.497,,1,,2,,0,,0,,1,,72,,0.139
Victor Hedman,TAM,44,,4,,16,,20,,1,,31,,56,,84,,0,,0,,N/A,,0,,2,,0,,0,,0,,76,,0.053
Pierre-Marc Bouchard,CHI,43,,8,,12,,20,,3,,8,,12,,6,,1,,6,,0.143,,0,,2,,0,,0,,2,,71,,0.113
Joel Ward,SAN,39,,8,,12,,20,,7,,12,,37,,28,,38,,27,,0.585,,1,,2,,1,,0,,1,,52,,0.154
Patrick Wiercioch,OTT,42,,5,,14,,19,,9,,39,,28,,29,,0,,0,,N/A,,3,,7,,0,,0,,0,,81,,0.062
Zdeno Chara,BOS,48,,7,,12,,19,,14,,70,,101,,64,,0,,1,,0,,3,,1,,0,,1,,2,,119,,0.059
Alex Killorn,TAM,38,,7,,12,,19,,-6,,14,,40,,22,,11,,17,,0.393,,1,,2,,0,,0,,2,,82,,0.085
Josh Bailey,NYI,38,,11,,8,,19,,7,,6,,24,,22,,35,,40,,0.467,,0,,2,,0,,0,,1,,76,,0.145
Vladimir Sobotka,STL,48,,8,,11,,19,,-4,,35,,98,,16,,286,,220,,0.565,,1,,3,,0,,0,,2,,69,,0.116
Jack Johnson,COB,44,,5,,14,,19,,-5,,12,,66,,90,,0,,0,,N/A,,3,,5,,0,,0,,1,,96,,0.052
Marek Zidlicky,NYI,48,,4,,15,,19,,-12,,38,,52,,42,,0,,0,,N/A,,1,,10,,0,,0,,0,,101,,0.04
Colin Greening,OTT,47,,8,,11,,19,,5,,11,,122,,24,,22,,25,,0.468,,2,,2,,0,,0,,2,,80,,0.1
Brandon Sutter,VAN,48,,11,,8,,19,,3,,4,,30,,32,,382,,379,,0.502,,3,,1,,0,,0,,5,,82,,0.134
Ryane Clowe,NJD,40,,3,,16,,19,,1,,93,,99,,19,,5,,10,,0.333,,1,,3,,0,,0,,0,,87,,0.034
Jakob Silfverberg,ANA,48,,10,,9,,19,,9,,12,,38,,13,,5,,8,,0.385,,2,,1,,1,,0,,2,,134,,0.075
Marcel Goc,STL,42,,9,,10,,19,,-6,,8,,73,,20,,410,,376,,0.522,,4,,2,,0,,0,,1,,92,,0.098
Daniel Winnik,TOR,48,,6,,13,,19,,13,,16,,63,,37,,16,,37,,0.302,,0,,0,,0,,0,,1,,95,,0.063
Colin Wilson,NAS,25,,7,,12,,19,,1,,4,,10,,13,,8,,13,,0.381,,2,,4,,0,,0,,1,,26,,0.269
Ryan McDonagh,NYR,47,,4,,15,,19,,13,,22,,69,,78,,0,,1,,0,,0,,1,,0,,1,,1,,83,,0.048
Vladimir Tarasenko,STL,38,,8,,11,,19,,1,,10,,28,,7,,1,,0,,1,,3,,2,,0,,0,,1,,75,,0.107
Nick Foligno,COB,45,,6,,13,,19,,6,,28,,99,,33,,3,,6,,0.333,,1,,2,,0,,0,,2,,69,,0.087
Rich Peverley,DAL,47,,6,,12,,18,,-9,,16,,23,,21,,211,,150,,0.584,,2,,4,,0,,2,,0,,95,,0.063
Marcus Foligno,BUF,47,,5,,13,,18,,-4,,41,,108,,16,,45,,30,,0.6,,1,,3,,0,,1,,0,,55,,0.091
Cam Atkinson,COB,35,,9,,9,,18,,9,,4,,24,,16,,0,,0,,N/A,,1,,1,,0,,0,,1,,91,,0.099
Jarret Stoll,NYR,48,,7,,11,,18,,1,,28,,107,,44,,418,,328,,0.56,,1,,4,,1,,1,,3,,73,,0.096
Nik Antropov,WPG,40,,6,,12,,18,,6,,16,,76,,27,,128,,176,,0.421,,2,,1,,0,,0,,0,,56,,0.107
Martin Havlat,STL,40,,8,,10,,18,,7,,30,,6,,13,,1,,5,,0.167,,1,,3,,0,,0,,1,,89,,0.09
Artem Anisimov,CHI,35,,11,,7,,18,,-6,,12,,13,,24,,249,,260,,0.489,,1,,0,,0,,0,,3,,68,,0.162
Raffi Torres,SAN,39,,7,,11,,18,,0,,17,,87,,15,,6,,7,,0.462,,1,,0,,0,,0,,0,,60,,0.117
Drew Stafford,WPG,46,,6,,12,,18,,-16,,21,,46,,9,,37,,47,,0.44,,0,,3,,0,,0,,0,,121,,0.05
Roman Josi,NAS,48,,5,,13,,18,,-7,,8,,31,,73,,0,,0,,N/A,,1,,6,,0,,0,,1,,96,,0.052
Joffrey Lupul,TOR,16,,11,,7,,18,,8,,12,,31,,7,,3,,5,,0.375,,3,,0,,0,,0,,3,,42,,0.262
R.J. Umberger,PHI,48,,8,,10,,18,,3,,16,,51,,45,,54,,54,,0.5,,2,,3,,0,,0,,0,,96,,0.083
Nick Leddy,NYI,48,,6,,12,,18,,15,,10,,38,,39,,0,,0,,N/A,,2,,6,,0,,0,,2,,65,,0.092
Dennis Seidenberg,BOS,46,,4,,13,,17,,18,,10,,115,,115,,0,,0,,N/A,,0,,2,,0,,0,,2,,83,,0.048
Eric Fehr,PIT,41,,9,,8,,17,,14,,10,,36,,22,,0,,4,,0,,2,,1,,1,,0,,2,,72,,0.125
Mathieu Perreault,WPG,39,,6,,11,,17,,7,,20,,28,,8,,168,,157,,0.517,,2,,1,,0,,0,,1,,47,,0.128
Peter Mueller,STL,43,,8,,9,,17,,-11,,18,,29,,10,,46,,58,,0.442,,2,,2,,0,,0,,0,,131,,0.061
Roman Cervenka,CGY,39,,9,,8,,17,,-13,,14,,7,,4,,58,,67,,0.464,,1,,3,,0,,0,,0,,51,,0.176
Valtteri Filppula,TAM,41,,9,,8,,17,,-4,,6,,16,,12,,179,,144,,0.554,,3,,0,,0,,0,,0,,78,,0.115
Colin McDonald,PHI,45,,7,,10,,17,,-1,,32,,120,,9,,4,,4,,0.5,,1,,0,,0,,0,,0,,82,,0.085
Vernon Fiddler,DAL,46,,4,,13,,17,,3,,48,,34,,28,,319,,300,,0.515,,1,,1,,0,,1,,0,,56,,0.071
Sami Salo,TAM,46,,2,,15,,17,,5,,16,,40,,65,,0,,0,,N/A,,1,,6,,0,,0,,0,,48,,0.042
Sheldon Souray,ANA,44,,7,,10,,17,,19,,52,,34,,58,,1,,0,,1,,2,,3,,0,,0,,3,,80,,0.088
Steve Sullivan,NJD,42,,7,,10,,17,,-12,,24,,12,,3,,3,,3,,0.5,,4,,4,,0,,0,,1,,61,,0.115
Gabriel Landeskog,COL,36,,9,,8,,17,,-4,,22,,86,,32,,6,,12,,0.333,,0,,2,,3,,0,,1,,109,,0.083
Joe Corvo,OTT,40,,6,,11,,17,,-3,,14,,27,,38,,0,,0,,N/A,,3,,5,,0,,0,,2,,71,,0.085
Daniel Paille,CHI,46,,10,,7,,17,,3,,8,,45,,15,,2,,8,,0.2,,0,,1,,2,,0,,1,,70,,0.143
Jay McClement,CAR,48,,8,,9,,17,,0,,11,,76,,39,,203,,190,,0.517,,0,,0,,0,,0,,0,,48,,0.167
Daniel Briere,COL,34,,6,,10,,16,,-13,,10,,15,,6,,62,,73,,0.459,,3,,3,,0,,0,,1,,87,,0.069
Dougie Hamilton,CGY,42,,5,,11,,16,,4,,14,,59,,33,,0,,0,,N/A,,2,,2,,0,,0,,0,,83,,0.06
Adam Henrique,NJD,42,,11,,5,,16,,-3,,16,,27,,21,,333,,347,,0.49,,3,,1,,2,,1,,2,,78,,0.141
Tom Pyatt,TAM,43,,8,,8,,16,,5,,12,,22,,36,,145,,145,,0.5,,0,,0,,0,,0,,1,,60,,0.133
Matt Calvert,COB,42,,9,,7,,16,,-9,,32,,57,,24,,2,,4,,0.333,,0,,0,,1,,0,,2,,63,,0.143
Simon Gagne,BOS,38,,5,,11,,16,,-1,,8,,24,,15,,2,,0,,1,,2,,2,,0,,1,,0,,76,,0.066
Mikhail Grabovski,NYI,48,,9,,7,,16,,-10,,24,,34,,20,,323,,315,,0.506,,0,,3,,0,,0,,1,,80,,0.113
Patrick Dwyer,ARI,46,,8,,8,,16,,-7,,12,,57,,28,,17,,30,,0.362,,1,,0,,1,,0,,0,,93,,0.086
Jason Garrison,TAM,47,,8,,8,,16,,18,,28,,36,,58,,0,,0,,N/A,,3,,3,,0,,0,,2,,94,,0.085
Andy Greene,NJD,48,,4,,12,,16,,12,,20,,47,,70,,0,,0,,N/A,,2,,4,,1,,0,,1,,63,,0.063
Gabriel Bourque,NAS,34,,11,,5,,16,,6,,4,,39,,23,,4,,2,,0.667,,3,,0,,1,,0,,2,,50,,0.22
Mikael Backlund,CGY,32,,8,,8,,16,,-6,,29,,31,,19,,194,,213,,0.477,,2,,2,,0,,0,,1,,88,,0.091
Magnus Paajarvi,STL,42,,9,,7,,16,,-1,,14,,24,,23,,4,,8,,0.333,,2,,0,,1,,0,,2,,75,,0.12
Jake Muzzin,LOS,45,,7,,9,,16,,16,,35,,70,,29,,0,,0,,N/A,,3,,4,,0,,0,,1,,77,,0.091
Grant Clitsome,WPG,44,,4,,12,,16,,10,,18,,82,,54,,0,,0,,N/A,,2,,1,,0,,0,,0,,56,,0.071
Mark Giordano,CGY,47,,4,,11,,15,,-7,,40,,65,,93,,0,,0,,N/A,,1,,2,,1,,1,,1,,58,,0.069
Zack Smith,OTT,48,,4,,11,,15,,-9,,56,,97,,22,,379,,352,,0.518,,0,,2,,0,,0,,0,,94,,0.043
Nate Thompson,ANA,45,,7,,8,,15,,-2,,17,,85,,31,,310,,295,,0.512,,0,,0,,0,,0,,0,,58,,0.121
Scott Gomez,STL,39,,2,,13,,15,,-10,,22,,4,,11,,181,,143,,0.559,,0,,8,,0,,0,,0,,58,,0.034
Steve Bernier,NYI,47,,8,,7,,15,,-7,,17,,64,,15,,5,,5,,0.5,,2,,2,,0,,0,,1,,88,,0.091
Chris Higgins,VAN,41,,10,,5,,15,,-4,,10,,46,,22,,33,,58,,0.363,,0,,0,,0,,0,,1,,77,,0.13
Andrew Shaw,CHI,48,,9,,6,,15,,6,,38,,70,,14,,201,,256,,0.44,,2,,0,,0,,0,,2,,64,,0.141
Kyle Wellwood,WPG,39,,6,,9,,15,,0,,2,,10,,10,,43,,35,,0.551,,0,,2,,0,,0,,2,,37,,0.162
Sergei Kostitsyn,NAS,46,,3,,12,,15,,-5,,11,,27,,25,,3,,1,,0.75,,1,,2,,0,,0,,0,,42,,0.071
Ryan Carter,MIN,44,,6,,9,,15,,-2,,31,,50,,15,,43,,40,,0.518,,0,,0,,1,,2,,1,,63,,0.095
Casey Cizikas,NYI,45,,6,,9,,15,,0,,14,,75,,21,,144,,132,,0.522,,0,,1,,0,,0,,1,,45,,0.133
Carl Gunnarsson,STL,37,,1,,14,,15,,5,,14,,78,,71,,0,,0,,N/A,,0,,0,,0,,0,,0,,28,,0.036
Jared Spurgeon,MIN,39,,5,,10,,15,,1,,4,,46,,55,,0,,0,,N/A,,4,,3,,0,,0,,2,,67,,0.075
Daniel Cleary,DET,48,,9,,6,,15,,-6,,40,,56,,21,,11,,12,,0.478,,5,,0,,1,,0,,0,,93,,0.097
Toby Enstrom,WPG,22,,4,,11,,15,,-8,,8,,9,,38,,0,,0,,N/A,,1,,6,,0,,1,,2,,21,,0.19
Justin Faulk,CAR,38,,5,,10,,15,,1,,15,,63,,47,,0,,0,,N/A,,1,,2,,1,,0,,0,,76,,0.066
Sean Couturier,PHI,46,,4,,11,,15,,-8,,10,,31,,27,,243,,310,,0.439,,0,,4,,0,,0,,0,,75,,0.053
Dan Girardi,NYR,46,,2,,12,,14,,-1,,16,,102,,125,,0,,0,,N/A,,0,,2,,0,,0,,1,,81,,0.025
Matt Niskanen,WAS,40,,4,,10,,14,,4,,12,,49,,47,,0,,0,,N/A,,0,,2,,0,,0,,2,,67,,0.06
Dave Bolland,FLA,35,,7,,7,,14,,-7,,22,,43,,18,,239,,279,,0.461,,1,,2,,0,,1,,1,,46,,0.152
Antoine Roussel,DAL,39,,7,,7,,14,,3,,85,,75,,16,,30,,25,,0.545,,0,,0,,0,,0,,0,,46,,0.152
Kyle Chipchura,ARI,46,,5,,9,,14,,1,,50,,61,,7,,126,,135,,0.483,,0,,0,,0,,0,,0,,37,,0.135
Chris Phillips,OTT,48,,5,,9,,14,,-5,,43,,93,,78,,0,,0,,N/A,,1,,0,,0,,0,,0,,89,,0.056
Brandon Prust,VAN,38,,5,,9,,14,,11,,110,,87,,26,,25,,30,,0.455,,0,,0,,0,,0,,1,,39,,0.128
Olli Jokinen,STL,45,,7,,7,,14,,-19,,14,,91,,27,,300,,330,,0.476,,0,,1,,0,,0,,0,,85,,0.082
Jason Chimera,WAS,47,,3,,11,,14,,-5,,48,,73,,12,,21,,15,,0.583,,0,,0,,0,,0,,0,,92,,0.033
Charlie Coyle,MIN,37,,8,,6,,14,,3,,28,,50,,9,,9,,17,,0.346,,1,,0,,0,,0,,2,,50,,0.16
Beau Bennett,PIT,26,,3,,11,,14,,7,,6,,28,,9,,1,,3,,0.25,,1,,4,,0,,0,,2,,30,,0.1
Jochen Hecht,BUF,47,,5,,9,,14,,6,,18,,24,,27,,147,,206,,0.416,,0,,0,,1,,0,,1,,69,,0.072
Kevin Klein,NYR,47,,3,,11,,14,,-1,,9,,66,,89,,0,,0,,N/A,,0,,0,,0,,0,,0,,54,,0.056
Kyle Clifford,LOS,48,,7,,7,,14,,1,,51,,155,,12,,1,,8,,0.111,,0,,0,,0,,0,,1,,56,,0.125
Trevor Lewis,LOS,48,,5,,9,,14,,5,,19,,83,,31,,31,,33,,0.484,,0,,0,,1,,1,,2,,92,,0.054
Milan Michalek,OTT,23,,4,,10,,14,,8,,17,,6,,13,,2,,2,,0.5,,0,,2,,0,,1,,0,,58,,0.069
Lubomir Visnovsky,CHI,35,,3,,11,,14,,12,,20,,20,,52,,0,,0,,N/A,,1,,7,,0,,0,,0,,69,,0.043
T.J. Galiardi,WPG,36,,5,,9,,14,,1,,14,,36,,15,,5,,14,,0.263,,1,,1,,0,,0,,0,,68,,0.074
Boyd Gordon,ARI,48,,4,,10,,14,,0,,8,,22,,44,,452,,337,,0.573,,0,,2,,0,,1,,0,,59,,0.068
Zach Bogosian,BUF,33,,5,,9,,14,,-5,,29,,79,,50,,0,,0,,N/A,,0,,3,,0,,0,,0,,85,,0.059
Patric Hornqvist,PIT,24,,4,,10,,14,,-1,,14,,29,,9,,1,,1,,0.5,,4,,3,,0,,0,,1,,87,,0.046
Stephen Gionta,NJD,48,,4,,10,,14,,2,,14,,87,,14,,137,,253,,0.351,,0,,0,,0,,1,,0,,58,,0.069
Erik Karlsson,OTT,17,,6,,8,,14,,8,,8,,10,,14,,0,,0,,N/A,,2,,2,,1,,0,,2,,79,,0.076
Dustin Penner,WAS,33,,2,,12,,14,,-2,,18,,59,,7,,2,,3,,0.4,,0,,1,,0,,0,,0,,61,,0.033
Raphael Diaz,NYR,23,,1,,13,,14,,4,,6,,11,,44,,0,,0,,N/A,,0,,8,,0,,0,,0,,34,,0.029
James Wisniewski,CAR,30,,5,,9,,14,,-1,,15,,53,,48,,0,,0,,N/A,,4,,1,,0,,1,,0,,62,,0.081
T.J. Brodie,CGY,47,,2,,12,,14,,-9,,8,,24,,74,,0,,0,,N/A,,0,,6,,0,,0,,0,,44,,0.045
Ruslan Fedotenko,MIN,47,,4,,9,,13,,8,,12,,52,,34,,67,,119,,0.36,,0,,0,,0,,1,,1,,43,,0.093
Ryan Whitney,STL,34,,4,,9,,13,,-7,,23,,16,,55,,0,,0,,N/A,,0,,7,,0,,0,,0,,30,,0.133
Jakub Kindl,DET,41,,4,,9,,13,,15,,28,,46,,33,,0,,0,,N/A,,1,,2,,0,,0,,2,,76,,0.053
Jonathan Ericsson,DET,45,,3,,10,,13,,6,,29,,67,,40,,0,,0,,N/A,,0,,0,,0,,0,,1,,34,,0.088
Tom Gilbert,MON,43,,3,,10,,13,,-11,,18,,24,,57,,0,,0,,N/A,,1,,3,,0,,0,,0,,36,,0.083
Drew Shore,CGY,43,,3,,10,,13,,-10,,14,,37,,18,,212,,231,,0.479,,1,,2,,1,,0,,1,,96,,0.031
Matt Beleskey,BOS,42,,8,,5,,13,,2,,56,,103,,16,,6,,13,,0.316,,2,,0,,0,,0,,1,,61,,0.131
Erik Cole,DET,47,,9,,4,,13,,-6,,20,,101,,27,,22,,45,,0.328,,1,,2,,0,,0,,2,,86,,0.105
Nick Bonino,PIT,27,,5,,8,,13,,-3,,8,,11,,49,,138,,157,,0.468,,1,,2,,0,,0,,0,,37,,0.135
Ryan Smyth,EDM,47,,2,,11,,13,,-5,,40,,41,,24,,87,,115,,0.431,,0,,1,,1,,0,,0,,69,,0.029
Tommy Wingels,SAN,42,,5,,8,,13,,-9,,26,,115,,32,,4,,12,,0.25,,0,,1,,1,,0,,0,,69,,0.072
Justin Abdelkader,DET,48,,10,,3,,13,,6,,34,,120,,13,,65,,60,,0.52,,0,,0,,0,,0,,0,,96,,0.104
Trevor Daley,CHI,44,,4,,9,,13,,1,,14,,27,,69,,0,,0,,N/A,,2,,1,,0,,1,,0,,58,,0.069
Gregory Campbell,COB,48,,4,,9,,13,,2,,41,,71,,28,,189,,212,,0.471,,0,,1,,1,,0,,0,,52,,0.077
Marcus Kruger,CHI,47,,4,,9,,13,,3,,24,,12,,29,,228,,265,,0.462,,0,,2,,0,,0,,2,,50,,0.08
Jaden Schwartz,STL,45,,7,,6,,13,,-4,,4,,34,,18,,15,,12,,0.556,,0,,0,,0,,0,,1,,50,,0.14
Tyson Barrie,COL,32,,2,,11,,13,,-11,,10,,31,,24,,0,,0,,N/A,,1,,4,,0,,0,,1,,58,,0.034
Ron Hainsey,CAR,47,,0,,13,,13,,-8,,10,,36,,123,,0,,0,,N/A,,0,,1,,0,,0,,0,,52,,0
Stephane Robidas,TOR,48,,1,,12,,13,,2,,56,,136,,93,,0,,0,,N/A,,0,,4,,0,,0,,0,,46,,0.022
Nick Spaling,TOR,47,,9,,4,,13,,-10,,18,,38,,21,,223,,259,,0.463,,1,,1,,0,,1,,2,,57,,0.158
Andrew Ference,EDM,48,,4,,9,,13,,9,,35,,89,,60,,0,,0,,N/A,,0,,0,,0,,1,,0,,66,,0.061
Matt Frattin,TOR,25,,7,,6,,13,,6,,4,,55,,11,,5,,3,,0.625,,0,,0,,0,,0,,3,,42,,0.167
Rene Bourque,COB,27,,7,,6,,13,,-1,,32,,37,,11,,0,,1,,0,,2,,1,,0,,0,,1,,63,,0.111
Ryan Kesler,ANA,17,,4,,9,,13,,-5,,12,,30,,13,,174,,129,,0.574,,2,,3,,0,,0,,1,,36,,0.111
Andrew MacDonald,PHI,48,,3,,9,,12,,-2,,20,,26,,123,,0,,0,,N/A,,1,,2,,0,,0,,1,,45,,0.067
Craig Smith,NAS,44,,4,,8,,12,,-11,,20,,39,,13,,79,,121,,0.395,,2,,5,,0,,0,,0,,83,,0.048
Kevin Bieksa,ANA,36,,6,,6,,12,,6,,48,,60,,50,,0,,0,,N/A,,2,,1,,0,,0,,1,,77,,0.078
Alexei Emelin,MON,38,,3,,9,,12,,2,,33,,110,,47,,0,,0,,N/A,,0,,0,,0,,0,,0,,33,,0.091
Andrei Loktionov,CAR,28,,8,,4,,12,,-2,,4,,6,,8,,80,,126,,0.388,,1,,2,,0,,0,,0,,47,,0.17
Blake Comeau,COL,42,,6,,6,,12,,-4,,20,,95,,12,,40,,46,,0.465,,0,,0,,1,,0,,1,,48,,0.125
Erik Condra,TAM,48,,4,,8,,12,,3,,34,,12,,32,,8,,13,,0.381,,0,,0,,0,,0,,0,,73,,0.055
Andrej Sekera,EDM,37,,2,,10,,12,,-2,,4,,30,,73,,0,,0,,N/A,,0,,0,,0,,1,,0,,33,,0.061
Matt Irwin,BOS,38,,6,,6,,12,,-1,,10,,39,,65,,0,,0,,N/A,,4,,1,,0,,0,,0,,79,,0.076
Jeff Petry,MON,48,,3,,9,,12,,1,,29,,112,,86,,0,,1,,0,,0,,0,,1,,0,,0,,66,,0.045
Ryan Johansen,COB,40,,5,,7,,12,,-7,,12,,42,,14,,272,,257,,0.514,,0,,1,,0,,0,,2,,84,,0.06
Johnny Oduya,DAL,48,,3,,9,,12,,12,,10,,24,,79,,0,,0,,N/A,,0,,1,,0,,1,,0,,52,,0.058
Cody McLeod,COL,48,,8,,4,,12,,4,,83,,106,,17,,7,,10,,0.412,,0,,1,,0,,0,,0,,79,,0.101
Shawn Horcoff,ANA,31,,7,,5,,12,,8,,24,,24,,20,,245,,255,,0.49,,3,,1,,0,,0,,1,,41,,0.171
Keith Aucoin,STL,41,,6,,6,,12,,-1,,4,,33,,21,,167,,177,,0.485,,1,,0,,0,,0,,1,,50,,0.12
Kyle Brodziak,STL,48,,8,,4,,12,,-18,,20,,54,,18,,377,,386,,0.494,,1,,1,,1,,0,,1,,88,,0.091
Chris Neil,OTT,48,,4,,8,,12,,0,,144,,206,,10,,3,,3,,0.5,,0,,3,,0,,0,,3,,87,,0.046
Barret Jackman,NAS,46,,3,,9,,12,,6,,39,,70,,89,,0,,0,,N/A,,0,,0,,0,,0,,0,,39,,0.077
Eric Brewer,TOR,48,,4,,8,,12,,3,,30,,88,,94,,0,,0,,N/A,,1,,0,,0,,0,,1,,56,,0.071
Michal Rozsival,CHI,27,,0,,12,,12,,18,,14,,44,,28,,0,,2,,0,,0,,0,,0,,1,,0,,13,,0
Jack Skille,COL,40,,3,,9,,12,,-9,,11,,96,,15,,8,,8,,0.5,,0,,0,,0,,0,,0,,69,,0.043
Rob Scuderi,PIT,48,,1,,11,,12,,-6,,4,,30,,66,,0,,1,,0,,0,,0,,0,,1,,0,,33,,0.03
Derek Morris,ARI,39,,0,,11,,11,,-6,,36,,92,,69,,0,,0,,N/A,,0,,3,,0,,0,,0,,68,,0
Jonas Brodin,MIN,45,,2,,9,,11,,3,,10,,17,,60,,0,,0,,N/A,,1,,1,,0,,0,,0,,51,,0.039
Eric Nystrom,NAS,48,,7,,4,,11,,-3,,61,,122,,26,,15,,11,,0.577,,0,,0,,1,,0,,3,,49,,0.143
John-Michael Liles,CAR,32,,2,,9,,11,,-1,,4,,45,,52,,0,,1,,0,,0,,1,,0,,0,,0,,47,,0.043
Matt Martin,NYI,48,,4,,7,,11,,-2,,63,,234,,22,,6,,12,,0.333,,1,,0,,0,,0,,1,,67,,0.06
Zack Kassian,MON,39,,7,,4,,11,,-7,,51,,70,,4,,6,,8,,0.429,,2,,1,,0,,0,,1,,49,,0.143
Milan Hejduk,COL,29,,4,,7,,11,,-7,,0,,6,,8,,2,,4,,0.333,,2,,1,,0,,0,,0,,41,,0.098
Lauri Korpikoski,EDM,36,,6,,5,,11,,-3,,12,,71,,27,,6,,10,,0.375,,1,,1,,0,,0,,0,,83,,0.072
Rob Klinkhammer,EDM,22,,5,,6,,11,,7,,10,,65,,6,,2,,0,,1,,1,,0,,0,,0,,1,,34,,0.147
Marc Methot,OTT,47,,2,,9,,11,,2,,31,,130,,81,,0,,0,,N/A,,0,,1,,0,,0,,0,,53,,0.038
Taylor Pyatt,PIT,48,,6,,5,,11,,5,,6,,85,,28,,4,,6,,0.4,,1,,1,,0,,0,,0,,56,,0.107
Cam Fowler,ANA,37,,1,,10,,11,,-4,,4,,19,,41,,0,,0,,N/A,,1,,5,,0,,0,,0,,50,,0.02
Bobby Butler,FLA,34,,4,,7,,11,,-8,,4,,15,,4,,2,,3,,0.4,,1,,3,,0,,0,,0,,41,,0.098
Tyler Kennedy,NJD,46,,6,,5,,11,,-6,,19,,41,,9,,13,,16,,0.448,,1,,2,,0,,0,,1,,100,,0.06
Brian Flynn,MON,26,,6,,5,,11,,6,,0,,10,,20,,24,,36,,0.4,,0,,0,,1,,0,,1,,49,,0.122
Scott Hartnell,COB,32,,8,,3,,11,,-5,,70,,68,,21,,3,,1,,0.75,,4,,1,,0,,0,,1,,74,,0.108
Marc Staal,NYR,21,,2,,9,,11,,4,,14,,47,,36,,0,,0,,N/A,,1,,2,,0,,0,,0,,20,,0.1
Matt Halischuk,WPG,36,,5,,6,,11,,1,,10,,33,,21,,2,,4,,0.333,,0,,0,,0,,0,,1,,51,,0.098
Luke Schenn,PHI,47,,3,,8,,11,,3,,34,,187,,102,,0,,0,,N/A,,0,,0,,0,,0,,0,,81,,0.037
Dmitry Kulikov,FLA,34,,3,,7,,10,,-5,,22,,84,,49,,0,,0,,N/A,,2,,4,,0,,0,,2,,52,,0.058
Jordan Leopold,MIN,39,,2,,8,,10,,-8,,14,,39,,57,,0,,0,,N/A,,0,,4,,0,,0,,0,,60,,0.033
Michael Frolik,CGY,45,,3,,7,,10,,5,,8,,32,,23,,15,,25,,0.375,,0,,0,,0,,0,,1,,98,,0.031
T.J. Brennan,TOR,29,,3,,7,,10,,-9,,8,,31,,32,,0,,0,,N/A,,1,,3,,0,,0,,0,,42,,0.071
Max Talbot,BOS,35,,5,,5,,10,,2,,23,,57,,27,,92,,100,,0.479,,0,,0,,1,,0,,0,,41,,0.122
Maxim Lapierre,PIT,48,,4,,6,,10,,-6,,45,,116,,18,,274,,268,,0.506,,0,,0,,0,,0,,1,,54,,0.074
Niklas Hjalmarsson,CHI,46,,2,,8,,10,,15,,22,,26,,94,,0,,0,,N/A,,0,,0,,0,,0,,0,,43,,0.047
Alex Burmistrov,WPG,44,,4,,6,,10,,0,,14,,106,,16,,142,,159,,0.472,,0,,0,,0,,0,,0,,55,,0.073
Dwight King,LOS,47,,4,,6,,10,,-3,,11,,58,,9,,2,,4,,0.333,,0,,0,,0,,0,,0,,60,,0.067
Andre Benoit,STL,33,,3,,7,,10,,-3,,8,,29,,54,,0,,0,,N/A,,1,,1,,0,,0,,2,,50,,0.06
Guillaume Latendresse,ARI,27,,6,,4,,10,,-2,,8,,42,,8,,0,,4,,0,,1,,0,,0,,0,,0,,53,,0.113
Emerson Etem,NYR,38,,3,,7,,10,,7,,9,,43,,20,,2,,3,,0.4,,0,,0,,0,,2,,0,,48,,0.063
Travis Hamonic,NYI,48,,3,,7,,10,,-8,,28,,59,,109,,0,,0,,N/A,,1,,2,,0,,1,,1,,83,,0.036
Cal Clutterbuck,NYI,42,,4,,6,,10,,-5,,27,,155,,17,,1,,1,,0.5,,0,,0,,0,,1,,1,,87,,0.046
Clayton Stoner,ANA,48,,0,,10,,10,,0,,42,,87,,57,,0,,0,,N/A,,0,,0,,0,,1,,0,,40,,0
Filip Kuba,FLA,44,,1,,9,,10,,-18,,24,,37,,69,,0,,0,,N/A,,0,,4,,0,,0,,0,,50,,0.02
Nathan Gerbe,CAR,42,,5,,5,,10,,-3,,14,,32,,8,,0,,1,,0,,0,,0,,1,,0,,0,,64,,0.078
Sven Baertschi,VAN,20,,3,,7,,10,,0,,6,,12,,5,,1,,0,,1,,0,,0,,0,,0,,0,,28,,0.107
Jan Hejda,CHI,46,,1,,9,,10,,-3,,28,,96,,102,,0,,1,,0,,0,,0,,0,,0,,1,,50,,0.02
Ryan Garbutt,CHI,36,,3,,7,,10,,1,,32,,67,,9,,7,,10,,0.412,,0,,0,,0,,0,,0,,59,,0.051
Ben Lovejoy,PIT,35,,0,,10,,10,,4,,29,,76,,42,,0,,0,,N/A,,0,,3,,0,,1,,0,,58,,0
Jay Harrison,WPG,47,,3,,7,,10,,-10,,51,,83,,110,,0,,0,,N/A,,0,,1,,0,,0,,2,,54,,0.056
Nick Schultz,PHI,48,,1,,8,,9,,-13,,24,,52,,107,,0,,2,,0,,0,,0,,0,,0,,0,,33,,0.03
