Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Jordan Caron,STL,17,,1,,2,,3,,1,,4,,18,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,20,,0.05
Teemu Hartikainen,TOR,23,,1,,2,,3,,-8,,6,,22,,3,,1,,3,,0.25,,1,,2,,0,,0,,0,,21,,0.048
Zac Dalpe,MIN,10,,1,,2,,3,,-7,,0,,14,,4,,1,,2,,0.333,,0,,0,,0,,0,,0,,18,,0.056
Ryan Wilson,CGY,12,,0,,3,,3,,4,,8,,17,,12,,0,,0,,N/A,,0,,0,,0,,0,,0,,23,,0
Korbinian Holzer,ANA,22,,2,,1,,3,,-12,,28,,61,,54,,0,,0,,N/A,,0,,0,,0,,0,,1,,16,,0.125
Oliver Lauridsen,PHI,15,,2,,1,,3,,0,,34,,36,,24,,0,,0,,N/A,,0,,0,,0,,0,,2,,14,,0.143
Chris Kreider,NYR,23,,2,,1,,3,,-1,,6,,36,,6,,0,,1,,0,,0,,0,,0,,0,,0,,19,,0.105
Tomas Kaberle,NYR,10,,0,,3,,3,,4,,0,,2,,11,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0
Keaton Ellerby,WPG,44,,0,,3,,3,,3,,52,,74,,43,,0,,0,,N/A,,0,,0,,0,,0,,0,,23,,0
Tim Brent,PHI,30,,0,,3,,3,,-3,,8,,31,,15,,124,,116,,0.517,,0,,2,,0,,0,,0,,23,,0
Aaron Gagnon,WPG,10,,3,,0,,3,,2,,2,,7,,4,,30,,27,,0.526,,0,,0,,0,,0,,1,,11,,0.273
Pierre-Cedric Labrie,CHI,19,,2,,1,,3,,2,,30,,40,,6,,2,,2,,0.5,,0,,0,,0,,0,,0,,16,,0.125
Mark Cundari,SAN,4,,1,,2,,3,,-2,,2,,15,,4,,0,,0,,N/A,,1,,1,,0,,0,,0,,8,,0.125
Andrew Desjardins,CHI,42,,2,,1,,3,,-6,,61,,53,,27,,39,,33,,0.542,,0,,0,,0,,0,,0,,51,,0.039
Todd Bertuzzi,OTT,7,,2,,1,,3,,3,,2,,6,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0.2
Kyle Quincey,DET,36,,1,,2,,3,,7,,18,,29,,46,,0,,0,,N/A,,0,,1,,0,,0,,0,,36,,0.028
Stefan Matteau,NJD,17,,1,,2,,3,,-1,,6,,25,,1,,0,,4,,0,,0,,0,,0,,0,,0,,22,,0.045
Jason Demers,DAL,22,,1,,2,,3,,-4,,10,,32,,24,,0,,0,,N/A,,0,,0,,0,,0,,0,,27,,0.037
Max Reinhart,NAS,11,,1,,2,,3,,-3,,4,,8,,2,,34,,57,,0.374,,0,,1,,0,,0,,0,,26,,0.038
Justin Falk,COB,36,,0,,3,,3,,-9,,40,,53,,39,,0,,0,,N/A,,0,,0,,0,,0,,0,,27,,0
Daniel Carcillo,CHI,23,,2,,1,,3,,1,,11,,37,,6,,0,,1,,0,,0,,0,,0,,0,,1,,23,,0.087
Steve Eminger,BOS,35,,0,,3,,3,,9,,8,,53,,41,,0,,0,,N/A,,0,,0,,0,,0,,0,,22,,0
Patrick Maroon,ANA,13,,2,,1,,3,,-1,,10,,22,,7,,4,,10,,0.286,,0,,0,,0,,0,,0,,21,,0.095
Brian McGrattan,ANA,21,,3,,0,,3,,-4,,49,,32,,6,,0,,1,,0,,0,,0,,0,,0,,1,,18,,0.167
Jeff Halpern,ARI,46,,1,,2,,3,,-8,,10,,56,,22,,208,,163,,0.561,,0,,0,,0,,0,,1,,26,,0.038
Eric Belanger,EDM,26,,0,,3,,3,,-1,,10,,19,,15,,203,,175,,0.537,,0,,0,,0,,0,,0,,31,,0
Gabriel Dumont,MON,10,,1,,2,,3,,1,,13,,21,,6,,29,,17,,0.63,,0,,0,,0,,0,,0,,20,,0.05
Adam Burish,SAN,46,,1,,2,,3,,-7,,25,,65,,33,,122,,106,,0.535,,0,,0,,1,,0,,0,,39,,0.026
David Booth,FLA,12,,1,,2,,3,,-3,,4,,24,,1,,1,,0,,1,,0,,0,,0,,0,,0,,27,,0.037
Radek Martinek,NYI,13,,3,,0,,3,,-2,,4,,15,,19,,0,,0,,N/A,,0,,0,,0,,0,,1,,12,,0.25
Jeff Schultz,LOS,26,,0,,3,,3,,-6,,12,,17,,25,,0,,0,,N/A,,0,,0,,0,,0,,0,,12,,0
Aaron Volpatti,WAS,33,,1,,1,,2,,-2,,35,,80,,10,,1,,3,,0.25,,0,,0,,0,,0,,0,,21,,0.048
Dave Dziurzynski,OTT,12,,2,,0,,2,,-1,,13,,29,,3,,3,,1,,0.75,,0,,0,,0,,0,,0,,20,,0.1
Matt Bartkowski,VAN,11,,0,,2,,2,,0,,6,,11,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0
Jarred Tinordi,MON,8,,0,,2,,2,,5,,2,,14,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Brad Malone,CAR,13,,1,,1,,2,,-7,,16,,39,,3,,22,,24,,0.478,,0,,0,,0,,0,,0,,10,,0.1
Sami Vatanen,ANA,8,,2,,0,,2,,3,,0,,2,,13,,0,,0,,N/A,,1,,0,,0,,0,,0,,6,,0.333
Bryce Salvador,NJD,39,,0,,2,,2,,-12,,22,,36,,79,,0,,0,,N/A,,0,,0,,0,,0,,0,,29,,0
Arron Asham,NYR,27,,2,,0,,2,,2,,50,,39,,4,,5,,5,,0.5,,0,,0,,0,,0,,0,,14,,0.143
Lane MacDermid,CGY,9,,2,,0,,2,,1,,19,,13,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0.5
Brad Staubitz,TOR,15,,1,,1,,2,,0,,41,,31,,7,,0,,0,,N/A,,0,,0,,0,,0,,1,,5,,0.2
Stephane Da Costa,OTT,9,,1,,1,,2,,-3,,0,,8,,1,,39,,25,,0.609,,0,,1,,0,,0,,0,,15,,0.067
Andrej Meszaros,COL,11,,0,,2,,2,,-9,,2,,18,,24,,0,,0,,N/A,,0,,1,,0,,0,,0,,18,,0
Tom Poti,WAS,16,,0,,2,,2,,-2,,2,,5,,15,,0,,0,,N/A,,0,,1,,0,,0,,0,,8,,0
Cam Barker,CHI,14,,0,,2,,2,,-3,,4,,16,,16,,0,,0,,N/A,,0,,0,,0,,0,,0,,19,,0
Mike Brown,SAN,39,,1,,1,,2,,-7,,123,,87,,13,,5,,3,,0.625,,0,,0,,0,,0,,0,,18,,0.056
Chris Conner,PHI,12,,1,,1,,2,,3,,2,,15,,5,,0,,2,,0,,0,,0,,0,,0,,0,,15,,0.067
Jamie Oleksiak,DAL,16,,0,,2,,2,,-5,,14,,32,,18,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0
Nathan Beaulieu,MON,6,,0,,2,,2,,5,,0,,3,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
George Parros,MON,39,,1,,1,,2,,-15,,57,,53,,13,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0.063
Jeremy Morin,CHI,3,,1,,1,,2,,1,,0,,3,,1,,0,,4,,0,,0,,0,,0,,0,,0,,7,,0.143
Brandon Manning,PHI,6,,0,,2,,2,,4,,0,,15,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Joey Crabb,ARI,26,,2,,0,,2,,-1,,8,,24,,17,,7,,27,,0.206,,0,,0,,0,,0,,0,,20,,0.1
Cory Sarich,COL,28,,0,,2,,2,,-8,,16,,43,,33,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0
Tim Kennedy,WAS,13,,2,,0,,2,,-3,,2,,22,,4,,3,,7,,0.3,,0,,0,,0,,0,,1,,24,,0.083
Ryan Hamilton,EDM,10,,0,,2,,2,,1,,0,,22,,7,,4,,14,,0.222,,0,,0,,0,,0,,0,,6,,0
Jamal Mayers,CHI,19,,0,,2,,2,,2,,16,,26,,4,,42,,36,,0.538,,0,,0,,0,,0,,0,,10,,0
Carl Soderberg,COL,6,,0,,2,,2,,-2,,6,,3,,3,,7,,6,,0.538,,0,,0,,0,,0,,0,,6,,0
Yannick Weber,VAN,6,,0,,2,,2,,-1,,2,,3,,4,,0,,0,,N/A,,0,,1,,0,,0,,0,,3,,0
Zbynek Michalek,ARI,34,,0,,2,,2,,4,,14,,42,,87,,0,,0,,N/A,,0,,0,,0,,0,,0,,42,,0
Brett Bellemore,NYR,8,,0,,2,,2,,-2,,7,,14,,13,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Anders Lee,NYI,2,,1,,1,,2,,-3,,0,,0,,2,,0,,2,,0,,0,,0,,0,,0,,0,,2,,0.5
Tanner Glass,NYR,48,,1,,1,,2,,-11,,62,,125,,21,,22,,29,,0.431,,1,,0,,0,,0,,0,,38,,0.026
Anthony Peluso,WPG,5,,0,,2,,2,,1,,14,,7,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
David van der Gulik,LOS,9,,0,,2,,2,,2,,6,,10,,5,,4,,4,,0.5,,0,,0,,0,,0,,0,,10,,0
Jesse Joensuu,EDM,7,,0,,2,,2,,2,,6,,12,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,15,,0
Matt Tennyson,SAN,4,,0,,2,,2,,2,,2,,4,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Tim Wallace,CAR,28,,1,,1,,2,,-9,,17,,69,,4,,9,,21,,0.3,,0,,0,,0,,0,,0,,20,,0.05
Colton Gillies,NYI,27,,1,,1,,2,,1,,17,,61,,10,,0,,2,,0,,0,,0,,0,,0,,0,,17,,0.059
Matt Carkner,NYI,22,,0,,2,,2,,-2,,46,,27,,19,,0,,0,,N/A,,0,,0,,0,,0,,0,,19,,0
Daniel Bang,NAS,8,,0,,2,,2,,-2,,0,,12,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0
Keith Ballard,MIN,36,,0,,2,,2,,-2,,29,,45,,34,,0,,0,,N/A,,0,,0,,0,,0,,0,,35,,0
Ben Eager,EDM,14,,1,,1,,2,,-4,,25,,40,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0.071
Jim Slater,WPG,26,,1,,1,,2,,-3,,19,,41,,12,,145,,122,,0.543,,0,,0,,0,,0,,0,,22,,0.045
Zach Boychuk,CAR,13,,1,,1,,2,,-1,,6,,10,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0.071
Blair Jones,VAN,15,,0,,1,,1,,-6,,10,,22,,9,,58,,51,,0.532,,0,,0,,0,,0,,0,,22,,0
Brett Clark,FLA,8,,0,,1,,1,,-9,,0,,5,,11,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Colton Sceviour,DAL,1,,0,,1,,1,,-1,,0,,1,,1,,1,,2,,0.333,,0,,0,,0,,0,,0,,0,,N/A
Mike Lundin,OTT,11,,0,,1,,1,,-2,,0,,2,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0
Ryan White,PHI,26,,1,,0,,1,,1,,67,,50,,15,,91,,76,,0.545,,0,,0,,0,,0,,0,,16,,0.063
Torey Krug,BOS,1,,0,,1,,1,,-1,,0,,0,,1,,0,,0,,N/A,,0,,1,,0,,0,,0,,0,,N/A
Steve Downie,ARI,2,,0,,1,,1,,1,,6,,5,,1,,1,,0,,1,,0,,0,,0,,0,,0,,2,,0
Nick Bjugstad,FLA,11,,1,,0,,1,,-8,,2,,17,,2,,53,,79,,0.402,,0,,0,,0,,0,,0,,17,,0.059
Filip Forsberg,NAS,5,,0,,1,,1,,-5,,0,,3,,0,,0,,1,,0,,0,,0,,0,,0,,0,,14,,0
Kevin Henderson,NAS,4,,1,,0,,1,,-1,,0,,3,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0.333
Austin Watson,NAS,6,,1,,0,,1,,-2,,0,,2,,2,,19,,25,,0.432,,0,,0,,0,,0,,0,,4,,0.25
Marco Scandella,MIN,6,,1,,0,,1,,-1,,4,,8,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0.143
Joonas Rask,NAS,2,,0,,1,,1,,-1,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Jason Akeson,BUF,1,,1,,0,,1,,2,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0.5
Derek Meech,DAL,16,,0,,1,,1,,0,,2,,24,,12,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Danny DeKeyser,DET,11,,0,,1,,1,,4,,2,,9,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,15,,0
Dmitry Orlov,WAS,5,,0,,1,,1,,5,,0,,2,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Kent Huskins,VAN,19,,0,,1,,1,,-3,,4,,18,,37,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Scott Hannan,SAN,33,,0,,1,,1,,-14,,22,,35,,54,,0,,0,,N/A,,0,,0,,0,,0,,0,,25,,0
Mattias Tedenby,NJD,4,,0,,1,,1,,0,,2,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Harry Zolnierczyk,ANA,7,,0,,1,,1,,0,,36,,7,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Anton Babchuk,CGY,7,,0,,1,,1,,-1,,0,,1,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Ben Hanowski,CGY,5,,1,,0,,1,,0,,0,,8,,0,,0,,2,,0,,0,,0,,0,,0,,0,,4,,0.25
Paul Byron,MON,4,,0,,1,,1,,-2,,2,,3,,1,,7,,10,,0.412,,0,,0,,0,,0,,0,,1,,0
Carlo Colaiacovo,BUF,6,,0,,1,,1,,-4,,2,,12,,10,,0,,0,,N/A,,0,,1,,0,,0,,0,,12,,0
Ben Street,COL,6,,0,,1,,1,,-1,,0,,8,,2,,24,,27,,0.471,,0,,0,,0,,1,,0,,13,,0
Joe Finley,MON,16,,0,,1,,1,,-5,,20,,24,,15,,0,,1,,0,,0,,0,,0,,0,,0,,2,,0
Andreas Nodl,CAR,8,,0,,1,,1,,-1,,2,,13,,3,,1,,2,,0.333,,0,,0,,0,,0,,0,,6,,0
Anton Lander,EDM,11,,0,,1,,1,,-4,,2,,7,,2,,27,,28,,0.491,,0,,0,,0,,1,,0,,11,,0
Greg Rallo,FLA,10,,1,,0,,1,,-5,,2,,20,,1,,1,,2,,0.333,,1,,0,,0,,0,,0,,10,,0.1
Roman Hamrlik,NYR,16,,0,,1,,1,,-4,,8,,8,,14,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Chris Terry,CAR,3,,1,,0,,1,,0,,0,,1,,1,,1,,0,,1,,0,,0,,0,,0,,1,,1,,1
Brandon McMillan,VAN,6,,0,,1,,1,,-1,,2,,4,,1,,12,,14,,0.462,,0,,0,,0,,0,,0,,2,,0
Mikael Samuelsson,DET,4,,0,,1,,1,,-3,,0,,6,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Benn Ferriero,STL,4,,0,,1,,1,,0,,0,,4,,2,,2,,7,,0.222,,0,,0,,0,,0,,0,,4,,0
Jeremy Welsh,STL,5,,0,,1,,1,,1,,0,,6,,0,,15,,5,,0.75,,0,,0,,0,,0,,0,,4,,0
Colby Robak,ANA,16,,0,,1,,1,,-1,,17,,4,,13,,0,,0,,N/A,,0,,0,,0,,0,,0,,15,,0
Ben Smith,SAN,1,,1,,0,,1,,1,,0,,1,,0,,0,,2,,0,,0,,0,,0,,0,,0,,1,,1
Jay Rosehill,PHI,11,,1,,0,,1,,-4,,64,,18,,5,,0,,0,,N/A,,0,,0,,0,,0,,1,,7,,0.143
Luke Adam,NYR,4,,1,,0,,1,,1,,2,,3,,2,,1,,0,,1,,0,,0,,0,,0,,0,,2,,0.5
Ed Jovanovski,FLA,6,,0,,1,,1,,-4,,0,,3,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Brett Carson,CGY,10,,0,,1,,1,,-1,,0,,4,,12,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Matt Anderson,NJD,2,,0,,1,,1,,1,,0,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Derek Smith,ARI,22,,0,,1,,1,,-5,,10,,7,,24,,0,,0,,N/A,,0,,0,,0,,0,,0,,18,,0
Scott Nichol,STL,30,,1,,0,,1,,-2,,25,,27,,13,,132,,86,,0.606,,0,,0,,0,,0,,1,,13,,0.077
Cody Goloubef,COB,11,,1,,0,,1,,-3,,0,,10,,7,,0,,0,,N/A,,0,,0,,0,,0,,1,,14,,0.071
Sheldon Brookbank,ANA,26,,1,,0,,1,,-2,,21,,28,,34,,0,,1,,0,,0,,0,,1,,0,,0,,25,,0.04
Matt Kassian,ARI,15,,1,,0,,1,,0,,47,,38,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0.167
Matt Greene,LOS,5,,0,,1,,1,,-1,,8,,22,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Ian Cole,PIT,15,,0,,1,,1,,-4,,10,,6,,22,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Kris Newbury,WAS,6,,0,,1,,1,,1,,9,,9,,0,,16,,16,,0.5,,0,,0,,0,,0,,0,,4,,0
Tom Kostopoulos,PIT,15,,1,,0,,1,,0,,18,,23,,3,,3,,2,,0.6,,0,,0,,0,,0,,0,,13,,0.077
Jared Cowen,OTT,7,,1,,0,,1,,1,,10,,26,,10,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0.125
Patrick Kaleta,BUF,34,,1,,0,,1,,-4,,67,,86,,34,,5,,6,,0.455,,0,,0,,0,,0,,0,,34,,0.029
Jamie Langenbrunner,STL,4,,0,,1,,1,,1,,0,,4,,0,,0,,4,,0,,0,,0,,0,,0,,0,,5,,0
Brett Connolly,BOS,5,,1,,0,,1,,-3,,0,,2,,1,,4,,1,,0.8,,1,,0,,0,,0,,0,,10,,0.1
Andrew Alberts,VAN,24,,0,,1,,1,,-7,,32,,39,,31,,0,,0,,N/A,,0,,0,,0,,0,,0,,15,,0
Brendan Mikkelson,TOR,4,,0,,1,,1,,1,,6,,3,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Tom Wandell,DAL,18,,1,,0,,1,,0,,4,,15,,9,,46,,65,,0.414,,0,,0,,0,,0,,1,,14,,0.071
David Rundblad,CHI,8,,0,,1,,1,,-5,,0,,7,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0
Eric Selleck,ARI,2,,0,,1,,1,,2,,17,,5,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Sean Collins,WAS,5,,0,,0,,0,,-2,,6,,3,,5,,1,,4,,0.2,,0,,0,,0,,0,,0,,0,,N/A
Mark Arcobello,TOR,1,,0,,0,,0,,0,,0,,0,,2,,3,,7,,0.3,,0,,0,,0,,0,,0,,0,,N/A
Brian Lee,NAS,22,,0,,0,,0,,-13,,16,,49,,28,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0
Drew LeBlanc,CHI,2,,0,,0,,0,,-3,,0,,0,,0,,9,,9,,0.5,,0,,0,,0,,0,,0,,3,,0
Cameron Schilling,CHI,1,,0,,0,,0,,-1,,0,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Greg Pateryn,MON,3,,0,,0,,0,,0,,0,,2,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Chad Ruhwedel,BUF,7,,0,,0,,0,,0,,0,,7,,8,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Andy Miele,DET,1,,0,,0,,0,,1,,0,,2,,0,,2,,1,,0.667,,0,,0,,0,,0,,0,,0,,N/A
Chris Brown,WAS,5,,0,,0,,0,,0,,2,,6,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Mark Scheifele,WPG,4,,0,,0,,0,,0,,0,,4,,0,,10,,4,,0.714,,0,,0,,0,,0,,0,,6,,0
Scott Laughton,PHI,5,,0,,0,,0,,0,,0,,10,,1,,19,,24,,0.442,,0,,0,,0,,0,,0,,10,,0
Jay Pandolfo,BOS,18,,0,,0,,0,,-2,,2,,25,,8,,2,,3,,0.4,,0,,0,,0,,0,,0,,11,,0
Hal Gill,PHI,32,,0,,0,,0,,-3,,12,,28,,38,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Andrew Murray,STL,1,,0,,0,,0,,0,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Ryan Murphy,CAR,4,,0,,0,,0,,-4,,2,,2,,9,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Nicklas Jensen,VAN,2,,0,,0,,0,,-1,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Matt Pelech,SAN,2,,0,,0,,0,,0,,7,,6,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Rickard Rakell,ANA,4,,0,,0,,0,,-2,,0,,4,,0,,10,,11,,0.476,,0,,0,,0,,0,,0,,3,,0
Dmitrij Jaskin,STL,2,,0,,0,,0,,-1,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Jonathan Marchessault,TAM,2,,0,,0,,0,,-1,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Mattias Ekholm,NAS,1,,0,,0,,0,,-1,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Zenon Konopka,BUF,37,,0,,0,,0,,-4,,117,,23,,9,,162,,105,,0.607,,0,,0,,0,,0,,0,,18,,0
Frank Corrado,TOR,3,,0,,0,,0,,-1,,0,,8,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Manny Malhotra,MON,9,,0,,0,,0,,-3,,0,,8,,4,,64,,34,,0.653,,0,,0,,0,,0,,0,,2,,0
Francis Wathier,TOR,1,,0,,0,,0,,0,,0,,5,,0,,0,,2,,0,,0,,0,,0,,0,,0,,0,,N/A
Matt Konan,PHI,2,,0,,0,,0,,0,,0,,5,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Mike Blunden,TAM,5,,0,,0,,0,,-1,,4,,2,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Harri Pesonen,NJD,4,,0,,0,,0,,-1,,2,,4,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Andrej Sustr,TAM,2,,0,,0,,0,,1,,0,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
David Savard,COB,4,,0,,0,,0,,-3,,0,,4,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Scott Timmins,NJD,5,,0,,0,,0,,-2,,4,,6,,5,,15,,16,,0.484,,0,,0,,0,,0,,0,,6,,0
Toby Petersen,DAL,1,,0,,0,,0,,0,,0,,1,,0,,1,,1,,0.5,,0,,0,,0,,0,,0,,0,,N/A
Alexander Urbom,NJD,1,,0,,0,,0,,-1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Marc-Andre Gragnani,NJD,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Brandon Segal,WAS,1,,0,,0,,0,,0,,2,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Nolan Yonkman,CGY,7,,0,,0,,0,,-1,,11,,12,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Darcy Hordichuk,EDM,4,,0,,0,,0,,-1,,2,,6,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Krys Barch,ARI,22,,0,,0,,0,,1,,44,,25,,3,,1,,1,,0.5,,0,,0,,0,,0,,0,,4,,0
Patrice Cormier,WPG,10,,0,,0,,0,,-3,,7,,15,,2,,1,,5,,0.167,,0,,0,,0,,0,,0,,4,,0
Mathieu Roy,TAM,1,,0,,0,,0,,-1,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Nate Prosser,MIN,17,,0,,0,,0,,4,,4,,17,,22,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Brett Sutter,MIN,3,,0,,0,,0,,-1,,4,,7,,0,,8,,6,,0.571,,0,,0,,0,,0,,0,,2,,0
Theo Peckham,CHI,4,,0,,0,,0,,-1,,6,,14,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Ryan Stanton,WAS,1,,0,,0,,0,,1,,2,,1,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Eric Wellwood,PHI,4,,0,,0,,0,,0,,0,,2,,1,,0,,6,,0,,0,,0,,0,,0,,0,,2,,0
Mike Hoffman,OTT,3,,0,,0,,0,,-1,,2,,8,,2,,2,,0,,1,,0,,0,,0,,0,,0,,6,,0
Andreas Lilja,PHI,4,,0,,0,,0,,-1,,0,,12,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Nick Drazenovic,PIT,8,,0,,0,,0,,-2,,4,,8,,1,,29,,25,,0.537,,0,,0,,0,,0,,0,,5,,0
Jody Shelley,PHI,1,,0,,0,,0,,0,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Cody McCormick,BUF,8,,0,,0,,0,,-2,,10,,17,,5,,12,,13,,0.48,,0,,0,,0,,0,,0,,6,,0
Akim Aliu,CGY,5,,0,,0,,0,,-2,,14,,5,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Nick Holden,COL,2,,0,,0,,0,,1,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Shawn Lalonde,CHI,1,,0,,0,,0,,1,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Darroll Powe,PHI,42,,0,,0,,0,,-1,,27,,82,,22,,56,,48,,0.538,,0,,0,,0,,0,,0,,23,,0
Michael Caruso,FLA,2,,0,,0,,0,,-1,,0,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Joe Colborne,CGY,5,,0,,0,,0,,-1,,2,,11,,0,,15,,14,,0.517,,0,,0,,0,,0,,0,,4,,0
Stu Bickel,STL,16,,0,,0,,0,,-2,,49,,13,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Alexandre Bolduc,ARI,14,,0,,0,,0,,-4,,2,,21,,3,,7,,14,,0.333,,0,,0,,0,,0,,0,,17,,0
J.T. Wyman,VAN,1,,0,,0,,0,,-1,,0,,0,,0,,7,,4,,0.636,,0,,0,,0,,0,,0,,0,,N/A
Micheal Haley,SAN,9,,0,,0,,0,,-1,,12,,21,,5,,2,,1,,0.667,,0,,0,,0,,0,,0,,4,,0
Matt Ellis,BUF,6,,0,,0,,0,,0,,0,,0,,3,,15,,21,,0.417,,0,,0,,0,,0,,0,,8,,0
Jake Dowell,CHI,2,,0,,0,,0,,0,,0,,2,,0,,2,,1,,0.667,,0,,0,,0,,0,,0,,3,,0
Nick Petrecki,BUF,1,,0,,0,,0,,0,,0,,1,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Matt Gilroy,FLA,15,,0,,0,,0,,-3,,6,,6,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0
Mike Komisarek,NJD,4,,0,,0,,0,,2,,2,,11,,6,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Dylan Reese,ARI,3,,0,,0,,0,,0,,0,,0,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
