"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm","iHSC","HSCF%Rel","HSCF%","HSCF%off","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%Rel","SCF%","SCF%off","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","iSC","CF%Rel","CF%off","C+/-","CF","CA","CF60","CA60","CP60","OCOn%","BK","AB","iCF","FF%Rel","FF%","FF%off","F+/-","FF","FA","FF60","FA60","FP60","OFOn%","MS","iFF","SF%Rel","SF%","SF%off","S+/-","SF60","SA60","SF","SA","iSF","OCAOn%","OFAOn%","GF%Rel","GF%off","GF60","GA60","GF","GA","G+/-","GF%","PFenSh%","OSh%","OFenSh%","OSv%","OFenSv%","FO%^","FO_W","FO_L","ZSO%","ZSO","ZSN","ZSD","HIT","HIT-","A1","A2","SH","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%","TOIT%","TOIC%","CorT%","CorC%","tCF60","tCA60","cCF60","cCA60"
"etemxem9220132014","Emerson.Etem","LR","ANA",33,20132014,21,"0.900","0.870",7,4,11,1,0.57,1.58,0,48.56,100.23,13.46,5.39,12.67,27,0.33,51.79,51.46,6,87,81,12.48,11.62,24.1,3.75,54.13,50.38,29,190,161,27.26,23.1,50.35,55,-1.32,49.88,-22,372,394,53.36,56.52,109.88,53.76,22,14,99,-0.03,50.78,50.81,9,292,283,41.89,40.6,82.48,68.49,25,77,-3.07,49.26,52.34,-6,28.69,29.55,200,206,52,47.72,27.21,-6.08,56.08,2.3,2.3,16,16,0,50,9.09,8,5.48,92.23,94.35,38.1,0,1,55.65,133,141,106,54,59,2,2,45,8,8,3,3,0,418.27,1596.79,20.76,17.06,17.07,48.77,50.12,53.08,55.76,54.83,54.58
"falkxju8820132014","Justin.Falk","D","NYR",21,20132014,24,"0.975","0.975",0,2,2,0,0.48,0.48,-4,43.35,97.17,0,3.11,11.87,0,-15.92,35.62,51.53,-21,26,47,6.26,11.31,17.57,-13.89,39.79,53.68,-39,76,115,18.29,27.68,45.97,6,-12.16,55.51,-58,189,247,45.49,59.45,104.93,49.74,9,28,24,-13.28,42.23,55.51,-46,125,171,30.08,41.16,71.24,75.2,5,15,-12.8,42.53,55.33,-33,22.62,30.57,94,127,10,48.58,25.73,-16.42,47.19,0.96,2.17,4,9,-5,30.77,0,4.26,3.2,92.91,94.74,40,0,0,57.89,88,64,64,39,34,0,2,10,9,0,5,1,-0.96,249.3,1026.5,19.54,16,16.69,50.08,49.71,56.39,56.21,52.1,52.7
"fastxje9120132014","Jesper.Fast","RL","NYR",14,20132014,21,"0.900","0.805",0,1,1,0,0.39,0.39,2,52.07,89.62,0,-3.02,11.06,5,2.05,55.56,53.51,5,25,20,9.69,7.75,17.44,-4.33,51.49,55.81,3,52,49,20.15,18.99,39.14,9,-3.7,55.76,10,126,116,48.83,44.96,93.79,55.56,4,7,17,-4.28,51.38,55.66,5,93,88,36.04,34.1,70.15,75.27,6,13,-5.58,50.72,56.3,2,27.13,26.35,70,68,7,41.38,22.73,-25.3,43.48,0.78,3.49,2,9,-7,18.18,0,2.86,2.15,86.76,89.77,40,0,0,52.05,38,45,35,29,19,0,1,7,1,1,1,3,0.78,154.82,689.34,18.34,17.93,17.22,49.9,49.21,56.63,56.85,53.49,55.21
"faulkju9220132014","Justin.Faulk","D","CAR",76,20132014,21,"0.890","0.840",5,27,32,0.17,0.92,1.09,-9,50.85,98.81,3.29,-5.03,23.14,9,-8.94,43.86,52.79,-86,307,393,10.47,13.41,23.88,-3.08,48.35,51.43,-56,822,878,28.05,29.96,58,89,-0.97,51.82,60,1786,1726,60.94,58.89,119.83,50.67,120,102,337,-2.37,48.82,51.19,-63,1300,1363,44.36,46.5,90.86,69.62,65,217,-3.45,48.24,51.69,-66,30.88,33.13,905,971,152,43.74,28.76,-2.85,48.26,3.04,3.65,89,107,-18,45.41,2.3,9.83,6.85,88.98,92.15,40,0,0,50.23,650,610,644,94,103,8,19,147,47,41,15,6,-0.31,1758.53,2850.49,38.15,17.34,17.77,50.02,50.02,57.93,57.89,54.25,54.21
"faynema8720132014","Mark.Fayne","D","N.J",72,20132014,26,"1.400","1.300",4,7,11,0.18,0.32,0.51,-10,50.23,97.02,4.55,-14.76,18.14,6,1.6,56.08,54.48,46,212,166,9.74,7.63,17.36,-2.54,50.95,53.49,19,510,491,23.43,22.56,45.98,45,-3.28,53.51,9,998,989,45.85,45.43,91.28,53.61,68,83,188,-2.44,50.34,52.78,10,748,738,34.36,33.9,68.26,71.52,32,120,-2.39,49.54,51.93,-10,24.58,25.04,535,545,88,44.89,26.15,-12.51,54.1,1.93,2.71,42,59,-17,41.58,3.33,7.85,5.61,89.17,92.01,40,0,0,40.83,325,480,471,77,116,3,4,84,32,12,15,5,-0.46,1306.11,3087.61,29.73,17.05,17.6,54.36,50.06,50.42,42.33,54.82,54.69
"fedunta8820132014","Taylor.Fedun","D","EDM",4,20132014,25,"0.675","0.675",2,0,2,2.53,0,2.53,0,41.67,98.72,33.33,10.65,11.88,2,2.43,55.56,53.12,2,10,8,12.63,10.1,22.73,-8.79,40.91,49.7,-8,18,26,22.73,32.84,55.57,2,-3.18,44.85,-16,40,56,50.52,70.72,121.24,65,2,3,10,-1.77,45.33,47.11,-7,34,41,42.94,51.78,94.72,76.47,2,8,-3.85,46.43,50.28,-4,32.84,37.89,26,30,6,46.43,26.83,2.34,42.11,5.05,6.31,4,5,-1,44.44,25,15.38,11.76,83.33,87.8,40,0,0,52,13,11,12,1,2,0,0,4,1,1,0,0,0,47.51,193.93,19.68,17.54,17.09,46.33,49.88,50.31,58.28,52.75,53
"fehrxer8520132014","Eric.Fehr","C","WSH",73,20132014,28,"1.400","1.500",13,18,31,0.73,1.01,1.75,-1,47.35,100.03,9.42,-4.09,14.6,54,1.34,47.58,46.24,-18,177,195,9.96,10.98,20.94,2.5,49.89,47.39,-2,471,473,26.52,26.63,53.14,141,-0.38,47.73,-106,948,1054,53.37,59.34,112.7,53.8,57,33,235,-0.92,46.55,47.47,-103,695,798,39.13,44.92,84.05,73.38,40,178,0.1,47.05,46.95,-64,28.71,32.31,510,574,138,45.54,28.07,-3.03,50.16,2.31,2.59,41,46,-5,47.13,7.3,8.04,5.9,91.99,94.24,45.74,196,230,47.18,293,368,328,81,75,12,6,125,17,50,14,13,-0.06,1065.81,3408.28,23.82,17.6,17.34,49.09,50.13,54.01,56.01,54.51,54.22
"ferenan7920132014","Andrew.Ference","D","EDM",71,20132014,34,"2.250","3.250",3,15,18,0.12,0.6,0.72,-8,37.87,98.91,3.9,-13.52,21.23,7,-13.36,38.34,51.7,-132,217,349,8.64,13.89,22.53,-11.82,38.87,50.68,-326,569,895,22.64,35.62,58.26,42,-11.23,49.1,-689,1076,1765,42.82,70.24,113.06,52.42,49,108,148,-12.28,36.81,49.09,-563,786,1349,31.28,53.69,84.97,71.76,22,99,-12.71,37.48,50.18,-377,22.45,37.45,564,941,77,46.69,30.24,-10.36,45.11,1.95,3.66,49,92,-43,34.75,3.03,8.69,6.23,90.22,93.18,43.48,2,1,38.17,384,563,622,135,135,4,11,74,55,13,19,11,-0.32,1507.63,2798.93,35.01,17.26,17.53,45.59,50.15,49.68,59.29,54.3,53.98
"ferrala9120132014","Landon.Ferraro","RC","DET",4,20132014,22,"0.675","0.685",0,0,0,0,0,0,-1,26.92,100,0,-1.75,9.55,0,-40,0,40,-6,0,6,0,9.42,9.42,-29.21,21.05,50.26,-11,4,15,6.28,23.55,29.83,1,-21.17,48.1,-24,14,38,21.98,59.66,81.64,64.29,0,2,2,-16.46,32.5,48.96,-14,13,27,20.41,42.39,62.8,69.23,0,2,-19.45,28.12,47.57,-14,14.13,36.11,9,23,2,39.47,14.81,NA,53.85,0,0,0,0,0,NA,0,0,0,100,100,40,0,0,42.86,9,10,12,7,2,0,0,2,2,0,1,0,-1.57,38.22,208.59,15.48,16.05,16.82,49.95,46.01,50.52,50.62,48.93,57.43
"ferribe8720132014","Benn.Ferriero","R","VAN",2,20132014,26,"0.550","0.550",0,0,0,0,0,0,0,15.38,NA,NA,31.37,4.08,0,-39.13,0,39.13,-3,0,3,0,22.09,22.09,-38.89,0,38.89,-6,0,6,0,44.17,44.17,0,-25.87,41.25,-9,2,11,14.72,80.98,95.71,0,0,0,0,-21.8,20,41.8,-6,2,8,14.72,58.9,73.62,0,0,0,-37.1,0,37.1,-6,0,44.17,0,6,0,45.45,25,NA,46.67,0,0,0,0,0,NA,NA,NA,0,100,100,40,0,0,66.67,2,1,1,1,1,0,0,0,0,0,0,0,0,8.15,121.36,6.29,14.14,16.74,46.87,48.63,49.95,56.62,51.22,54.11
"fiddlve8020132014","Vernon.Fiddler","C","DAL",82,20132014,33,"1.800","1.800",7,19,26,0.38,1.04,1.42,4,41.41,97.87,5.79,-24.86,13.35,35,-17.68,36.96,54.64,-108,153,261,8.38,14.3,22.69,-14.73,40.18,54.91,-200,409,609,22.41,33.37,55.79,102,-12.31,53.72,-352,848,1200,46.47,65.76,112.24,53.54,41,59,203,-11.3,42.45,53.76,-224,630,854,34.53,46.8,81.33,72.06,41,162,-9.33,43.86,53.2,-127,24.88,31.84,454,581,121,51.58,31.97,-16.47,54.86,2.08,3.34,38,61,-23,38.38,4.32,8.37,6.03,89.5,92.86,52.7,567,504,32.91,286,385,583,53,130,12,7,114,24,20,9,13,0.22,1094.83,3849.96,22.14,17.18,17.15,50.13,49.81,56.55,56.27,53.88,54.29
"filppva8420132014","Valtteri.Filppula","CL","T.B",79,20132014,29,"4.000","5.000",25,34,59,0.94,1.28,2.23,17,55.18,101.85,18.66,9.73,20.1,60,3.07,53.68,50.62,45,328,283,12.4,10.7,23.09,6.63,55.35,48.72,155,802,647,30.31,24.45,54.76,146,7.65,47.53,290,1544,1254,58.35,47.39,105.75,53.82,41,36,215,6.51,54.7,48.19,200,1163,963,43.95,36.39,80.35,71.45,40,174,6.68,55.03,48.36,152,31.41,25.66,831,679,134,45.85,29.49,12.08,47.52,3.4,2.31,90,61,29,59.6,14.37,10.83,7.74,91.02,93.67,52.05,729,667,57.27,622,469,464,33,109,21,13,109,29,55,10,27,0.64,1587.58,3241.43,32.88,17.96,17.79,50.3,49.83,53.96,53.32,54.44,54.81
"fishemi8020132014","Mike.Fisher","C","NSH",75,20132014,33,"4.200","4.200",20,29,49,0.8,1.16,1.96,-10,49.61,100.1,11.3,3.15,19.95,64,5.26,56.48,51.21,64,279,215,11.19,8.62,19.81,2.99,51.82,48.83,44,628,584,25.18,23.41,48.59,157,1.64,47.97,-21,1332,1353,53.4,54.25,107.65,58.41,54,73,280,3.34,51.88,48.54,75,1035,960,41.5,38.49,79.98,75.17,49,226,3.6,52.75,49.14,81,31.19,27.94,778,697,177,48.48,27.4,6.59,46.39,3.21,2.85,80,71,9,52.98,8.85,10.28,7.73,89.81,92.6,51.8,596,550,50.05,542,421,541,144,82,16,13,157,38,34,17,7,-0.4,1496.53,3062.55,32.83,18.58,18.04,48.99,50.39,52.45,54.62,55.02,54.16
"fistrma8620132014","Mark.Fistric","D","ANA",39,20132014,27,"0.900","0.900",0,5,5,0,0.5,0.5,-13,43.43,103.86,0,-2.74,15.32,2,-7.03,45.87,52.9,-20,111,131,11.14,13.15,24.29,-4.9,44.89,49.78,-54,237,291,23.79,29.21,53.01,10,-5.86,49.29,-143,473,616,47.48,61.84,109.33,50.32,14,56,53,-2.84,46.87,49.71,-49,367,416,36.84,41.76,78.61,64.85,14,39,-3.59,48.18,51.77,-18,23.89,25.7,238,256,25,58.44,38.46,5.81,53.71,2.51,1.71,25,17,8,59.52,0,10.5,6.81,93.36,95.91,40,0,0,46.4,187,191,216,175,62,3,2,25,8,5,17,4,-1.31,597.67,1789.97,25.03,16.12,16.99,49.65,50.26,53.9,54.67,54.33,53.77
"fleisto8420132014","Tomas.Fleischmann","LR","FLA",80,20132014,29,"4.500","4.500",8,20,28,0.35,0.87,1.22,-2,54.64,95.83,4.26,12.34,17.16,55,2.64,49.1,46.45,-8,218,226,9.53,9.88,19.4,4.69,52.9,48.21,65,592,527,25.87,23.03,48.9,177,6.18,48.46,228,1342,1114,58.65,48.69,107.34,53.43,99,11,360,5.36,53.58,48.21,135,1011,876,44.18,38.28,82.47,70.92,73,261,4.25,51.92,47.67,53,31.34,29.02,717,664,188,40.39,24.2,-2.12,42.44,2.19,3.23,50,74,-24,40.32,3.07,6.97,4.95,88.86,91.55,34.21,5,13,57.95,543,408,394,59,82,14,6,180,26,30,11,9,-0.09,1372.88,3492.53,28.22,18.07,17.67,50.41,50.27,52.86,51.99,54.89,54.3
"floreju9020132014","Justin.Florek","L","BOS",10,20132014,23,"0.690","0.690",2,1,3,1.04,0.52,1.56,-1,52.78,101.54,13.33,14.11,11.57,6,0.53,55.56,55.03,4,20,16,10.37,8.3,18.67,2.18,56.47,54.29,11,48,37,24.9,19.19,44.09,13,1.98,50.8,10,95,85,49.27,44.09,93.36,65.26,3,1,22,8.55,58.33,49.78,24,84,60,43.57,31.12,74.69,73.81,4,19,8.48,57.41,48.93,16,32.16,23.86,62,46,15,45.88,23.33,10.12,52.38,2.59,1.56,5,3,2,62.5,10.53,8.06,5.95,93.48,95,38.1,0,1,61.02,36,45,23,13,15,1,0,13,1,4,1,0,-0.52,115.68,520.48,18.18,17.22,17.05,52.38,52.16,55.27,50.25,53.6,49.17
"flynnbr8820132014","Brian.Flynn","C","BUF",79,20132014,25,"0.625","0.637",6,7,13,0.32,0.37,0.69,3,36.02,98.1,5.88,-11.22,14.35,43,-13,33.49,46.49,-137,139,276,7.36,14.61,21.97,-10.75,32.96,43.71,-333,322,655,17.05,34.67,51.72,77,-9.4,45.42,-566,729,1295,38.59,68.55,107.15,58.71,30,55,154,-8.26,36.56,44.82,-413,562,975,29.75,51.61,81.36,76.16,22,124,-7.03,37.78,44.81,-277,22.66,37.32,428,705,102,45.56,27.69,-9.69,40.13,1.11,2.54,21,48,-27,30.43,4.84,4.91,3.74,93.19,95.08,46.94,184,205,36.26,281,338,494,51,64,5,2,96,15,28,7,10,0.16,1133.42,3665.84,23.62,17.26,17.2,45.95,49.91,48.47,57,54.24,54.44
"foligma9120132014","Marcus.Foligno","LC","BUF",74,20132014,22,"0.900","0.827",7,12,19,0.38,0.65,1.04,-5,44.1,97.44,8.86,-0.54,14.87,36,1.19,45.52,44.34,-36,183,219,9.98,11.94,21.92,1.95,43.45,41.49,-121,401,522,21.87,28.46,50.33,70,0.72,43.38,-229,856,1085,46.67,59.16,105.84,53.86,21,43,131,0.51,43.65,43.14,-184,632,816,34.46,44.49,78.95,72.94,31,110,-0.07,43.49,43.56,-138,25.14,32.66,461,599,79,44.79,26.59,-3.76,39.13,1.58,2.89,29,53,-24,35.37,6.36,6.29,4.59,91.15,93.5,47.98,146,155,44.79,301,363,371,206,69,6,6,72,19,36,15,10,-0.27,1100.38,3394.7,24.48,17.86,17.53,45.41,50.25,48.24,57.99,54.69,54.14
"foligni8720132014","Nick.Foligno","RL","CBJ",75,20132014,25,"3.000","3.383",20,21,41,1.02,1.07,2.09,2,53.94,101.14,17.54,9.14,15.68,75,8.71,57.56,48.85,57,217,160,11.07,8.16,19.23,6.94,55.75,48.8,106,514,408,26.22,20.81,47.03,124,5.38,48.56,160,1094,934,55.8,47.64,103.44,54.84,34,43,196,6.14,54.3,48.15,131,828,697,42.23,35.55,77.78,72.46,48,162,6.03,53.14,47.12,71,30.6,26.98,600,529,114,43.36,24.1,6.53,49.66,3.01,2.35,59,46,13,56.19,12.35,9.83,7.13,91.3,93.4,42.42,6,7,55.31,370,364,299,231,119,12,9,94,23,44,20,22,0.1,1176.37,3328.86,26.11,18.04,17.75,48.61,50.31,50.88,53.8,54.71,54.03
"folinch9120132014","Christian.Folin","D","MIN",1,20132014,22,"0.925","0.925",0,1,1,0,3.23,3.23,0,34.78,160,NA,-11.11,18.6,0,33.33,60,26.67,1,3,2,9.68,6.45,16.13,23.6,53.33,29.73,1,8,7,25.81,22.58,48.39,0,6.84,27.94,-7,8,15,25.81,48.39,74.19,62.5,0,0,0,9.2,33.33,24.14,-7,7,14,22.58,45.16,67.74,71.43,0,0,6.16,29.41,23.26,-7,16.13,38.71,5,12,0,20,14.29,66.67,33.33,9.68,0,3,0,3,100,NA,60,42.86,100,100,40,0,0,22.22,2,5,7,1,3,1,0,0,0,0,0,0,0,18.6,41.37,31.02,15.92,17.48,47.12,53.85,45.61,51.17,56.69,48.58
"fontaju8720132014","Justin.Fontaine","R","MIN",75,20132014,25,"0.600","0.600",14,9,23,0.94,0.6,1.54,-6,48.92,102.5,15.22,-6.42,11.95,42,3.55,54.3,50.75,22,139,117,9.3,7.83,17.13,0.04,51.34,51.3,18,345,327,23.09,21.88,44.97,100,-0.52,49.44,-31,704,735,47.11,49.19,96.3,51.42,33,26,160,-1.13,48.89,50.02,-23,506,529,33.86,35.4,69.27,71.54,35,127,-0.39,49.93,50.32,-1,24.23,24.29,362,363,92,50.61,31.38,7.36,50.82,2.14,1.54,32,23,9,58.18,11.02,8.84,6.32,93.66,95.65,45.45,2,0,44.03,225,288,286,13,58,6,3,78,14,29,14,8,-0.4,896.53,3688.18,19.55,18.27,17.39,48.46,50.24,48.53,51.62,54.59,54.07
"forsbfi9420132014","Filip.Forsberg","LR","NSH",13,20132014,19,"0.925","0.894",1,4,5,0.42,1.67,2.09,-1,52.56,96.59,5,23.71,11.02,7,12.31,62.79,50.48,11,27,16,11.31,6.7,18.01,4.59,52.78,48.19,6,57,51,23.87,21.36,45.22,22,9.07,43.49,12,123,111,51.5,46.48,97.98,53.66,9,2,38,5.75,51.4,45.65,5,92,87,38.52,36.43,74.95,71.74,9,29,0.59,47.83,47.23,-6,27.64,30.15,66,72,20,35.14,17.24,-12.94,52.94,2.51,3.77,6,9,-3,40,3.45,9.09,6.52,87.5,89.66,40,0,0,62.5,55,41,33,6,8,1,3,19,6,6,2,1,-0.42,143.29,645.13,18.17,17.64,16.81,47.97,49.77,50.11,54.36,53.33,53.82
"fortuma8320132014","Maxime.Fortunus","D","DAL",1,20132014,30,"0.575","0.575",0,1,1,0,3.29,3.29,0,40.62,120,NA,1.85,18.25,0,1.59,44.44,42.86,-1,4,5,13.15,16.44,29.59,0,42.86,42.86,-2,6,8,19.73,26.3,46.03,0,0.38,40.24,-6,13,19,42.74,62.47,105.21,38.46,1,1,2,2.12,40,37.88,-5,10,15,32.88,49.32,82.19,50,1,1,-9.52,35.71,45.24,-4,16.44,29.59,5,9,0,52.63,40,33.33,66.67,3.29,0,1,0,1,100,0,20,10,100,100,40,0,0,50,3,5,3,0,2,0,1,0,0,0,0,0,0,18.25,41.73,30.43,16.43,16.66,50.86,53.94,57.87,55.92,57.5,49.11
"fowleca9120132014","Cam.Fowler","D","ANA",83,20132014,21,"4.000","4.000",6,34,40,0.18,1.04,1.22,-5,50.27,101.93,5,1.26,23.61,18,1.73,52.49,50.76,37,390,353,11.94,10.81,22.75,0.53,50.64,50.11,22,874,852,26.76,26.09,52.85,80,1.61,48.66,20,1883,1863,57.66,57.05,114.71,53.43,93,134,262,1.75,51.24,49.49,69,1422,1353,43.54,41.43,84.97,70.75,49,169,1.44,52.42,50.98,93,30.8,27.96,1006,913,120,50.99,32.52,3.63,54.08,3.09,2.27,101,74,27,57.71,3.55,10.04,7.1,91.89,94.53,40,0,0,50.54,791,682,774,59,104,13,21,114,46,30,9,4,-0.15,1959.45,3092.2,38.79,16.73,17.83,49.33,50.86,53.73,55.2,55.92,54.03
"fransco8720132014","Cody.Franson","D","TOR",79,20132014,26,"2.000","2.000",5,28,33,0.18,1.03,1.21,-4,48.52,99.68,4.35,9.76,20.65,7,5.54,48.5,42.96,-19,307,326,11.29,11.99,23.29,6.02,48.61,42.6,-44,772,816,28.4,30.02,58.42,60,7.03,41.5,-94,1544,1638,56.8,60.25,117.05,52.78,97,111,271,6.34,47.14,40.8,-137,1131,1268,41.6,46.64,88.25,72.06,59,174,5.05,47.22,42.17,-96,29.98,33.51,815,911,115,44.38,28.15,-1.88,48.26,2.83,3.27,77,89,-12,46.39,2.87,9.45,6.81,90.23,92.98,40,0,0,48.41,608,534,648,282,94,15,13,110,68,50,13,9,-0.15,1631.08,3186.79,33.85,17.49,17.36,44.65,50.04,51.84,64.26,54,53.92
"franzjo7920132014","Johan.Franzen","RL","DET",59,20132014,33,"5.000","3.955",16,27,43,0.93,1.58,2.51,-6,58.31,102.76,9.82,14.16,17.43,61,11.67,56.56,44.89,45,194,149,11.32,8.69,20.01,9.59,57.35,47.76,121,472,351,27.54,20.48,48.02,138,11.09,47.22,294,1032,738,60.22,43.06,103.28,58.62,52,27,277,9.59,57.87,48.28,220,809,589,47.2,34.37,81.57,74.78,62,225,10.1,57.67,47.57,161,35.3,25.91,605,444,163,39.84,24.62,23.55,41.4,3.68,1.98,63,34,29,64.95,7.11,10.41,7.79,92.34,94.23,52.03,120,106,62.2,446,354,271,76,54,23,4,147,30,22,15,9,-0.35,1028.3,2588.42,28.43,18.41,17.81,51.94,49.98,53.72,49.71,54.76,54.8
"fraseco8520132014","Colin.Fraser","C","L.A",33,20132014,28,"0.825","0.825",0,2,2,0,0.39,0.39,3,49.39,96.58,0,-0.55,9.22,11,-7.42,45.56,52.98,-8,41,49,8.09,9.67,17.75,-11.49,44.34,55.84,-25,98,123,19.33,24.26,43.6,21,-8.08,57.47,-6,242,248,47.74,48.92,96.66,49.59,8,20,41,-7.22,49.17,56.39,-6,178,184,35.11,36.3,71.41,67.42,11,33,-5.47,50.42,55.89,2,23.67,23.28,120,118,22,52.42,35.87,-26.72,51.72,0.39,1.18,2,6,-4,25,0,1.67,1.12,94.92,96.74,49.22,87,86,54.55,66,81,55,58,27,2,0,22,7,2,3,6,0.59,304.16,1706.64,15.13,16.53,16.42,53.6,49.54,56.05,48.51,53.69,54.68
"frasema8620132014","Mark.Fraser","D","EDM/TOR",42,20132014,26,"1.275","1.275",1,1,2,0.09,0.09,0.19,-10,37.1,94.59,9.09,-6.21,15.36,1,-9.3,37.64,46.95,-65,99,164,9.21,15.25,24.46,-9.59,36.63,46.22,-173,237,410,22.04,38.13,60.17,8,-8.64,45.75,-324,466,790,43.34,73.47,116.81,52.58,14,95,37,-8.09,37.05,45.14,-237,339,576,31.53,53.57,85.09,72.27,12,23,-6.97,38.46,45.44,-147,22.78,36.46,245,392,11,50.38,31.94,-21.82,45.45,1.21,3.91,13,42,-29,23.64,4.35,5.31,3.83,89.29,92.71,40,0,0,36.81,141,195,242,118,60,1,0,10,33,7,14,4,-0.93,645.17,1915.3,25.2,16.54,17.09,44.1,50.34,48.75,61.8,54.17,53.43
"frasema9020132014","Matt.Fraser","LR","BOS",18,20132014,23,"0.625","0.625",3,1,4,1.04,0.35,1.38,0,55.25,101.73,17.65,24.91,9.65,5,1.79,53.45,51.66,4,31,27,10.7,9.32,20.03,3.08,56,52.92,18,84,66,29,22.79,51.79,19,3.94,51.31,34,179,145,61.81,50.07,111.87,50.84,7,5,32,1.15,53.72,52.56,18,130,112,44.89,38.67,83.56,70,8,25,0.4,51.7,51.3,6,31.42,29.35,91,85,17,41.38,24.11,5.42,51.72,2.76,2.07,8,6,2,57.14,12,8.79,6.15,92.94,94.64,40.91,1,1,70,77,60,33,14,22,1,0,14,2,1,1,1,0,173.77,905.42,16.1,16.81,16.9,51.84,48.05,55.24,51.31,52.77,57.07
"frattma8820132014","Matt.Frattin","RL","CBJ/L.A",44,20132014,25,"0.950","0.925",2,5,7,0.23,0.57,0.79,9,56.14,98.35,3.28,7,12.06,31,5.17,58.33,53.17,28,98,70,11.09,7.92,19,-0.17,56.48,56.65,53,231,178,26.13,20.13,46.26,64,-0.75,56.88,110,503,393,56.9,44.45,101.35,49.7,20,11,108,-2.21,54.32,56.53,58,365,307,41.29,34.73,76.01,68.49,27,88,-2.67,53.3,55.98,31,28.28,24.77,250,219,61,44.27,28.66,-5.26,51.69,1.47,1.7,13,15,-2,46.43,2.27,5.2,3.56,93.15,95.11,41.67,2,2,61.51,187,155,117,85,75,4,1,59,11,6,3,12,1.02,530.44,2157.88,19.73,17.23,16.99,53.12,50.18,56.16,49.56,53.64,53.27
"frolimi8820132014","Michael.Frolik","R","WPG",81,20132014,25,"1.900","2.333",15,27,42,0.67,1.21,1.88,6,52.08,99.55,7.94,0.09,16.55,71,-0.73,49.02,49.75,-10,250,260,11.19,11.64,22.83,1.77,51.07,49.3,26,620,594,27.75,26.59,54.34,180,2.54,49.54,108,1354,1246,60.61,55.77,116.38,51.26,85,51,344,1.89,51.93,50.04,74,997,923,44.63,41.31,85.94,69.61,70,259,0.07,50.44,50.37,12,31.06,30.53,694,682,189,45.26,26.11,0.31,48.9,2.78,2.86,62,64,-2,49.21,5.79,8.93,6.22,90.62,93.07,57.95,43,25,50.71,391,488,380,41,134,16,11,174,24,53,6,12,0.27,1340.46,3603.04,27.12,18.37,17.67,49.92,50.23,56.56,56.74,54.61,54.11
"gaborma8220132014","Marian.Gaborik","LR","CBJ/L.A",67,20132014,31,"7.500","7.500",25,27,52,1.3,1.4,2.69,3,60.22,103.01,13.81,18.02,17.28,91,14.41,63.36,48.95,124,294,170,15.23,8.81,24.04,12.21,60.88,48.67,237,663,426,34.35,22.07,56.42,199,10.39,49.83,442,1302,860,67.46,44.56,112.01,53.07,53,18,302,10.09,59.84,49.75,321,976,655,50.57,33.94,84.5,70.8,68,249,9.26,59.42,50.15,219,35.8,24.45,691,472,181,45.12,27.94,18.12,48.85,3.89,1.92,75,37,38,66.96,10.04,10.85,7.68,92.16,94.35,36.36,0,2,65.04,545,387,293,30,74,15,12,156,33,20,8,11,0.16,1158.09,3002.32,27.84,18.41,17.91,54.37,50.19,58.87,49.41,55.33,54.91
"gagnesa8920132014","Sam.Gagner","C","EDM",67,20132014,24,"4.400","4.800",10,27,37,0.49,1.33,1.82,-8,49.89,96.82,6.99,23.75,18.23,63,3.9,48.22,44.31,-17,230,247,11.3,12.13,23.43,7.34,50.63,43.28,15,607,592,29.81,29.08,58.89,135,7.82,42.07,-5,1152,1157,56.58,56.83,113.41,54.25,50,34,252,8.58,50.03,41.45,1,873,872,42.88,42.83,85.71,71.59,59,202,8.36,50.61,42.25,15,30.7,29.96,625,610,143,47.28,30.05,1.27,41.91,2.8,3.68,57,75,-18,43.18,4.95,9.12,6.53,87.7,91.4,46.69,451,512,62.66,485,353,289,33,71,16,11,133,47,28,13,5,-0.39,1221.58,2833.89,30.12,18.38,17.61,45.63,49.98,49.99,59.56,54.23,54.27
"galchal9420132014","Alex.Galchenyuk","LC","MTL",70,20132014,19,"0.925","0.925",15,19,34,0.89,1.13,2.01,3,52.69,99.51,12.71,13.5,14.47,76,7.9,57.31,49.42,61,239,178,14.16,10.54,24.7,6.02,51.57,45.55,29,475,446,28.14,26.42,54.55,119,7.25,45.43,107,1049,942,62.14,55.8,117.93,51.76,48,27,203,6.59,53.59,47,103,769,666,45.55,39.45,85,70.61,37,155,5.7,52.51,46.81,52,32.16,29.08,543,491,118,47.88,26.28,-1.11,52.22,2.72,2.61,46,44,2,51.11,9.68,8.47,5.98,91.04,93.39,37.14,5,10,56.84,378,345,287,52,76,13,6,103,26,30,10,13,0.18,1012.94,3247.36,23.78,18.54,17.51,49.6,50.05,57.25,58.17,54.23,54.13
