Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Brenden Dillon,SAN,80,,6,,11,,17,,9,,86,,168,,149,,0,,0,,N/A,,0,,0,,2,,0,,1,,97,,0.062
Sami Salo,TAM,71,,4,,13,,17,,11,,18,,57,,66,,0,,0,,N/A,,0,,6,,0,,0,,0,,81,,0.049
Tyler Kennedy,NJD,67,,4,,13,,17,,-10,,34,,54,,11,,57,,79,,0.419,,0,,1,,0,,0,,1,,143,,0.028
David Jones,CGY,48,,9,,8,,17,,1,,10,,102,,31,,38,,35,,0.521,,2,,0,,0,,0,,1,,104,,0.087
Christopher Tanev,VAN,64,,6,,11,,17,,12,,8,,25,,136,,0,,0,,N/A,,0,,0,,1,,0,,2,,65,,0.092
Jamie McBain,LOS,69,,6,,11,,17,,-13,,14,,34,,113,,0,,0,,N/A,,2,,3,,0,,1,,0,,98,,0.061
Marco Scandella,MIN,76,,3,,14,,17,,10,,20,,70,,102,,0,,0,,N/A,,0,,0,,0,,0,,1,,80,,0.038
Alexei Emelin,MON,59,,3,,14,,17,,-1,,59,,189,,127,,0,,0,,N/A,,1,,2,,0,,0,,0,,58,,0.052
Derek Morris,ARI,63,,5,,12,,17,,-2,,41,,99,,104,,0,,0,,N/A,,0,,1,,0,,0,,0,,82,,0.061
Braydon Coburn,TAM,82,,5,,12,,17,,-6,,63,,109,,115,,0,,0,,N/A,,0,,0,,1,,0,,2,,122,,0.041
Carl Gunnarsson,STL,80,,3,,14,,17,,12,,34,,166,,176,,0,,0,,N/A,,0,,1,,0,,0,,1,,48,,0.063
Todd Bertuzzi,OTT,59,,9,,7,,16,,-17,,40,,72,,14,,9,,9,,0.5,,6,,1,,0,,0,,0,,100,,0.09
Calvin de Haan,NYI,51,,3,,13,,16,,-7,,30,,114,,104,,0,,0,,N/A,,1,,2,,0,,0,,1,,71,,0.042
Matt Donovan,BUF,52,,2,,14,,16,,-9,,26,,68,,72,,0,,0,,N/A,,1,,5,,0,,0,,0,,86,,0.023
Blake Comeau,COL,61,,5,,11,,16,,-2,,36,,197,,16,,10,,7,,0.588,,0,,0,,0,,0,,0,,107,,0.047
Johnny Oduya,DAL,77,,3,,13,,16,,11,,38,,49,,114,,1,,0,,1,,0,,0,,0,,1,,1,,83,,0.036
Nate Thompson,ANA,81,,9,,7,,16,,3,,27,,114,,45,,496,,478,,0.509,,0,,0,,2,,0,,1,,105,,0.086
Casey Cizikas,NYI,80,,6,,10,,16,,-12,,30,,128,,48,,489,,522,,0.484,,1,,1,,0,,2,,1,,79,,0.076
Chris Butler,STL,82,,2,,14,,16,,-23,,39,,68,,211,,0,,0,,N/A,,0,,0,,0,,1,,1,,83,,0.024
Michal Handzus,CHI,59,,4,,12,,16,,0,,16,,35,,55,,329,,335,,0.495,,0,,0,,1,,1,,2,,50,,0.08
Michael Del Zotto,PHI,67,,3,,13,,16,,-9,,18,,78,,75,,0,,1,,0,,1,,4,,0,,0,,0,,90,,0.033
Erik Condra,TAM,76,,6,,10,,16,,0,,30,,28,,44,,1,,14,,0.067,,0,,0,,1,,1,,0,,85,,0.071
Ryan Stanton,WAS,64,,1,,15,,16,,5,,32,,97,,81,,1,,0,,1,,0,,0,,0,,0,,0,,65,,0.015
Rene Bourque,COB,63,,9,,7,,16,,-1,,32,,90,,15,,4,,4,,0.5,,3,,1,,0,,0,,2,,118,,0.076
Dale Weise,MON,61,,6,,10,,16,,3,,59,,103,,26,,0,,4,,0,,1,,0,,0,,0,,1,,41,,0.146
Drew Miller,DET,82,,7,,8,,15,,-11,,21,,122,,63,,9,,14,,0.391,,0,,0,,0,,0,,1,,117,,0.06
Chris Phillips,OTT,70,,1,,14,,15,,-12,,30,,140,,95,,0,,0,,N/A,,1,,7,,0,,0,,0,,90,,0.011
Erik Haula,MIN,46,,6,,9,,15,,14,,29,,23,,17,,161,,187,,0.463,,0,,0,,1,,0,,1,,56,,0.107
John Moore,NJD,74,,4,,11,,15,,7,,25,,59,,57,,0,,0,,N/A,,0,,2,,0,,0,,2,,115,,0.035
Ron Hainsey,CAR,82,,4,,11,,15,,-9,,45,,96,,124,,0,,0,,N/A,,0,,0,,0,,1,,1,,72,,0.056
Maxim Lapierre,PIT,71,,9,,6,,15,,-3,,78,,87,,18,,301,,292,,0.508,,0,,0,,0,,0,,1,,78,,0.115
Brooks Laich,WAS,51,,8,,7,,15,,-7,,16,,62,,35,,203,,257,,0.441,,1,,2,,1,,1,,1,,75,,0.107
Raphael Diaz,NYR,63,,2,,13,,15,,-2,,16,,36,,127,,0,,1,,0,,0,,4,,0,,1,,0,,68,,0.029
Ville Leino,BOS,58,,0,,15,,15,,-16,,10,,26,,25,,125,,162,,0.436,,0,,6,,0,,0,,0,,38,,0
Bryan Bickell,CHI,59,,11,,4,,15,,-6,,28,,105,,10,,1,,1,,0.5,,0,,0,,0,,0,,2,,93,,0.118
David Savard,COB,70,,5,,10,,15,,2,,28,,149,,81,,1,,0,,1,,1,,3,,0,,0,,1,,63,,0.079
Jared Cowen,OTT,68,,6,,9,,15,,0,,45,,214,,99,,0,,0,,N/A,,0,,1,,0,,0,,2,,68,,0.088
Alexandre Burrows,VAN,49,,5,,10,,15,,-9,,71,,84,,33,,23,,32,,0.418,,2,,4,,0,,1,,0,,104,,0.048
Barret Jackman,NAS,79,,3,,12,,15,,11,,97,,96,,130,,0,,1,,0,,0,,0,,0,,0,,1,,83,,0.036
Ryan Malone,NYR,57,,5,,10,,15,,-7,,67,,75,,26,,2,,5,,0.286,,0,,3,,0,,0,,0,,95,,0.053
Jay Harrison,WPG,68,,4,,11,,15,,-1,,44,,141,,82,,0,,0,,N/A,,1,,5,,0,,0,,1,,103,,0.039
Tomas Jurco,DET,36,,8,,7,,15,,0,,14,,67,,9,,0,,0,,N/A,,2,,1,,0,,0,,0,,77,,0.104
Paul Martin,SAN,39,,3,,12,,15,,-4,,10,,30,,74,,0,,0,,N/A,,1,,8,,0,,0,,2,,54,,0.056
Nikita Nikitin,EDM,66,,2,,13,,15,,9,,20,,84,,72,,0,,0,,N/A,,0,,0,,0,,0,,1,,95,,0.021
Lance Bouma,CGY,78,,5,,10,,15,,-4,,41,,181,,87,,22,,63,,0.259,,0,,0,,1,,0,,0,,82,,0.061
Anders Lee,NYI,22,,9,,5,,14,,3,,14,,48,,2,,1,,5,,0.167,,2,,0,,0,,0,,0,,68,,0.132
Marc Staal,NYR,72,,3,,11,,14,,-1,,24,,83,,84,,1,,0,,1,,1,,0,,0,,1,,0,,92,,0.033
Michael Bournival,MON,60,,7,,7,,14,,-6,,18,,67,,42,,28,,33,,0.459,,1,,2,,0,,0,,1,,78,,0.09
Matt Martin,NYI,79,,8,,6,,14,,-11,,90,,359,,42,,3,,6,,0.333,,0,,0,,0,,0,,3,,120,,0.067
Nicklas Grossmann,ARI,78,,1,,13,,14,,-6,,55,,189,,174,,0,,0,,N/A,,0,,0,,0,,1,,0,,71,,0.014
Paul Ranger,TOR,53,,6,,8,,14,,-1,,36,,115,,72,,0,,0,,N/A,,0,,0,,1,,0,,0,,59,,0.102
Brandon Bollig,CGY,82,,7,,7,,14,,-1,,92,,203,,22,,1,,0,,1,,0,,0,,0,,0,,1,,109,,0.064
Joe Vitale,ARI,53,,1,,13,,14,,-1,,29,,89,,22,,200,,120,,0.625,,0,,1,,0,,0,,1,,42,,0.024
Robyn Regehr,LOS,79,,3,,11,,14,,6,,46,,211,,96,,0,,0,,N/A,,0,,0,,0,,0,,1,,73,,0.041
Chris Neil,OTT,76,,8,,6,,14,,-10,,211,,253,,18,,1,,2,,0.333,,0,,1,,0,,0,,0,,99,,0.081
Josh Gorges,BUF,66,,1,,13,,14,,6,,12,,97,,177,,0,,1,,0,,0,,1,,0,,1,,0,,35,,0.029
Brooks Orpik,WAS,72,,2,,11,,13,,-3,,46,,221,,143,,0,,0,,N/A,,0,,0,,0,,0,,0,,50,,0.04
Mark Stuart,WPG,69,,2,,11,,13,,11,,101,,229,,160,,0,,0,,N/A,,0,,0,,0,,0,,0,,73,,0.027
Manny Malhotra,MON,69,,7,,6,,13,,0,,18,,82,,56,,566,,386,,0.595,,0,,0,,0,,1,,1,,53,,0.132
Cody McLeod,COL,71,,5,,8,,13,,2,,122,,148,,33,,2,,8,,0.2,,0,,0,,1,,0,,0,,76,,0.066
Brandon Prust,VAN,52,,6,,7,,13,,-1,,121,,92,,35,,65,,60,,0.52,,0,,1,,0,,1,,3,,49,,0.122
Richard Panik,TOR,50,,3,,10,,13,,-9,,21,,70,,16,,3,,5,,0.375,,0,,4,,0,,0,,0,,56,,0.054
Brian Flynn,MON,79,,6,,7,,13,,-10,,14,,51,,55,,184,,205,,0.473,,0,,0,,1,,0,,0,,102,,0.059
Anton Stralman,TAM,81,,1,,12,,13,,9,,26,,75,,64,,0,,0,,N/A,,0,,0,,0,,0,,0,,104,,0.01
Kyle Quincey,DET,82,,4,,9,,13,,-5,,88,,88,,109,,0,,0,,N/A,,0,,0,,0,,0,,1,,106,,0.038
Roman Polak,TOR,72,,4,,9,,13,,3,,71,,151,,131,,0,,0,,N/A,,0,,0,,0,,0,,0,,83,,0.048
Mike Weaver,MON,72,,1,,12,,13,,0,,31,,121,,128,,1,,0,,1,,0,,0,,0,,0,,0,,53,,0.019
Tanner Glass,NYR,67,,4,,9,,13,,-8,,90,,247,,57,,9,,10,,0.474,,0,,0,,0,,0,,0,,56,,0.071
Deryk Engelland,CGY,56,,6,,6,,12,,-6,,58,,117,,52,,0,,0,,N/A,,0,,1,,0,,0,,1,,59,,0.102
Grant Clitsome,WPG,32,,2,,10,,12,,-5,,18,,51,,42,,0,,0,,N/A,,0,,2,,0,,0,,0,,42,,0.048
Drayson Bowman,MON,70,,4,,8,,12,,-2,,16,,45,,18,,6,,4,,0.6,,0,,0,,0,,0,,0,,80,,0.05
Matt D'Agostini,BUF,57,,5,,7,,12,,-15,,26,,55,,40,,5,,10,,0.333,,2,,0,,0,,0,,2,,110,,0.045
Philip Larsen,EDM,30,,3,,9,,12,,-4,,8,,44,,31,,0,,0,,N/A,,1,,4,,0,,1,,0,,47,,0.064
Ryan Murphy,CAR,48,,2,,10,,12,,-9,,10,,22,,58,,0,,0,,N/A,,1,,2,,0,,0,,0,,81,,0.025
Colton Sceviour,DAL,26,,8,,4,,12,,-3,,4,,19,,16,,17,,26,,0.395,,2,,0,,0,,0,,2,,69,,0.116
Dylan Olsen,FLA,44,,3,,9,,12,,-3,,8,,116,,55,,0,,0,,N/A,,0,,1,,0,,0,,0,,60,,0.05
Scott Gomez,STL,46,,2,,10,,12,,-11,,24,,16,,16,,239,,276,,0.464,,0,,2,,0,,0,,0,,56,,0.036
Willie Mitchell,FLA,76,,1,,11,,12,,14,,58,,102,,128,,0,,0,,N/A,,0,,2,,0,,0,,0,,73,,0.014
Travis Moen,DAL,65,,2,,10,,12,,2,,49,,92,,54,,7,,1,,0.875,,0,,0,,0,,1,,0,,56,,0.036
Tomas Kopecky,CHI,49,,4,,8,,12,,0,,18,,31,,19,,8,,21,,0.276,,0,,0,,1,,0,,0,,95,,0.042
Jeff Halpern,ARI,69,,5,,7,,12,,-8,,24,,65,,33,,296,,266,,0.527,,0,,0,,0,,0,,1,,45,,0.111
Steve Bernier,NYI,78,,3,,9,,12,,-15,,33,,118,,23,,6,,12,,0.333,,0,,1,,0,,0,,1,,104,,0.029
Dave Bolland,FLA,23,,8,,4,,12,,-1,,24,,38,,13,,152,,185,,0.451,,1,,1,,1,,0,,2,,33,,0.242
Luke Schenn,PHI,79,,4,,8,,12,,0,,58,,260,,113,,0,,0,,N/A,,0,,0,,0,,1,,0,,78,,0.051
Scott Hannan,SAN,56,,3,,9,,12,,1,,55,,29,,73,,0,,0,,N/A,,0,,0,,0,,1,,0,,52,,0.058
Magnus Paajarvi,STL,55,,6,,6,,12,,-6,,6,,26,,24,,2,,4,,0.333,,0,,0,,0,,0,,1,,60,,0.1
Sven Baertschi,VAN,26,,2,,9,,11,,-4,,6,,22,,19,,0,,0,,N/A,,1,,3,,0,,0,,0,,30,,0.067
Emerson Etem,NYR,29,,7,,4,,11,,3,,4,,50,,13,,0,,1,,0,,1,,0,,1,,0,,2,,44,,0.159
Jonathan Ericsson,DET,48,,1,,10,,11,,2,,34,,91,,46,,0,,0,,N/A,,0,,0,,0,,1,,0,,66,,0.015
Trevor Lewis,LOS,73,,6,,5,,11,,-1,,6,,145,,36,,127,,135,,0.485,,0,,0,,1,,0,,2,,111,,0.054
Lubomir Visnovsky,CHI,24,,3,,8,,11,,-1,,10,,14,,26,,0,,0,,N/A,,2,,5,,0,,0,,1,,34,,0.088
Patrick Bordeleau,COL,82,,6,,5,,11,,-1,,115,,178,,14,,1,,2,,0.333,,0,,0,,0,,0,,1,,37,,0.162
Craig Adams,PIT,82,,5,,6,,11,,-16,,46,,190,,59,,61,,78,,0.439,,0,,0,,0,,0,,0,,73,,0.068
Stephen Gionta,NJD,66,,4,,7,,11,,-8,,18,,113,,25,,238,,343,,0.41,,0,,0,,1,,0,,1,,89,,0.045
Mark Fayne,EDM,72,,4,,7,,11,,-5,,30,,77,,83,,0,,0,,N/A,,0,,0,,1,,0,,0,,88,,0.045
Zach Bogosian,BUF,55,,3,,8,,11,,3,,48,,94,,75,,0,,0,,N/A,,0,,1,,0,,0,,0,,134,,0.022
Ian Cole,PIT,46,,3,,8,,11,,15,,31,,24,,68,,0,,0,,N/A,,0,,2,,0,,0,,0,,45,,0.067
Jon Merrill,NJD,52,,2,,9,,11,,-3,,12,,27,,41,,0,,0,,N/A,,0,,2,,0,,0,,2,,45,,0.044
Chris Thorburn,WPG,55,,2,,9,,11,,0,,65,,108,,34,,20,,13,,0.606,,0,,0,,0,,0,,1,,26,,0.077
Peter Regin,CHI,61,,4,,7,,11,,-5,,20,,43,,19,,176,,220,,0.444,,0,,1,,0,,2,,0,,69,,0.058
Jeremy Morin,CHI,24,,5,,6,,11,,5,,32,,20,,2,,4,,2,,0.667,,0,,0,,0,,0,,0,,46,,0.109
Brad Stuart,COL,61,,3,,8,,11,,4,,35,,122,,114,,0,,0,,N/A,,0,,0,,0,,0,,3,,64,,0.047
David Clarkson,COB,60,,5,,6,,11,,-14,,93,,159,,35,,8,,13,,0.381,,1,,1,,0,,0,,1,,102,,0.049
Dmitry Orlov,WAS,54,,3,,8,,11,,-1,,19,,75,,62,,0,,0,,N/A,,0,,1,,0,,0,,0,,59,,0.051
Peter Holland,TOR,43,,6,,5,,11,,0,,18,,46,,22,,182,,213,,0.461,,1,,0,,0,,0,,0,,43,,0.14
Eric Gryba,EDM,57,,2,,9,,11,,9,,64,,161,,60,,0,,0,,N/A,,0,,0,,0,,1,,0,,57,,0.035
Ryan Spooner,BOS,23,,0,,11,,11,,0,,6,,10,,6,,59,,86,,0.407,,0,,6,,0,,0,,0,,42,,0
Corey Tropp,CHI,53,,2,,9,,11,,3,,37,,112,,28,,0,,1,,0,,0,,0,,0,,0,,0,,35,,0.057
Michael Kostka,OTT,28,,4,,7,,11,,10,,8,,26,,33,,0,,0,,N/A,,0,,0,,0,,0,,1,,49,,0.082
Alex Tanguay,COL,16,,4,,7,,11,,7,,4,,8,,8,,1,,2,,0.333,,0,,2,,1,,0,,2,,24,,0.167
Mark Barberio,MON,49,,5,,5,,10,,10,,28,,28,,38,,0,,0,,N/A,,1,,0,,0,,0,,0,,54,,0.093
B.J. Crombeen,ARI,55,,3,,7,,10,,-2,,79,,57,,15,,3,,5,,0.375,,0,,0,,0,,1,,1,,60,,0.05
Bryan Allen,MON,68,,0,,10,,10,,20,,75,,121,,118,,0,,0,,N/A,,0,,0,,0,,1,,0,,60,,0
Tom Wilson,WAS,82,,3,,7,,10,,1,,151,,197,,13,,0,,3,,0,,1,,0,,0,,0,,0,,63,,0.048
Torrey Mitchell,MON,67,,2,,8,,10,,-3,,25,,60,,25,,12,,19,,0.387,,0,,0,,0,,0,,0,,56,,0.036
Dennis Seidenberg,BOS,34,,1,,9,,10,,11,,10,,61,,66,,0,,0,,N/A,,0,,0,,0,,0,,0,,53,,0.019
Joe Corvo,OTT,25,,3,,7,,10,,-7,,10,,15,,24,,0,,0,,N/A,,0,,2,,0,,0,,0,,54,,0.056
Ryan Carter,MIN,62,,7,,3,,10,,-6,,35,,72,,24,,16,,20,,0.444,,0,,0,,0,,1,,2,,69,,0.101
Cory Sarich,COL,54,,1,,9,,10,,7,,38,,107,,66,,0,,1,,0,,0,,0,,0,,0,,0,,48,,0.021
Devante Smith-Pelly,MON,19,,2,,8,,10,,5,,2,,50,,13,,0,,4,,0,,0,,0,,0,,0,,0,,23,,0.087
Zbynek Michalek,ARI,59,,2,,8,,10,,6,,24,,55,,165,,0,,0,,N/A,,0,,0,,0,,0,,1,,78,,0.026
Stephane Robidas,TOR,38,,5,,5,,10,,10,,20,,96,,49,,0,,0,,N/A,,1,,0,,0,,0,,1,,56,,0.089
Jay McClement,CAR,81,,4,,6,,10,,-8,,32,,141,,57,,676,,584,,0.537,,0,,0,,0,,1,,1,,67,,0.06
Matt Halischuk,WPG,46,,5,,5,,10,,-3,,6,,19,,27,,2,,2,,0.5,,0,,0,,0,,0,,1,,56,,0.089
Erik Gustafsson,PHI,31,,2,,8,,10,,7,,6,,11,,50,,0,,0,,N/A,,0,,2,,0,,0,,0,,30,,0.067
Troy Bodie,TOR,47,,3,,7,,10,,6,,26,,64,,19,,2,,5,,0.286,,0,,0,,0,,0,,0,,50,,0.06
Yannick Weber,VAN,49,,6,,4,,10,,-7,,16,,39,,37,,0,,0,,N/A,,3,,2,,0,,0,,2,,70,,0.086
Jordan Nolan,LOS,64,,6,,4,,10,,-1,,54,,100,,11,,1,,3,,0.25,,0,,0,,0,,0,,1,,58,,0.103
Steve Oleksy,PIT,33,,2,,8,,10,,7,,53,,46,,48,,0,,0,,N/A,,0,,0,,0,,0,,1,,27,,0.074
Robert Bortuzzo,STL,54,,0,,10,,10,,-3,,74,,137,,73,,0,,1,,0,,0,,0,,0,,1,,0,,50,,0
Keith Ballard,MIN,45,,2,,7,,9,,-7,,37,,58,,37,,0,,0,,N/A,,0,,2,,0,,0,,0,,29,,0.069
Pierre-Marc Bouchard,CHI,28,,4,,5,,9,,-9,,12,,7,,6,,3,,2,,0.6,,1,,0,,0,,0,,1,,51,,0.078
Evgeny Kuznetsov,WAS,17,,3,,6,,9,,-2,,6,,7,,2,,5,,22,,0.185,,0,,2,,1,,0,,0,,22,,0.136
Adam Hall,PHI,80,,4,,5,,9,,-15,,23,,77,,46,,314,,213,,0.596,,0,,0,,2,,0,,0,,61,,0.066
Erik Gudbranson,FLA,65,,3,,6,,9,,-7,,114,,158,,91,,0,,0,,N/A,,0,,1,,0,,0,,0,,92,,0.033
Cody Ceci,OTT,49,,3,,6,,9,,-5,,14,,45,,49,,0,,0,,N/A,,0,,0,,0,,0,,2,,82,,0.037
Brian Strait,NYI,47,,3,,6,,9,,-14,,14,,65,,86,,0,,0,,N/A,,0,,0,,0,,1,,0,,40,,0.075
Calle Jarnkrok,NAS,12,,2,,7,,9,,7,,4,,2,,4,,58,,89,,0.395,,0,,1,,0,,0,,0,,13,,0.154
Jayson Megna,NYR,36,,5,,4,,9,,1,,6,,47,,13,,2,,8,,0.2,,0,,0,,0,,0,,2,,36,,0.139
Nate Guenin,COL,68,,1,,8,,9,,3,,46,,119,,128,,0,,0,,N/A,,0,,0,,0,,0,,0,,52,,0.019
Mattias Ekholm,NAS,62,,1,,8,,9,,-8,,10,,42,,55,,0,,0,,N/A,,0,,0,,0,,1,,0,,58,,0.017
Kevin Klein,NYR,77,,2,,7,,9,,-7,,21,,111,,137,,0,,0,,N/A,,0,,0,,0,,0,,0,,73,,0.027
Mike Weber,BUF,68,,1,,8,,9,,-29,,73,,208,,161,,0,,0,,N/A,,0,,0,,0,,1,,0,,47,,0.021
David Schlemko,NJD,48,,1,,8,,9,,2,,18,,61,,79,,0,,0,,N/A,,0,,3,,0,,0,,0,,61,,0.016
Trevor Smith,TOR,28,,4,,5,,9,,-3,,4,,45,,16,,115,,143,,0.446,,0,,1,,0,,0,,2,,24,,0.167
Tom Sestito,PIT,77,,5,,4,,9,,-14,,213,,121,,12,,3,,8,,0.273,,1,,0,,0,,0,,0,,31,,0.161
Radek Dvorak,CAR,60,,4,,5,,9,,3,,41,,17,,25,,6,,6,,0.5,,0,,0,,0,,0,,2,,52,,0.077
Jay Beagle,WAS,62,,4,,5,,9,,-9,,28,,93,,32,,296,,277,,0.517,,0,,0,,0,,0,,0,,60,,0.067
John-Michael Liles,CAR,41,,2,,7,,9,,5,,8,,50,,80,,1,,0,,1,,1,,3,,0,,0,,0,,56,,0.036
Michal Rozsival,CHI,42,,1,,7,,8,,7,,32,,67,,43,,0,,0,,N/A,,0,,0,,0,,0,,0,,39,,0.026
Brett Bellemore,NYR,64,,2,,6,,8,,-1,,45,,169,,98,,0,,0,,N/A,,0,,0,,0,,0,,0,,54,,0.037
Ryan Reaves,STL,63,,2,,6,,8,,-1,,126,,211,,12,,6,,2,,0.75,,0,,0,,0,,0,,0,,25,,0.08
Shawn Thornton,FLA,64,,5,,3,,8,,3,,74,,111,,19,,3,,6,,0.333,,0,,0,,0,,0,,1,,93,,0.054
Henrik Tallinder,TOR,64,,2,,6,,8,,-21,,34,,39,,76,,1,,0,,1,,0,,0,,0,,0,,0,,40,,0.05
Ladislav Smid,CGY,73,,2,,6,,8,,-10,,78,,193,,168,,0,,0,,N/A,,0,,0,,0,,0,,0,,41,,0.049
Kyle Clifford,LOS,71,,3,,5,,8,,6,,81,,189,,13,,6,,6,,0.5,,0,,0,,0,,0,,0,,74,,0.041
Paul Bissonnette,LOS,39,,2,,6,,8,,6,,53,,51,,4,,1,,2,,0.333,,0,,0,,0,,0,,0,,25,,0.08
Daniel Cleary,DET,52,,4,,4,,8,,-11,,31,,51,,17,,12,,10,,0.545,,0,,0,,0,,1,,1,,64,,0.063
Kevin Connauton,COB,36,,1,,7,,8,,-6,,16,,43,,29,,0,,0,,N/A,,0,,2,,0,,0,,0,,56,,0.018
Connor Murphy,ARI,30,,1,,7,,8,,5,,10,,44,,38,,0,,0,,N/A,,0,,0,,0,,0,,1,,30,,0.033
Mark Stone,OTT,19,,4,,4,,8,,5,,4,,10,,7,,1,,0,,1,,1,,0,,0,,0,,0,,36,,0.111
Vincent Trocheck,FLA,20,,5,,3,,8,,-11,,6,,39,,11,,166,,182,,0.477,,1,,0,,1,,0,,0,,38,,0.132
Brian McGrattan,ANA,76,,4,,4,,8,,-4,,100,,82,,23,,2,,1,,0.667,,0,,0,,0,,0,,0,,79,,0.051
Anton Volchenkov,NAS,56,,0,,8,,8,,3,,20,,129,,91,,0,,0,,N/A,,0,,0,,0,,1,,0,,42,,0
Tim Kennedy,WAS,37,,2,,6,,8,,0,,4,,62,,21,,18,,31,,0.367,,0,,0,,0,,0,,0,,42,,0.048
Andrej Sustr,TAM,43,,1,,7,,8,,3,,16,,26,,36,,0,,0,,N/A,,0,,0,,0,,2,,0,,39,,0.026
Nate Prosser,MIN,53,,2,,6,,8,,2,,58,,22,,83,,0,,0,,N/A,,0,,1,,0,,1,,2,,30,,0.067
Derek Dorsett,VAN,51,,4,,4,,8,,-1,,128,,102,,27,,0,,3,,0,,0,,0,,0,,0,,0,,67,,0.06
Beau Bennett,PIT,21,,3,,4,,7,,-2,,0,,32,,7,,2,,0,,1,,0,,0,,0,,0,,1,,27,,0.111
Drew Shore,CGY,24,,5,,2,,7,,-1,,8,,23,,5,,86,,122,,0.413,,1,,0,,1,,0,,1,,23,,0.217
Reid Boucher,NJD,23,,2,,5,,7,,2,,4,,17,,5,,1,,2,,0.333,,0,,0,,0,,0,,0,,27,,0.074
Matt Hendricks,EDM,77,,5,,2,,7,,-11,,112,,180,,59,,34,,29,,0.54,,0,,0,,1,,0,,1,,102,,0.049
Mark Pysyk,BUF,44,,1,,6,,7,,-11,,16,,37,,57,,0,,0,,N/A,,0,,2,,0,,0,,1,,51,,0.02
Kevin Westgarth,EDM,48,,4,,3,,7,,-4,,68,,45,,10,,1,,4,,0.2,,0,,0,,0,,0,,1,,31,,0.129
Tom Pyatt,TAM,27,,3,,4,,7,,-2,,4,,11,,20,,101,,92,,0.523,,0,,0,,0,,0,,1,,27,,0.111
Eric O'Dell,OTT,30,,3,,4,,7,,-2,,10,,31,,12,,78,,78,,0.5,,0,,0,,0,,0,,1,,17,,0.176
Sheldon Brookbank,ANA,48,,2,,5,,7,,2,,52,,64,,38,,0,,0,,N/A,,0,,0,,0,,0,,1,,43,,0.047
Rich Clune,TOR,58,,3,,4,,7,,-7,,166,,132,,9,,0,,0,,N/A,,0,,0,,0,,0,,1,,29,,0.103
Anton Belov,EDM,57,,1,,6,,7,,-12,,34,,103,,75,,0,,0,,N/A,,0,,2,,0,,0,,0,,54,,0.019
Tanner Pearson,LOS,25,,3,,4,,7,,2,,8,,35,,9,,1,,1,,0.5,,1,,0,,0,,0,,1,,31,,0.097
Matt Frattin,TOR,44,,2,,5,,7,,-4,,11,,85,,11,,2,,2,,0.5,,1,,1,,0,,0,,0,,61,,0.033
Luke Glendening,DET,56,,1,,6,,7,,-8,,22,,92,,38,,329,,349,,0.485,,0,,0,,0,,0,,0,,54,,0.019
Marc-Andre Cliche,COL,76,,1,,6,,7,,-11,,17,,25,,42,,331,,388,,0.46,,0,,0,,0,,1,,0,,69,,0.014
Zac Dalpe,MIN,55,,4,,3,,7,,-7,,6,,36,,9,,106,,125,,0.459,,1,,0,,0,,0,,0,,52,,0.077
Cody McCormick,BUF,43,,2,,5,,7,,-6,,52,,76,,21,,89,,109,,0.449,,0,,0,,0,,0,,0,,26,,0.077
Ryan Wilson,CGY,28,,0,,6,,6,,1,,12,,53,,17,,0,,1,,0,,0,,0,,0,,0,,0,,23,,0
Kevan Miller,BOS,47,,1,,5,,6,,20,,38,,103,,85,,0,,0,,N/A,,0,,0,,0,,0,,1,,41,,0.024
Matt Ellis,BUF,50,,4,,2,,6,,-6,,4,,37,,24,,69,,97,,0.416,,0,,0,,0,,0,,0,,70,,0.057
Ryan White,PHI,52,,2,,4,,6,,-8,,50,,88,,37,,197,,191,,0.508,,0,,0,,0,,0,,1,,51,,0.039
Ryan Jones,EDM,52,,2,,4,,6,,0,,40,,74,,21,,2,,4,,0.333,,0,,0,,0,,0,,1,,59,,0.034
Eric Tangradi,DET,55,,3,,3,,6,,-6,,21,,105,,17,,3,,0,,1,,0,,0,,0,,0,,0,,52,,0.058
Adam McQuaid,BOS,30,,1,,5,,6,,12,,69,,54,,42,,0,,0,,N/A,,0,,0,,0,,0,,0,,25,,0.04
Connor Carrick,WAS,34,,1,,5,,6,,-9,,23,,25,,56,,0,,0,,N/A,,0,,0,,0,,0,,0,,26,,0.038
Keaton Ellerby,WPG,51,,2,,4,,6,,4,,2,,76,,46,,0,,0,,N/A,,1,,0,,0,,0,,1,,33,,0.061
Martin Marincin,TOR,44,,0,,6,,6,,-2,,16,,17,,60,,0,,0,,N/A,,0,,1,,0,,1,,0,,28,,0
Quinton Howden,FLA,16,,4,,2,,6,,0,,10,,32,,11,,2,,6,,0.25,,0,,0,,1,,0,,0,,23,,0.174
Francis Bouillon,MON,52,,2,,4,,6,,-5,,34,,80,,70,,0,,0,,N/A,,0,,1,,0,,0,,1,,34,,0.059
Nate Schmidt,WAS,29,,2,,4,,6,,4,,6,,18,,35,,0,,0,,N/A,,0,,0,,0,,0,,0,,41,,0.049
Jordan Leopold,MIN,27,,1,,5,,6,,1,,6,,8,,24,,0,,0,,N/A,,0,,2,,0,,0,,0,,40,,0.025
