"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm","iHSC","HSCF%Rel","HSCF%","HSCF%off","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%Rel","SCF%","SCF%off","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","iSC","CF%Rel","CF%off","C+/-","CF","CA","CF60","CA60","CP60","OCOn%","BK","AB","iCF","FF%Rel","FF%","FF%off","F+/-","FF","FA","FF60","FA60","FP60","OFOn%","MS","iFF","SF%Rel","SF%","SF%off","S+/-","SF60","SA60","SF","SA","iSF","OCAOn%","OFAOn%","GF%Rel","GF%off","GF60","GA60","GF","GA","G+/-","GF%","PFenSh%","OSh%","OFenSh%","OSv%","OFenSv%","FO%^","FO_W","FO_L","ZSO%","ZSO","ZSN","ZSD","HIT","HIT-","A1","A2","SH","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%","TOIT%","TOIC%","CorT%","CorC%","tCF60","tCA60","cCF60","cCA60"
"datsypa7820122013","Pavel.Datsyuk","CL","DET",61,20122013,34,"6.700","6.700",18,40,58,0.86,1.91,2.77,7,61.42,103.45,12.33,-0.27,20.6,56,16.09,62.53,46.44,121,302,181,14.42,8.64,23.06,14.02,60.92,46.89,248,692,444,33.04,21.2,54.24,159,12.85,48.57,511,1374,863,65.61,41.21,106.81,51.02,68,37,281,12.76,61.09,48.33,373,1027,654,49.04,31.23,80.27,68.26,67,213,12.31,59.51,47.2,224,33.47,22.78,701,477,146,44.73,27.06,26.78,40.7,3.96,1.91,83,40,43,67.48,8.45,11.84,8.08,91.61,93.88,54.95,669,543,53.51,518,337,450,48,66,20,20,128,42,72,9,16,0.33,1256.57,2468.62,33.73,18.58,17.97,53.82,50.68,55.43,47.55,53.94,52.49
"daugaka8820122013","Kaspars.Daugavins","L","BOS/OTT",31,20122013,24,"0.635","0.635",1,3,4,0.19,0.56,0.75,0,47.28,94.6,2.22,-10.48,10.36,13,-1.64,46.85,48.49,-7,52,59,9.71,11.02,20.73,-3.21,47.59,50.8,-14,138,152,25.77,28.39,54.16,36,-2.55,49.83,-33,287,320,53.6,59.76,113.36,57.49,13,12,67,-0.93,47.39,48.32,-24,218,242,40.71,45.19,85.91,75.69,9,54,0.7,48.25,47.55,-12,30.81,33.06,165,177,45,44.69,26.86,-23.23,50.51,1.12,2.99,6,16,-10,27.27,1.85,3.64,2.75,90.96,93.39,44.74,9,9,40.87,85,91,123,31,19,0,3,44,12,14,2,2,0,321.27,1654.23,16.26,16.98,17.02,52.13,50.73,58.02,53.28,54.84,53.26
"dekeyda9020122013","Danny.Dekeyser","D","DET",13,20122013,22,"0.925","0.925",0,1,1,0,0.26,0.26,0,51.61,102.23,0,-4.95,17.44,0,-10.18,48.31,58.49,-3,43,46,11.38,12.17,23.55,-10.08,50,60.08,0,110,110,29.11,29.11,58.21,7,-6.84,58.45,13,208,195,55.04,51.6,106.64,50,8,12,30,-6.4,52.44,58.85,15,161,146,42.6,38.63,81.23,64.6,7,22,-10.17,48.37,58.54,-7,27.52,29.37,104,111,15,43.08,23.97,-4.46,62.79,1.85,1.32,7,5,2,58.33,0,6.73,4.35,95.5,96.58,40,0,0,54.55,66,59,55,14,30,1,0,15,7,5,1,1,0,226.75,572.96,28.35,16.59,17.06,53.8,50.02,55.55,47.71,52.87,52.82
"delzomi9020122013","Michael.Del.Zotto","D","NYR",58,20122013,22,"2.200","2.550",4,19,23,0.18,0.87,1.05,-4,50.45,101.98,4.08,13.61,22.6,14,-2.06,50,52.06,0,240,240,10.99,10.99,21.97,0.24,50.91,50.67,21,587,566,26.87,25.91,52.78,53,0.82,49.62,23,1300,1277,59.51,58.45,117.96,51.08,78,86,228,-0.17,50.54,50.72,20,934,914,42.75,41.84,84.59,71.09,52,150,-1.96,49.92,51.88,-2,30.39,30.49,664,666,98,47.85,27.13,3.76,52.1,2.84,2.24,62,49,13,55.86,2.67,9.34,6.64,92.64,94.64,40,0,0,61.62,501,346,312,111,84,10,9,94,31,12,12,8,-0.18,1310.76,2251.61,36.79,17.5,17.33,50.36,50.47,55.33,54.54,55.05,54.03
"demerja8820122013","Jason.Demers","D","S.J",23,20122013,24,"1.400","1.250",1,2,3,0.14,0.29,0.43,-4,49.54,98.17,3.7,1.78,18.08,1,-7.32,48.03,55.35,-5,61,66,8.8,9.52,18.33,-6.56,46.71,53.27,-22,156,178,22.51,25.68,48.2,10,-3.1,52.64,-7,381,388,54.98,55.99,110.96,48.56,23,24,70,-4.03,49.37,53.4,-7,276,283,39.83,40.84,80.66,67.03,20,47,-4.72,48.56,53.28,-11,26.69,28.28,185,196,27,49.48,30.74,-11.11,50,1.01,1.59,7,11,-4,38.89,2.13,3.78,2.54,94.39,96.11,40,0,0,52.17,144,124,132,32,49,1,1,26,12,6,6,2,-0.58,415.81,1004.27,29.28,16.55,17.38,50.08,49.24,55.99,55.82,52.06,53.67
"deshada8620122013","David.Desharnais","C","MTL",53,20122013,26,"0.950","0.850",10,19,29,0.68,1.29,1.97,1,61.24,97.94,14.49,23.99,16.69,54,9.84,63.8,53.96,93,215,122,14.58,8.27,22.86,11.24,61.17,49.93,168,460,292,31.2,19.8,51,84,11.74,49.5,367,1000,633,67.82,42.93,110.76,53.8,23,21,115,12.26,62.25,49.98,290,737,447,49.99,30.32,80.3,73,23,92,13.39,62.92,49.53,221,36.49,21.5,538,317,69,49.92,29.08,8.84,49.3,3.39,2.44,50,36,14,58.14,10.87,9.29,6.78,88.64,91.95,49.65,416,418,69.35,414,316,183,36,61,9,10,59,16,24,13,14,0.07,884.65,2326.27,27.55,18.13,17.45,51.7,50.19,56.81,53.08,54.8,54.39
"desjaan8620122013","Andrew.Desjardins","C","S.J",53,20122013,26,"0.640","0.640",2,1,3,0.22,0.11,0.33,1,43.36,98.05,3.39,-6.33,10.25,28,-12.23,46.41,58.63,-13,84,97,9.28,10.71,19.99,-9.35,46.31,55.65,-33,207,240,22.87,26.51,49.38,57,-9.7,53.06,-132,431,563,47.61,62.19,109.8,49.65,20,31,102,-9.5,44.76,54.26,-74,316,390,34.91,43.08,77.98,67.72,23,82,-12.45,42.71,55.16,-73,23.64,31.7,214,287,59,49.02,26.41,-21.07,55.56,1.1,2.1,10,19,-9,34.48,2.44,4.67,3.16,93.38,95.13,49.61,55,52,45.55,133,169,159,81,89,1,0,57,14,12,10,11,0.11,543.18,2703.79,16.73,16.72,16.46,49.46,49.93,54.83,56.04,52.32,52.47
"desprsi9120122013","Simon.Despres","D","PIT",36,20122013,21,"0.810","0.840",2,5,7,0.23,0.57,0.8,-9,53.36,103.46,6.06,12.12,14.58,3,4.67,52.85,48.18,11,102,91,11.66,10.4,22.06,7.03,56.73,49.7,61,257,196,29.37,22.4,51.77,24,5.5,47.85,61,485,424,55.43,48.45,103.88,55.26,23,36,65,3.77,53.21,49.44,43,356,313,40.68,35.77,76.45,75.28,9,42,4.83,53.92,49.09,39,30.63,26.17,268,229,33,45.99,26.84,2.92,60.71,3.2,1.83,28,16,12,63.64,4.76,10.45,7.87,93.01,94.89,40,0,0,57.93,168,169,122,50,61,3,2,31,16,5,10,1,-1.03,525.02,1655.78,24.07,16.28,16.98,50.92,49.57,55.62,53.61,52.84,53.76
"diazxra8620122013","Raphael.Diaz","D","MTL",28,20122013,26,"1.200","1.225",1,13,14,0.1,1.34,1.44,1,48.5,98.6,2.27,-7.09,20.84,5,-0.22,55.84,56.06,23,110,87,11.31,8.94,20.25,-3.87,51.13,55,11,248,237,25.5,24.37,49.86,23,-5.79,54.3,-32,519,551,53.36,56.65,110,57.42,25,61,88,-2.1,51.87,53.97,29,402,373,41.33,38.35,79.68,74.13,19,63,0.61,53.99,53.38,44,30.64,26.11,298,254,44,53.9,31.9,-1.06,51.06,2.47,2.47,24,24,0,50,1.59,8.05,5.97,90.55,93.57,40,0,0,46.01,202,215,237,22,39,4,9,43,24,8,3,4,0.1,583.62,1117.54,34.31,17.23,17.62,49.21,50.74,53.45,55.16,55.58,53.95
"dillobr9020122013","Brenden.Dillon","D","DAL",48,20122013,21,"0.690","0.743",3,5,8,0.17,0.29,0.47,-14,45.63,99.22,4,-15.42,21.44,11,-1.16,46.77,47.93,-29,210,239,12.25,13.94,26.18,-3.93,45.53,49.46,-86,438,524,25.54,30.56,56.1,44,-3.72,49.35,-168,877,1045,51.14,60.94,112.08,49.71,50,74,161,-2.27,45.02,47.3,-142,642,784,37.44,45.72,83.16,67.91,36,111,-2.19,44.44,46.64,-109,25.43,31.78,436,545,75,47.85,30.48,-7.83,50,2.04,2.8,35,48,-13,42.17,2.7,8.03,5.45,91.19,93.88,40,0,0,36.54,239,311,415,133,86,1,4,72,20,8,18,4,-0.82,1028.89,1872.11,35.47,16.96,17.6,50.23,50.48,54.56,54.07,53.58,52.56
"doanxsh7620122013","Shane.Doan","RL","PHX",48,20122013,35,"5.858","5.252",13,14,27,0.9,0.97,1.88,-3,56.12,101.06,10.08,19.47,17.98,62,6.46,51.23,44.78,9,187,178,13,12.38,25.38,10.01,56.19,46.18,102,463,361,32.19,25.1,57.29,138,8.43,47.69,205,940,735,65.35,51.1,116.46,51.91,53,10,220,6.86,55.05,48.19,126,687,561,47.76,39,86.77,71.03,38,167,6.72,54.95,48.23,88,33.93,27.81,488,400,129,45.58,28.7,12.76,45.35,2.99,2.16,43,31,12,58.11,7.78,8.81,6.26,92.25,94.47,34.29,4,11,65.33,358,247,190,118,57,7,7,116,20,23,14,11,-0.21,862.99,2076.53,29.36,18.17,17.59,49.04,50.46,55.84,58.03,53.4,52.44
"dorsede8620122013","Derek.Dorsett","LR","CBJ/NYR",35,20122013,25,"1.500","1.633",3,7,10,0.35,0.83,1.18,0,41.82,95.86,5.88,-16.44,14.5,27,-11.31,40.22,51.53,-35,72,107,8.51,12.65,21.16,-10.32,40.36,50.68,-85,178,263,21.05,31.1,52.14,50,-8.65,50.47,-149,381,530,45.05,62.67,107.72,49.61,20,16,85,-9.29,39.94,49.23,-137,272,409,32.16,48.36,80.52,69.49,14,65,-10.9,38.81,49.71,-109,22.35,35.23,189,298,51,43.77,27.14,-22.65,52.07,1.77,4.26,15,36,-21,29.41,4.62,7.94,5.51,87.92,91.2,47.83,14,12,36.53,99,194,172,83,54,2,5,48,5,7,15,15,0,507.45,1655.59,23.46,17.94,17.37,47.59,50.99,50.32,55.42,55.35,53.2
"doughdr8920122013","Drew.Doughty","D","L.A",66,20122013,22,"6.500","7.000",8,19,27,0.27,0.64,0.91,0,56.4,99.85,5.48,4.01,26.86,16,1.25,50.51,49.27,6,296,290,10.02,9.81,19.83,4.29,54.63,50.33,135,797,662,26.97,22.4,49.37,100,4.55,51.85,391,1723,1332,58.31,45.08,103.39,48.69,125,76,340,3.19,54.71,51.52,217,1261,1044,42.67,35.33,78,66.53,69,215,0.96,52.83,51.87,90,28.39,25.35,839,749,146,43.77,28.26,-1.39,53.8,2.57,2.34,76,69,7,52.41,3.72,9.06,6.03,90.79,93.39,40,0,0,54.4,704,597,590,170,169,9,10,138,61,10,18,18,0,1772.97,2272.36,43.83,16.8,17.63,54.44,50.67,56.81,47.54,54.21,52.78
"dowelja8520122013","Jake.Dowell","CL","MIN",2,20122013,27,"0.700","0.700",0,0,0,0,0,0,0,65,100,0,-37.27,7.85,1,29.03,100,70.97,2,2,0,7.64,0,7.64,23.55,83.33,59.78,4,5,1,19.1,3.82,22.92,1,7.54,57.46,6,13,7,49.66,26.74,76.39,46.15,1,0,4,0,60,60,3,9,6,34.38,22.92,57.29,66.67,0,3,14.58,75,60.42,4,22.92,7.64,6,2,3,71.43,66.67,NA,30,0,0,0,0,0,NA,0,0,0,100,100,43.48,2,1,30,3,6,7,2,0,0,0,3,1,0,0,0,0,15.71,104.04,13.12,16.21,16.46,48.22,48.64,46.75,50.2,50.34,53.16
"downist8720122013","Steve.Downie","RL","COL",2,20122013,25,"2.550","2.650",0,1,1,0,3.34,3.34,-3,50,112.5,0,20.78,8.99,2,12.5,50,37.5,0,3,3,10.01,10.01,20.03,11.33,53.33,42,1,8,7,26.7,23.37,50.07,4,4.82,45.18,0,14,14,46.73,46.73,93.46,57.14,0,1,4,6.74,52.63,45.89,1,10,9,33.38,30.04,63.42,80,2,4,6.6,53.33,46.73,1,26.7,23.37,8,7,2,50,22.22,55.56,44.44,3.34,0,1,0,1,100,0,12.5,10,100,100,42.86,1,0,57.14,4,3,3,5,2,1,0,2,1,0,3,0,-10.01,17.98,101.79,15.01,15.8,18.17,50.78,48.77,55.12,53.42,51.09,53.66
"drazeni8720122013","Nick.Drazenovic","C","CBJ",8,20122013,25,"0.600","0.600",0,0,0,0,0,0,-1,41.12,91.6,0,-7.92,9.21,2,-29.33,25,54.33,-10,5,15,4.07,12.21,16.29,-12.7,39.58,52.29,-10,19,29,15.47,23.61,39.09,6,-8.67,49.79,-19,44,63,35.83,51.3,87.13,47.73,3,1,10,-16.64,32.47,49.11,-27,25,52,20.36,42.34,62.7,84,2,7,-12.39,35.59,47.98,-17,17.1,30.94,21,38,5,39.68,26.92,-44.2,60.87,0.81,4.07,1,5,-4,16.67,0,4.76,4,86.84,90.38,50,29,25,40,22,23,33,8,6,0,0,5,1,3,2,1,-0.81,73.68,422.12,14.86,17.16,16.79,47.98,50.3,48.04,52.08,53.33,52.68
"drewida8420122013","Davis.Drewiske","D","L.A/MTL",29,20122013,27,"0.650","0.617",2,5,7,0.28,0.69,0.97,-5,48.64,98.26,7.14,-11.27,14.93,3,1.61,59.51,57.89,31,97,66,13.44,9.14,22.58,-6.16,50.53,56.7,4,189,185,26.19,25.63,51.82,17,-9.63,58.28,-21,376,397,52.1,55.01,107.1,51.86,30,35,74,-9.35,46.95,56.3,-35,269,304,37.27,42.12,79.39,72.49,16,44,-6.74,47.91,54.66,-17,27.02,29.37,195,212,28,46.6,30.26,-7.14,50,2.08,2.77,15,20,-5,42.86,4.55,7.69,5.58,90.57,93.42,42.86,1,0,45.04,127,112,155,21,63,2,3,26,12,1,6,1,-0.69,433.04,1315.59,24.76,15.79,16.7,53.2,49.33,56.06,49.31,52.65,54.07
"dubinbr8620122013","Brandon.Dubinsky","CL","CBJ",29,20122013,26,"3.750","4.200",2,18,20,0.22,2.01,2.23,1,53.59,100.55,4,1.45,18.57,34,3.54,50.79,47.25,3,97,94,10.81,10.47,21.28,4.71,51.46,46.75,13,229,216,25.51,24.06,49.57,58,6.93,46.66,66,492,426,54.81,47.46,102.27,51.83,18,17,90,6.18,51.99,45.81,27,352,325,39.21,36.2,75.42,72.44,22,72,5.99,51.62,45.63,16,28.41,26.62,255,239,50,43.9,26.46,6.96,45.98,3.01,2.67,27,24,3,52.94,2.78,10.59,7.67,89.96,92.62,57.52,256,183,50.91,196,169,189,64,21,10,8,48,6,13,9,10,0.11,538.6,1233.71,30.39,17.97,17.53,48.38,50.41,50.21,53.57,53.47,52.59
"duchema9120122013","Matt.Duchene","C","COL",47,20122013,21,"3.250","3.500",17,26,43,1.03,1.58,2.61,9,49.61,97.36,12.88,1.99,21.04,69,5.28,50.11,44.84,1,219,218,13.29,13.23,26.52,3.57,49.06,45.5,-19,498,517,30.22,31.37,61.59,138,3.31,46.3,-15,958,973,58.13,59.04,117.17,56.05,36,47,214,3.85,50.49,46.64,14,722,708,43.81,42.96,86.77,74.38,46,178,4.07,51.19,47.12,25,32.59,31.07,537,512,132,47.38,27.68,4.24,41.13,3.28,3.94,54,65,-11,45.38,9.55,10.06,7.48,87.3,90.82,54.33,488,405,50.72,390,317,379,48,39,19,7,115,24,44,6,15,0.55,988.78,1873.16,34.55,18.71,17.88,49.67,50.11,55.44,56.18,52.95,52.72
"dumonga9020122013","Gabriel.Dumont","CR","MTL",13,20122013,21,"0.580","0.572",1,2,3,0.51,1.03,1.54,-2,59.31,97.41,4.35,-6.12,8.99,9,8.05,67.39,59.34,16,31,15,15.91,7.7,23.61,11.9,67.02,55.13,32,63,31,32.34,15.91,48.25,21,5.06,54.25,38,121,83,62.1,42.6,104.7,58.68,5,6,33,7.72,63.16,55.44,40,96,56,49.27,28.74,78.02,73.96,5,28,11.86,65.74,53.88,34,36.44,18.99,71,37,23,55.42,33.93,0,50,1.03,1.03,2,2,0,50,3.57,2.82,2.08,94.59,96.43,56.79,38,23,48.19,40,47,43,31,19,1,1,22,0,3,4,2,-1.03,116.9,671.33,14.83,16.73,17.1,49.33,50.15,52.18,53.6,53.75,53.43
"dupuipa7920122013","Pascal.Dupuis","LR","PIT",63,20122013,33,"1.500","1.500",27,22,49,1.45,1.18,2.63,-4,49.2,104.98,15.25,-10,17.77,83,0.41,50.1,49.69,1,239,238,12.81,12.76,25.56,-1.18,51.05,52.22,24,586,562,31.41,30.12,61.52,195,-0.46,49.66,-35,1078,1113,57.77,59.65,117.42,55.1,70,51,321,-0.46,50.24,50.7,8,834,826,44.7,44.27,88.96,71.22,74,251,-2.13,49.13,51.26,-21,31.83,32.96,594,615,177,44.74,25.54,6.87,54.8,3.97,2.47,74,46,28,61.67,10.76,12.46,8.87,92.52,94.43,43.21,27,34,42.3,294,412,401,123,58,8,14,150,14,33,14,10,-0.21,1119.56,2750,28.93,18.62,17.96,51.88,50.92,58.18,53.96,56.33,54.3
"dvorara7720122013","Radek.Dvorak","R","ANA",9,20122013,35,"0.675","0.675",4,0,4,2.13,0,2.13,-1,41.8,104.66,23.53,-2.68,12.5,12,2.7,55.88,53.18,4,19,15,10.13,8,18.13,-9,44.32,53.32,-10,39,49,20.79,26.13,46.92,16,-10.76,52.56,-31,79,110,42.12,58.65,100.77,59.49,1,1,23,-7.46,45.27,52.73,-14,67,81,35.72,43.19,78.91,70.15,5,22,-6.07,47.47,53.55,-5,25.06,27.73,47,52,17,52.73,35.8,23.81,42.86,2.13,1.07,4,2,2,66.67,18.18,8.51,5.97,96.15,97.53,36.36,0,2,51.32,39,48,37,2,9,0,0,13,4,4,1,0,-0.53,112.53,435.95,20.52,17.49,17.19,48.63,49.38,50.6,53.45,53,54.32
"dwyerpa8320122013","Patrick.Dwyer","RL","CAR",46,20122013,29,"0.650","0.625",8,8,16,0.67,0.67,1.35,4,46.97,96.7,8.6,-16.86,15.49,49,-3.11,45.37,48.47,-29,142,171,11.96,14.4,26.35,-5.82,45.92,51.74,-58,326,384,27.45,32.33,59.78,97,-5.82,52.78,-86,666,752,56.08,63.32,119.39,52.1,39,28,171,-6.03,45.86,51.89,-88,488,576,41.09,48.5,89.59,71.11,39,132,-5.93,45.42,51.35,-70,29.22,35.11,347,417,93,44.55,27.6,-11.16,47.78,2.19,3.79,26,45,-19,36.62,6.06,7.49,5.33,89.21,92.19,37.31,17,30,39.84,196,224,296,57,68,6,2,85,10,16,4,8,0.34,712.6,2061.06,25.69,17.92,17.57,51.15,49.9,58.81,56.15,53.97,54.18
"dziurda8920122013","David.Dziurzynski","L","OTT",12,20122013,22,"0.650","0.600",2,0,2,0.8,0,0.8,-2,43.7,99.9,10,0.65,12.54,10,1.29,48.08,46.79,-2,25,27,9.97,10.77,20.74,-8.43,40.29,48.72,-27,56,83,22.34,33.1,55.44,16,-5.84,49.54,-34,118,152,47.06,60.62,107.69,58.47,3,3,28,-7.02,42.52,49.55,-32,91,123,36.3,49.06,85.35,75.82,5,25,-4.31,43.4,47.71,-21,27.52,35.9,69,90,20,40.79,26.83,-7.14,50,1.2,1.6,3,4,-1,42.86,8,4.35,3.3,95.56,96.75,45.83,3,1,48.78,40,52,42,29,24,0,0,18,2,4,4,2,-0.8,150.43,597.08,20.12,17.76,17.82,52.36,50.33,57.54,52.36,53.77,53.06
"eagerbe8420122013","Ben.Eager","L","EDM",14,20122013,28,"1.100","1.100",1,1,2,0.45,0.45,0.89,-4,35.07,97.11,7.14,-10.01,9.62,2,-19.72,25,44.72,-28,14,42,6.24,18.72,24.96,-11.97,34.81,46.79,-41,47,88,20.94,39.22,60.16,11,-11.24,46.32,-80,94,174,41.89,77.54,119.43,56.38,5,6,23,-9.6,36.79,46.39,-51,71,122,31.64,54.37,86.01,74.65,4,18,-10.89,37.06,47.96,-37,23.62,40.11,53,90,14,48.28,26.23,-19.62,44.62,0.89,2.67,2,6,-4,25,5.56,3.77,2.82,93.33,95.08,40,0,0,39.77,35,43,53,40,8,0,1,13,2,3,5,1,-1.78,134.64,720.38,15.75,16.62,16.93,44.93,50.1,48.7,59.69,52.1,51.9
"eakinco9120122013","Cody.Eakin","C","DAL",48,20122013,21,"0.550","0.572",7,17,24,0.58,1.41,1.99,-5,46.02,102.05,10.45,3.56,15.08,37,-6.69,42.35,49.04,-43,119,162,9.86,13.43,23.29,-0.94,47.37,48.31,-35,315,350,26.11,29.01,55.13,82,-2.65,48.67,-105,607,712,50.32,59.02,109.34,46.62,34,29,120,-3.89,43.52,47.41,-123,413,536,34.24,44.43,78.67,68.52,19,86,-4.35,42.56,46.91,-99,23.46,31.67,283,382,67,46.35,28.73,0.14,47.55,2.57,2.82,31,34,-3,47.69,8.14,10.95,7.51,91.1,93.66,48.3,304,322,49.55,219,234,223,71,57,9,8,60,25,27,12,7,-0.41,723.79,2177.21,24.95,17.35,17.09,50.55,50.19,54.52,53.33,53.11,52.72
"eatonma7720122013","Mark.Eaton","D","PIT",31,20122013,35,"0.725","0.725",0,3,3,0,0.33,0.33,2,39.82,107.1,0,-7.2,17.53,1,-8.97,44.51,53.47,-20,81,101,8.94,11.15,20.09,-9.7,45.04,54.74,-48,218,266,24.07,29.36,53.43,12,-12.17,51.99,-201,393,594,43.38,65.57,108.96,54.45,19,51,44,-12.14,40.69,52.83,-134,293,427,32.34,47.14,79.48,73.04,11,25,-13.31,40.23,53.54,-104,23.62,35.1,214,318,14,46.46,25.53,-4.25,61.94,3.31,2.43,30,22,8,57.69,0,14.02,10.24,93.08,94.85,40,0,0,43.67,145,177,187,12,48,2,1,14,6,2,2,4,0.22,543.52,1357.8,28.59,16.96,17.44,50.28,51,55.68,55.06,56.23,54.03
"eavespa8420122013","Patrick.Eaves","RL","DET",47,20122013,28,"1.200","1.200",3,8,11,0.37,1,1.37,-3,46.3,98.16,5.17,-2.32,10.24,20,-12.14,43.26,55.41,-19,61,80,7.6,9.97,17.58,-8.62,45.18,53.8,-35,164,199,20.44,24.8,45.25,61,-7.84,54.14,-59,369,428,45.99,53.35,99.34,51.49,22,14,109,-8.04,45.75,53.79,-52,280,332,34.9,41.38,76.28,67.86,29,87,-7.81,44.29,52.1,-49,23.68,29.79,190,239,58,44.16,28.01,-15.75,54.64,1.75,2.74,14,22,-8,38.89,3.45,7.37,5,90.79,93.37,51.43,10,5,51.24,145,137,138,65,51,5,3,55,5,10,4,1,-0.37,481.36,2390.88,16.76,16.19,16.49,52.13,50.05,52.7,48.4,52.39,52.28
"ebbetan8320122013","Andrew.Ebbett","C","VAN",30,20122013,29,"0.600","0.600",1,5,6,0.17,0.83,1,0,41.38,100.39,4,-19.79,12.05,14,-11.71,37.06,48.77,-37,53,90,8.8,14.94,23.74,-12.8,36.74,49.54,-83,115,198,19.09,32.87,51.96,22,-13.7,55.08,-110,264,374,43.82,62.08,105.91,51.52,13,15,47,-11.48,41.68,53.17,-81,203,284,33.7,47.14,80.84,67,9,34,-10.97,40.36,51.32,-65,22.58,33.37,136,201,25,46.26,29.23,-10.03,51.69,1.66,2.32,10,14,-4,41.67,2.94,7.35,4.93,93.03,95.07,39.31,106,164,34.82,78,110,146,18,30,4,1,24,8,7,2,2,0,361.45,1465.5,19.78,16.93,16.73,50.09,48.94,52.37,52.18,51.85,54.1
"eberljo9020122013","Jordan.Eberle","R","EDM",48,20122013,22,"0.787","0.846",16,21,37,1.05,1.38,2.44,9,56.03,100.03,12.03,19.73,18.97,71,20.3,57.18,36.88,59,235,176,15.48,11.6,27.08,19.05,57.04,37.99,139,563,424,37.09,27.94,65.03,152,17.28,38.75,206,957,751,63.05,49.48,112.53,56.32,29,16,204,18.15,56.84,38.68,178,740,562,48.75,37.03,85.78,72.84,42,175,19.1,57.83,38.73,146,35.51,25.89,539,393,133,47.67,30.07,15.13,42.77,3.62,2.64,55,40,15,57.89,9.14,10.2,7.43,89.82,92.88,41.03,8,11,61.77,349,296,216,31,73,16,5,117,32,28,7,16,0.59,910.68,2007.53,31.21,18.91,17.63,46.73,50.44,51.33,58.51,53.4,52.46
"edleral8620122013","Alexander.Edler","D","VAN",49,20122013,26,"3.250","3.250",9,14,23,0.45,0.71,1.16,-4,54.65,99.42,7.2,13.61,24.27,13,5.05,51.63,46.57,14,222,208,11.2,10.49,21.69,2.27,49.47,47.2,-11,514,525,25.93,26.48,52.41,60,4.31,50.35,195,1145,950,57.76,47.93,105.69,51.7,102,91,277,5.14,53.77,48.63,119,848,729,42.78,36.78,79.56,69.81,50,175,3.29,51.17,47.88,27,29.86,28.5,592,565,125,40.53,22.5,-1.88,51.39,2.52,2.57,50,51,-1,49.5,5.14,8.45,5.9,90.97,93,42.86,1,0,58.41,514,374,366,85,103,4,10,116,31,21,16,12,-0.2,1189.36,1827.51,39.42,16.89,17.41,52.92,49.71,56.28,50.07,52.98,53.6
"ehrhoch8220122013","Christian.Ehrhoff","D","BUF",47,20122013,30,"8.000","4.000",5,17,22,0.25,0.87,1.12,-12,51.96,101.23,4.9,9.88,25.04,6,13.76,50.6,36.83,6,255,249,13,12.7,25.7,11.63,50.59,38.96,13,561,548,28.61,27.94,56.55,55,12.03,39.93,86,1139,1053,58.08,53.69,111.77,56.45,68,81,223,12.78,52.02,39.24,68,874,806,44.56,41.1,85.66,73.57,53,155,13.2,53.1,39.89,75,32.79,28.96,643,568,102,46.06,29.53,18.41,38.19,3.06,2.35,60,46,14,56.6,3.23,9.33,6.86,91.9,94.29,40,0,0,54.12,427,384,362,38,75,12,5,97,24,22,17,5,-0.61,1176.71,1702.17,40.87,16.94,17.71,47.54,50.24,51.41,56.73,54.75,54.23
"ekholma9020122013","Mattias.Ekholm","D","NSH",1,20122013,22,"0.900","0.900",0,0,0,0,0,0,0,71.43,66.67,NA,18.52,14.09,0,-23.33,50,73.33,0,2,2,8.52,8.52,17.03,3.93,71.43,67.5,6,10,4,42.58,17.03,59.61,0,13.53,57.89,9,15,6,63.87,25.55,89.41,53.33,1,0,1,19.62,75,55.38,8,12,4,51.09,17.03,68.13,66.67,0,0,13.9,72.73,58.82,5,34.06,12.77,8,3,0,50,25,-33.33,33.33,0,4.26,0,1,-1,0,NA,0,0,66.67,75,40,0,0,66.67,4,8,2,0,3,0,0,0,3,1,0,0,0,14.09,45.48,23.65,14.55,17.1,46.4,50.58,46.14,53.31,52.96,51.74
"ekmanol9120122013","Oliver.Ekman-Larsson","D","PHX",48,20122013,21,"0.900","0.900",3,21,24,0.15,1.06,1.21,4,51.28,100.09,2.97,-6.23,24.78,15,7.64,51.35,43.71,13,247,234,12.46,11.81,24.27,6.38,53.07,46.69,66,570,504,28.76,25.43,54.19,71,1.71,49.57,56,1123,1067,56.66,53.83,110.49,52.27,77,40,222,0.79,50.74,49.94,24,828,804,41.77,40.56,82.34,70.89,44,145,0.72,50.69,49.97,16,29.62,28.81,587,571,101,46.49,28.98,3.09,47.86,2.72,2.62,54,52,2,50.94,2.07,9.2,6.52,90.89,93.53,40,0,0,47.71,395,357,433,73,69,11,10,98,23,21,13,17,0.2,1189.24,1750.28,40.46,16.89,17.91,49.43,50.86,55.25,56.53,53.99,52.15
