"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm","iHSC","HSCF%Rel","HSCF%","HSCF%off","HSC+/-","HSCF","HSCA","HSCF60","HSCA60","HSCP60","SCF%Rel","SCF%","SCF%off","SC+/-","SCF","SCA","SCF60","SCA60","SCP60","iSC","CF%Rel","CF%off","C+/-","CF","CA","CF60","CA60","CP60","OCOn%","BK","AB","iCF","FF%Rel","FF%","FF%off","F+/-","FF","FA","FF60","FA60","FP60","OFOn%","MS","iFF","SF%Rel","SF%","SF%off","S+/-","SF60","SA60","SF","SA","iSF","OCAOn%","OFAOn%","GF%Rel","GF%off","GF60","GA60","GF","GA","G+/-","GF%","PFenSh%","OSh%","OFenSh%","OSv%","OFenSv%","FO%^","FO_W","FO_L","ZSO%","ZSO","ZSN","ZSD","HIT","HIT-","A1","A2","SH","GV","TK","PN","PN-","PenD60","TOI","TOIoff","TOI%","TOIT%","TOIC%","CorT%","CorC%","tCF60","tCA60","cCF60","cCA60"
"bartkma8820122013","Matt.Bartkowski","D","BOS",18,20122013,24,"0.660","0.660",1,3,4,0.21,0.62,0.83,-4,55.19,98.13,4.76,5.14,16.11,0,-6.58,49.11,55.69,-2,55,57,11.38,11.79,23.17,-4.95,49.05,54,-5,129,134,26.69,27.72,54.41,12,1.82,53.37,57,303,246,62.69,50.89,113.58,48.84,20,7,55,-2.16,51.55,53.71,13,216,203,44.69,42,86.68,68.52,14,35,-3.5,49.5,53,-3,30.62,31.24,148,151,21,38.62,25.62,-15.97,58.82,1.86,2.48,9,12,-3,42.86,2.86,6.08,4.17,92.05,94.09,40,0,0,54.7,99,95,82,32,31,1,2,20,9,1,5,1,-0.83,290.02,822.31,26.07,17.03,17.35,54.23,48.97,62.36,52.64,54.62,56.91
"bartlvi8820122013","Victor.Bartley","D","NSH",24,20122013,24,"0.537","0.537",0,7,7,0,0.89,0.89,0,44.97,101.25,0,-3.77,19.74,7,-8,49.34,57.34,-2,75,77,9.5,9.75,19.25,-6.42,46.46,52.88,-27,177,204,22.41,25.83,48.24,18,-4.69,49.67,-78,349,427,44.19,54.06,98.25,50.43,18,28,52,-5.96,44.64,50.6,-62,258,320,32.67,40.52,73.18,68.22,15,34,-6.9,44.44,51.34,-44,22.28,27.86,176,220,19,48.48,31.25,3.53,44.86,1.9,2.03,15,16,-1,48.39,0,8.52,5.81,92.73,95,40,0,0,44.08,108,151,137,35,41,4,3,19,15,11,3,3,0,473.88,974.99,32.71,16.35,17.27,47.01,49.85,47.23,53.24,52.26,52.57
"beaglja8520122013","Jay.Beagle","RC","WSH",55,20122013,26,"0.700","0.900",3,6,9,0.28,0.56,0.83,-7,40.78,98.54,4.69,-21.39,11.78,34,-7.05,42.4,49.44,-33,92,125,8.52,11.57,20.09,-8.22,42.72,50.94,-75,220,295,20.37,27.31,47.67,71,-9.76,50.54,-214,473,687,43.79,63.6,107.38,51.59,20,23,111,-9.45,40.89,50.33,-156,350,506,32.4,46.84,79.24,69.71,27,91,-10.81,38.55,49.35,-145,22.59,36.01,244,389,64,43.38,23.12,-21.63,54.96,1.3,2.59,14,28,-14,33.33,3.3,5.74,4,92.8,94.47,55.17,264,209,31.12,145,205,321,66,52,3,3,61,14,20,9,2,-0.65,648.14,2693.29,19.4,16.53,16.84,47.95,49.8,50.64,54.96,53.78,54.22
"beaucfr8020122013","Francois.Beauchemin","D","ANA",55,20122013,32,"3.500","3.500",8,22,30,0.37,1.01,1.38,-9,48.34,101.71,9.2,-5.93,23.71,17,-6.33,46.41,52.74,-39,252,291,11.6,13.39,24.99,-1.13,49.18,50.31,-20,601,621,27.66,28.58,56.23,53,0.85,47.49,-82,1191,1273,54.81,58.58,113.39,55,55,130,175,1.47,49.48,48.01,-19,897,916,41.28,42.15,83.43,73.02,33,120,1.67,51.21,49.54,31,30.14,28.72,655,624,87,50.98,31.88,3.09,52.47,3.22,2.58,70,56,14,55.56,6.67,10.69,7.8,91.03,93.89,40,0,0,45.29,418,398,505,89,65,7,15,79,41,19,13,4,-0.41,1303.84,2067.07,38.68,16.68,17.65,48.64,50.83,52,54.9,54.07,52.3
"beaulna9220122013","Nathan.Beaulieu","D","MTL",6,20122013,19,"0.925","0.925",0,2,2,0,1.31,1.31,0,57.63,106.72,0,1.85,15.24,1,8.01,71.74,63.73,20,33,13,21.65,8.53,30.18,7.44,63.64,56.2,24,56,32,36.74,20.99,57.73,6,1.73,55.89,27,102,75,66.92,49.2,116.12,55.88,9,4,19,2.45,57.25,54.79,20,79,59,51.83,38.71,90.53,72.15,2,10,4.35,58.16,53.82,16,37.39,26.9,57,41,8,45.33,30.51,31.06,41.67,5.25,1.97,8,3,5,72.73,0,14.04,10.13,92.68,94.92,40,0,0,57.41,31,30,23,3,12,2,0,8,4,1,0,0,0,91.46,268,25.44,16.54,16.69,52.06,48.33,56.56,52.08,52.88,56.54
"beckxta9120122013","Taylor.Beck","RL","NSH",16,20122013,21,"0.690","0.660",3,4,7,0.71,0.95,1.66,1,54.55,99.22,7.69,15.27,15.79,12,11.49,63.74,52.24,25,58,33,13.78,7.84,21.62,9.58,56.81,47.23,29,121,92,28.74,21.85,50.6,32,9.23,45.32,41,246,205,58.44,48.7,107.13,62.2,15,11,64,10.23,56.07,45.84,42,194,152,46.08,36.11,82.19,78.87,10,49,9.97,56.88,46.9,37,36.34,27.56,153,116,39,43.41,23.68,16.08,38.46,2.85,2.38,12,10,2,54.55,6.12,7.84,6.19,91.38,93.42,48.28,6,3,58.57,82,76,58,13,23,2,2,36,5,3,1,2,0.24,252.58,711.73,26.19,18.58,17.99,48.52,50.61,49.83,52.86,53.15,51.86
"beginst7820122013","Steve.Begin","LC","CGY",36,20122013,34,"0.525","0.525",4,4,8,0.82,0.82,1.65,2,42.72,99.82,12.9,-7.74,8.09,19,2.26,52.34,50.08,5,56,51,11.54,10.51,22.05,-1.6,47.15,48.74,-15,124,139,25.55,28.65,54.2,45,-5.76,48.48,-75,220,295,45.34,60.79,106.13,51.36,9,21,58,-4.57,43.86,48.44,-47,168,215,34.62,44.31,78.93,67.26,18,49,-5.79,42.32,48.11,-41,23.29,31.74,113,154,31,47.8,28.37,-1.08,43.02,2.68,3.71,13,18,-5,41.94,8.16,11.5,7.74,88.31,91.63,47.45,57,60,39.24,62,106,96,62,15,0,4,27,7,4,1,3,0.41,291.15,1883,13.39,15.51,16.46,48.18,49.28,51.07,54.92,51.58,53.09
"belaner7720122013","Eric.Belanger","C","EDM",26,20122013,34,"2.000","1.750",0,3,3,0,0.48,0.48,-1,32.9,99.66,0,-33.28,14.32,10,-12.07,33.33,45.4,-51,51,102,8.22,16.44,24.66,-15.11,32.79,47.9,-127,121,248,19.5,39.97,59.47,28,-15.62,48.52,-237,228,465,36.75,74.94,111.69,52.19,19,15,54,-17.52,31.55,49.07,-186,159,345,25.63,55.6,81.23,74.84,4,35,-17.89,31.82,49.71,-136,19.18,41.1,119,255,31,45.16,26.09,-18.77,49.54,1.29,2.9,8,18,-10,30.77,0,6.72,5.03,92.94,94.78,53.02,203,175,25.33,76,104,224,19,14,2,1,31,9,12,3,2,-0.16,372.28,1212.78,23.49,16.73,16.83,45.35,49.77,48.93,58.96,52.56,53.04
"belesma8820122013","Matt.Beleskey","L","ANA",49,20122013,24,"0.850","0.738",10,6,16,1.02,0.61,1.64,-7,46.45,102.6,13.51,7.98,11.98,32,-3.39,46.19,49.58,-15,91,106,9.3,10.84,20.14,-1.29,48.13,49.43,-18,232,250,23.72,25.56,49.27,67,-0.8,47.25,-76,497,573,50.8,58.57,109.38,51.91,28,17,130,-0.79,47.5,48.29,-39,370,409,37.82,41.81,79.63,69.73,28,102,0.35,50.39,50.04,4,26.37,25.96,258,254,74,55.67,37.9,3.26,54.88,2.56,1.84,25,18,7,58.14,9.8,9.69,6.76,92.91,95.6,35,6,14,54.84,187,178,154,129,45,4,2,64,13,8,12,5,-0.72,586.96,2420.43,19.52,17.67,17.19,48.41,50.56,51.6,55,53.29,52.12
"bellebr8820122013","Brett.Bellemore","D","CAR",8,20122013,24,"0.525","0.525",0,2,2,0,1.08,1.08,2,48.84,94.73,0,-19.84,13.85,3,0.03,56.1,56.07,5,23,18,12.45,9.75,22.2,-7.32,45.54,52.85,-10,51,61,27.61,33.03,60.64,7,-6.26,55.1,-5,105,110,56.85,59.56,116.41,43.81,8,13,18,-2.44,51.02,53.46,3,75,72,40.61,38.98,79.59,61.33,7,10,-3.55,46.94,50.49,-6,24.91,28.15,46,52,3,52.73,27.78,-2.38,30.95,1.08,2.71,2,5,-3,28.57,0,4.35,2.67,90.38,93.06,40,0,0,41.67,35,33,49,14,21,1,1,3,4,3,0,2,1.08,110.82,368.03,23.14,16.81,17.23,50.8,50.46,58.83,56.99,54.98,53.98
"bennebe9120122013","Beau.Bennett","LR","PIT",32,20122013,20,"0.900","0.900",4,11,15,0.63,1.73,2.37,2,52.76,110.17,9.76,20.4,11.89,22,7.24,55.97,48.73,19,89,70,14.03,11.04,25.07,4.43,56.46,52.04,49,214,165,33.74,26.02,59.76,45,2.72,50.03,39,373,334,58.81,52.66,111.48,52.01,11,13,68,2.38,53.01,50.63,31,273,242,43.04,38.16,81.2,71.06,16,57,3.58,53.3,49.72,24,30.59,26.8,194,170,41,49.1,29.75,22.78,54.14,4.73,1.42,30,9,21,76.92,7.02,15.46,10.99,94.71,96.28,37.5,1,3,65.92,147,118,76,37,43,4,7,37,10,10,3,5,0.32,380.53,1587.12,19.34,17.64,17.14,50.71,50.2,55.7,54.14,54.82,54.38
"bennxja8920122013","Jamie.Benn","L","DAL",41,20122013,23,"4.500","5.250",12,21,33,0.88,1.54,2.42,3,55.52,99.43,10.91,27.35,19.92,63,12.38,55.12,42.75,37,199,162,14.62,11.9,26.52,12.32,56.22,43.89,98,443,345,32.54,25.34,57.88,126,11.59,43.93,167,840,673,61.7,49.44,111.14,50.12,52,32,211,12.63,54.56,41.94,102,610,508,44.81,37.32,82.12,69.02,49,159,11.55,53.63,42.08,57,30.93,26.74,421,364,110,45.91,28.35,6.22,46.1,3.31,3.01,45,41,4,52.33,7.55,10.69,7.38,88.74,91.93,45.95,327,382,65.1,360,264,193,71,55,14,7,98,31,41,8,11,0.22,816.81,1658.02,33,18.75,17.96,50.8,50.42,55.39,53.65,53.68,52.78
"bennxjo8720122013","Jordie.Benn","D","DAL",26,20122013,25,"0.525","0.525",1,5,6,0.14,0.68,0.81,-3,47.8,96.73,3.23,-1.05,17.05,2,-9.41,40.7,50.11,-32,70,102,9.47,13.8,23.28,-4.04,46.59,50.62,-28,191,219,25.85,29.64,55.48,17,-2.29,50.1,-36,392,428,53.05,57.92,110.97,51.28,30,31,79,-1.15,46.5,47.65,-41,272,313,36.81,42.36,79.17,73.9,18,49,0.2,46.31,46.11,-32,27.2,31.53,201,233,31,45.56,25.56,-9.87,47.37,2.03,3.38,15,25,-10,37.5,2.04,7.46,5.51,89.27,92.01,40,0,0,46.15,144,155,168,25,53,3,2,30,21,8,6,3,-0.41,443.38,1128.82,28.2,16.18,17.22,50.43,49.98,55.09,54.16,52.56,52.59
"benoian8420122013","Andre.Benoit","D","OTT",38,20122013,28,"0.650","0.650",3,10,13,0.29,0.97,1.27,0,57.19,99.81,5.08,6.59,16.21,11,13.21,59.17,45.96,44,142,98,13.83,9.54,23.38,8.47,57.41,48.94,87,337,250,32.82,24.35,57.17,32,6.31,50.87,179,712,533,69.35,51.91,121.26,52.25,50,58,139,8.25,56.78,48.54,124,519,395,50.55,38.47,89.02,71.68,30,89,8.38,56.36,47.98,84,36.23,28.05,372,288,59,45.97,27.09,7.68,48.09,2.82,2.24,29,23,6,55.77,3.37,7.8,5.59,92.01,94.18,40,0,0,56.09,221,196,173,37,67,3,7,56,17,8,4,4,0,616.04,1728.94,26.27,16.39,17.13,52.41,49.43,59.64,54.15,53.63,54.86
"bergema8020122013","Marc-Andre.Bergeron","D","CAR/T.B",25,20122013,31,"1.000","1.000",1,8,9,0.17,1.37,1.54,1,63.95,97.47,2.33,39.96,13.99,1,15.2,58.28,43.07,25,88,63,15.09,10.8,25.9,18.48,62.62,44.14,81,201,120,34.47,20.58,55.05,20,18.28,45.67,185,424,239,72.72,40.99,113.71,54.95,34,19,96,18.23,63.12,44.89,133,320,187,54.88,32.07,86.95,72.81,19,62,18.12,63.32,45.19,98,39.96,23.15,233,135,43,43.51,27.81,17.45,39.69,3.43,2.57,20,15,5,57.14,1.61,8.58,6.25,88.89,91.98,40,0,0,79.78,213,104,54,16,22,3,5,42,11,7,2,3,0.17,349.84,1157.72,23.21,16.81,17.08,49.65,49.59,55.76,56.56,53.4,54.28
"bergepa8520122013","Patrice.Bergeron","C","BOS",64,20122013,27,"4.550","5.000",19,28,47,0.91,1.34,2.25,1,59.84,102.46,9.69,-8.57,19.61,95,12.96,61.08,48.12,107,295,188,14.1,8.99,23.09,11.55,60.98,49.42,261,725,464,34.66,22.18,56.84,217,9.8,50.04,472,1435,963,68.6,46.03,114.63,54.7,67,37,328,10.15,60.12,49.97,366,1087,721,51.96,34.46,86.43,72.22,65,261,10.01,59.83,49.82,258,37.52,25.19,785,527,196,45.28,26.91,17.65,50.88,2.92,1.34,61,28,33,68.54,7.28,7.77,5.61,94.69,96.12,61.59,853,525,44.4,488,437,611,59,98,14,14,177,35,38,11,12,0.05,1255.19,2774.02,31.15,18.53,18.09,55.84,49.3,64.13,50.72,54.69,56.24
"berglpa8820122013","Patrik.Berglund","C","STL",54,20122013,24,"2.400","2.250",18,9,27,1.21,0.6,1.81,2,51.88,99.43,21.18,8.37,16.53,44,-5.59,47.16,52.76,-16,133,149,8.94,10.02,18.95,-1.85,50,51.85,0,348,348,23.39,23.39,46.78,98,-0.35,52.23,58,801,743,53.84,49.94,103.78,51.06,34,27,156,-2.11,51.75,53.86,39,576,537,38.72,36.09,74.81,71.01,37,122,-2.35,51.9,54.25,30,27.49,25.47,409,379,85,48.99,29.42,-1.41,52,2.89,2.82,43,42,1,50.59,14.75,10.51,7.47,88.92,92.18,45.29,314,377,58.05,346,263,250,69,41,5,4,67,9,12,7,9,0.13,892.66,2400.68,27.11,17.85,17.32,50.18,50.6,50.89,50.53,53.6,52.34
"bernist8520122013","Steve.Bernier","R","N.J",47,20122013,27,"0.775","0.775",8,7,15,0.75,0.66,1.41,8,57.94,98.34,9.2,7.21,13.62,64,7.46,62.67,55.21,57,141,84,13.21,7.87,21.08,2.87,57.11,54.24,70,281,211,26.33,19.77,46.1,90,2.4,55.55,150,547,397,51.26,37.2,88.46,52.29,13,15,126,2.78,58.36,55.57,118,412,294,38.61,27.55,66.15,69.42,26,113,2.86,57.2,54.34,72,26.8,20.05,286,214,87,46.1,27.21,7.56,45.51,2.44,2.16,26,23,3,53.06,7.08,9.09,6.31,89.25,92.18,43.33,5,5,58.33,189,241,135,64,81,5,2,79,13,11,3,11,0.75,640.32,2232.74,22.29,17.35,17.16,51.78,49.63,48,44.7,54.48,55.29
"bertuto7520122013","Todd.Bertuzzi","RL","DET",13,20122013,37,"1.975","2.075",2,1,3,0.73,0.36,1.09,-1,56.02,99.29,12.5,12.57,12.7,2,4.43,52.17,47.75,2,24,22,8.72,8,16.72,5.23,53.23,48,8,66,58,23.99,21.08,45.07,14,5.48,50.54,32,149,117,54.15,42.52,96.67,56.38,5,3,26,2.14,53.47,51.32,14,108,94,39.25,34.16,73.41,77.78,5,21,9.88,58.33,48.46,24,30.53,21.81,84,60,16,48.72,36.17,2.61,52.94,1.82,1.45,5,4,1,55.56,9.52,5.95,4.63,93.33,95.74,36.36,0,2,65.71,69,64,36,13,10,0,1,14,5,1,2,1,-0.36,165.09,635.73,20.62,17.62,17.55,54.16,50.27,55.77,47.2,53.29,52.71
"bickebr8620122013","Bryan.Bickell","L","CHI",71,20122013,26,"0.600","0.542",18,22,40,1.09,1.33,2.42,1,55.25,103.87,13.74,11.6,13.98,45,0.01,51.31,51.3,8,157,149,9.49,9,18.49,0.28,53.03,52.76,47,411,364,24.84,22,46.84,109,2.63,52.62,174,916,742,55.36,44.84,100.2,52.29,59,17,235,2.21,55.54,53.33,133,667,534,40.31,32.27,72.58,71.81,45,176,1.03,54.93,53.9,86,28.95,23.75,479,393,131,47.04,26.4,8.47,57.75,2.96,1.51,49,25,24,66.22,10.23,10.23,7.35,93.64,95.32,37.93,3,6,62.65,312,316,186,193,139,14,8,113,14,34,8,9,0.06,992.81,3455.04,22.32,17.87,17.2,54.05,50.34,55.9,47.51,53.59,52.88
"bickest8620122013","Stu.Bickel","RD","NYR",16,20122013,25,"0.700","0.750",0,0,0,0,0,0,-6,40,96.18,0,-13.39,5.63,1,-16.31,31.82,48.12,-8,7,15,4.66,9.99,14.65,-15.1,36.84,51.94,-15,21,36,13.98,23.97,37.95,3,-10.99,50.99,-26,52,78,34.62,51.93,86.55,38.46,3,6,6,-9.05,42.17,51.22,-13,35,48,23.3,31.96,55.26,57.14,1,3,-12.85,37.04,49.89,-14,13.31,22.64,20,34,2,56.41,29.17,-21.48,46.48,0.67,2,1,3,-2,25,0,5,2.86,91.18,93.75,40,0,0,39.47,15,30,23,13,10,0,0,2,6,1,6,0,-3.99,90.12,879.36,9.3,15.12,16.18,48.69,50.16,50.51,53.24,53.55,53.2
"biekske8120122013","Kevin.Bieksa","D","VAN",40,20122013,31,"4.500","4.600",7,6,13,0.47,0.4,0.87,-10,50,102.91,8.33,-6.05,22.38,13,-1.06,46.09,47.15,-29,171,200,11.46,13.41,24.87,-2.37,45.95,48.32,-69,391,460,26.21,30.84,57.05,60,-2.33,52.33,0,797,797,53.43,53.43,106.86,50.94,58,55,181,-3.95,47.62,51.57,-58,581,639,38.95,42.84,81.79,69.88,39,123,-5.03,45.46,50.49,-81,27.22,32.65,406,487,84,38.9,23.79,-1.83,54.7,3.08,2.75,46,41,5,52.87,5.69,11.33,7.92,91.58,93.58,40,0,0,45.26,258,272,312,65,59,1,5,77,27,23,22,12,-0.67,895.02,1559.31,36.47,16.89,17.43,52.48,49.71,55.81,50.54,53.3,53.92
"bissopa8520122013","Paul.Bissonnette","LR","PHX",28,20122013,27,"0.725","0.738",0,6,6,0,2.32,2.32,1,51.47,101.88,0,17.53,5.55,10,-1.12,47.27,48.39,-3,26,29,10.04,11.2,21.24,1.02,50.81,49.79,2,63,61,24.33,23.56,47.9,15,1.08,50.39,8,140,132,54.08,50.99,105.06,52.14,3,8,23,2.21,52.71,50.5,11,107,96,41.33,37.08,78.41,68.22,7,20,2.11,52.14,50.03,6,28.2,25.88,73,67,13,49.24,30.21,1.77,54.48,3.48,2.7,9,7,2,56.25,0,12.33,8.41,89.55,92.71,40,0,0,67.53,52,55,25,36,28,3,3,13,1,1,2,3,0.39,155.33,1568.22,9.01,16.25,16.34,48.04,49.26,53.13,57.47,51.22,52.76
"bjugsni9220122013","Nick.Bjugstad","C","FLA",11,20122013,20,"0.900","0.900",1,0,1,0.37,0,0.37,-1,46.95,91.31,5.88,7.61,14.77,4,2.2,40.32,38.12,-12,25,37,9.23,13.66,22.89,-1.41,40.3,41.7,-26,54,80,19.94,29.54,49.48,11,0.14,46.8,-16,123,139,45.42,51.33,96.74,55.28,4,2,23,-3.36,42.65,46,-30,87,117,32.12,43.2,75.33,78.16,2,19,-1.26,44.16,45.42,-18,25.11,31.76,68,86,17,38.13,26.5,-19.18,35.85,0.74,3.69,2,10,-8,16.67,5.26,2.94,2.3,88.37,91.45,40.13,53,79,59.04,49,57,34,17,15,0,0,16,2,3,2,1,-0.37,162.49,495.9,24.68,17.19,17.24,49.62,50.44,52.46,53.27,54.9,53.94
"blancni8720122013","Nicolas.Blanchard","LR","CAR",9,20122013,25,"0.525","0.537",0,0,0,0,0,0,0,46.15,92.01,0,5.74,8.62,1,-12.98,30.77,43.75,-10,8,18,6.19,13.92,20.1,0.91,44.26,43.35,-7,27,34,20.88,26.29,47.16,5,-2.07,48.23,-10,60,70,46.39,54.12,100.52,53.33,2,2,9,-1.91,44.57,46.48,-10,41,51,31.7,39.43,71.13,78.05,1,7,-0.48,47.06,47.54,-4,24.74,27.84,32,36,6,48.57,29.41,-24.44,44.44,0.77,3.09,1,4,-3,20,0,3.12,2.44,88.89,92.16,42.86,1,0,53.06,26,28,23,22,7,0,0,6,0,1,0,0,0,77.6,470.46,14.16,16.54,16.49,52.26,49.95,60.68,55.44,54.64,54.76
"blumxjo8920122013","Jonathon.Blum","D","NSH",35,20122013,23,"0.650","0.650",1,6,7,0.12,0.73,0.86,-1,49.43,99.43,3.85,3.22,14.01,4,5.04,56,50.96,18,84,66,10.28,8.07,18.35,2.6,51.07,48.47,8,191,183,23.37,22.39,45.76,22,2.38,47.05,-9,391,400,47.84,48.94,96.77,52.69,20,44,55,2.5,50.09,47.58,1,289,288,35.36,35.24,70.59,71.28,9,35,0.31,48.82,48.5,-10,25.2,26.43,206,216,26,46,25,3.82,43.24,1.96,2.2,16,18,-2,47.06,2.86,7.77,5.54,91.67,93.75,40,0,0,48.33,130,125,139,32,41,3,3,25,12,10,3,2,-0.12,490.42,1629.58,23.13,15.18,16.83,46.93,49.9,46.91,53.05,52.58,52.79
"blundmi8620122013","Mike.Blunden","RL","MTL",6,20122013,25,"0.575","0.575",0,0,0,0,0,0,-1,43.33,93.51,0,-14.51,7.51,6,19.73,71.43,51.69,6,10,4,13.32,5.33,18.65,2.33,50,47.67,0,14,14,18.65,18.65,37.31,7,-6.33,49.66,-8,26,34,34.64,45.3,79.94,53.85,1,4,8,-7.54,42.22,49.76,-7,19,26,25.31,34.64,59.96,73.68,1,7,-8.43,38.89,47.32,-8,18.65,29.31,14,22,6,35.29,15.38,-21.88,46.88,1.33,4,1,3,-2,25,0,7.14,5.26,86.36,88.46,40,0,0,38.46,10,18,16,2,4,0,0,6,1,0,2,1,-1.33,45.03,318.61,12.38,15.99,17.02,49.63,50.96,52.04,52.81,54.91,52.85
"boedkmi8920122013","Mikkel.Boedker","RL","PHX",48,20122013,22,"1.200","1.100",7,19,26,0.48,1.29,1.77,8,53.03,100.52,8.43,16.78,18.37,43,4.69,50,45.31,0,181,181,12.32,12.32,24.64,4.74,52.55,47.81,41,423,382,28.79,26,54.79,95,3.97,49.06,100,874,774,59.48,52.68,112.16,55.49,27,17,137,3.71,52.85,49.14,71,659,588,44.85,40.02,84.87,73.6,27,110,4.48,53.36,48.87,61,33.01,28.86,485,424,83,45.22,27.89,8.18,46.89,2.59,2.11,38,31,7,55.07,6.36,7.84,5.77,92.69,94.73,29.03,1,10,63.57,335,254,192,77,44,7,12,76,13,27,6,14,0.54,881.6,2057.92,29.99,18.13,17.66,49.18,50.43,56.04,57.91,53.33,52.43
"bogosza9020122013","Zach.Bogosian","D","WPG",33,20122013,22,"3.000","2.500",5,9,14,0.4,0.72,1.11,-3,48.89,98.54,5.88,-5.47,22.87,7,-0.77,49.02,49.79,-6,150,156,11.93,12.4,24.33,-0.87,49.93,50.81,-1,363,364,28.86,28.94,57.81,39,-2.67,51.56,-33,726,759,57.73,60.35,118.08,50,49,50,172,-3.07,47.88,50.94,-45,507,552,40.31,43.89,84.21,71.6,38,123,-2.07,47.76,49.83,-34,28.86,31.57,363,397,85,47.69,28.08,-7.8,51.96,2.7,3.42,34,43,-9,44.16,4.07,9.37,6.71,89.17,92.21,40,0,0,45.66,205,235,244,79,38,2,7,80,28,12,5,2,-0.24,754.58,1246.53,37.71,17.83,17.88,50.41,50.13,57.11,56.17,54.56,54.28
"boldual8520122013","Alexandre.Bolduc","CL","PHX",14,20122013,27,"0.650","0.650",0,0,0,0,0,0,1,48.21,89.97,0,16.93,7.77,7,-7.15,39.47,46.63,-8,15,23,8.27,12.69,20.96,-1.23,48.98,50.2,-2,48,50,26.48,27.58,54.06,17,-3.99,52.2,-7,94,101,51.85,55.72,107.57,54.26,4,3,24,-3.22,48.99,52.21,-3,73,76,40.27,41.92,82.19,69.86,3,20,1.98,54.26,52.27,8,28.13,23.72,51,43,17,57.43,43.42,-25,50,1.1,3.31,2,6,-4,25,0,3.92,2.74,86.05,92.11,36.59,7,14,69.09,38,36,17,21,16,0,0,17,1,2,1,2,0.55,108.77,752.37,12.63,16.23,16.54,48.62,49.42,54.37,57.45,52.4,53.63
"bollada8620122013","Dave.Bolland","C","CHI",53,20122013,26,"3.375","3.375",10,10,20,0.74,0.74,1.48,-7,47.95,99.3,13.33,-3.8,15.34,30,-11.45,43.55,55,-32,108,140,7.97,10.33,18.3,-8.95,45.54,54.49,-58,296,354,21.84,26.12,47.97,70,-6.72,54.68,-56,656,712,48.41,52.54,100.95,56.86,25,21,118,-7.9,47.74,55.65,-46,486,532,35.86,39.26,75.12,76.75,18,93,-7.6,48.38,55.98,-25,27.52,29.37,373,398,75,44.1,25.19,-15.2,61.68,2.44,2.8,33,38,-5,46.48,10.75,8.85,6.79,90.45,92.86,44.99,324,394,50.09,277,227,276,74,53,8,2,65,24,30,18,11,-0.52,813.08,2517.31,24.41,18.4,17.53,53.57,50.99,56,48.54,55.06,52.92
"bollibr8720122013","Brandon.Bollig","L","CHI",30,20122013,25,"0.575","0.575",0,0,0,0,0,0,-1,57.79,97.3,0,2.54,8.04,7,-7.58,43.48,51.06,-9,30,39,7.46,9.7,17.16,-1.97,50.6,52.57,2,84,82,20.89,20.39,41.28,23,4.35,53.44,62,230,168,57.19,41.77,98.96,53.04,11,6,62,3.05,56.86,53.81,41,170,129,42.27,32.08,74.35,71.76,11,51,0.43,53.74,53.31,17,30.34,26.11,122,105,40,37.5,18.6,-16.05,58.9,1.49,1.99,6,8,-2,42.86,0,4.92,3.53,92.38,93.8,34.78,0,3,55,88,69,72,61,30,0,0,40,2,1,5,4,-0.25,241.3,1674.85,12.59,16.68,16.94,53.98,50.03,55.46,47.28,52.57,52.51
"bollxja8620122013","Jared.Boll","R","CBJ",43,20122013,26,"0.950","1.050",2,4,6,0.34,0.68,1.02,-1,41.45,103.24,10.53,-3.36,8.22,7,-8.31,41.41,49.73,-17,41,58,6.96,9.85,16.81,-8.64,40.76,49.4,-44,97,141,16.47,23.94,40.41,19,-7.95,49.4,-92,223,315,37.86,53.49,91.35,54.26,11,7,39,-9.46,38.86,48.32,-90,157,247,26.66,41.94,68.6,77.07,9,28,-7.56,40.33,47.9,-58,20.55,30.39,121,179,19,43.17,27.53,3.41,49.22,1.7,1.53,10,9,1,52.63,7.14,8.26,6.37,94.97,96.36,41.38,4,5,46.27,93,125,108,80,58,3,1,17,6,1,7,6,-0.17,353.37,2284.4,13.4,16.45,16.22,46.43,49.8,46.06,53.14,52.16,52.57
"boninni8820122013","Nick.Bonino","CL","ANA",34,20122013,24,"0.700","0.700",8,9,17,0.88,0.99,1.86,1,46.52,103.29,15.09,10.3,16.1,29,0.1,51.44,51.35,6,107,101,11.73,11.07,22.8,-0.24,49.8,50.04,-2,245,247,26.86,27.07,53.93,60,-0.68,47.2,-70,468,538,51.3,58.97,110.27,53.85,19,59,94,-0.28,48.07,48.35,-28,348,376,38.15,41.21,79.36,72.41,22,75,0.57,50.91,50.34,9,27.62,26.64,252,243,53,54.83,35.37,3.02,56.55,3.07,2.08,28,19,9,59.57,10.67,11.11,8.05,92.18,94.95,48.55,193,201,56.37,199,151,154,19,50,8,1,45,13,16,5,6,0.11,547.38,1548.42,26.12,17.21,17.02,48.21,50.34,51.41,55.23,53.57,52.84
