Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Bogdan Yakimov,EDM,1,,0,,0,,0,,-1,,0,,2,,0,,3,,4,,0.429,,0,,0,,0,,0,,0,,1,,0
Brian McGrattan,ANA,8,,0,,0,,0,,-2,,4,,11,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Darnell Nurse,EDM,2,,0,,0,,0,,-2,,0,,5,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Jake McCabe,BUF,2,,0,,0,,0,,0,,0,,4,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Jason Akeson,BUF,13,,0,,0,,0,,-1,,8,,11,,4,,1,,1,,0.5,,0,,0,,0,,0,,0,,9,,0
Nicklas Jensen,VAN,5,,0,,0,,0,,-1,,0,,7,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
Corey Potter,ARI,6,,0,,0,,0,,-1,,0,,6,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Julien Brouillette,WPG,1,,0,,0,,0,,0,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Petter Granberg,NAS,7,,0,,0,,0,,1,,6,,16,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Scott Harrington,TOR,10,,0,,0,,0,,-10,,4,,12,,10,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0
Scott Wilson,PIT,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Curtis Hamilton,EDM,1,,0,,0,,0,,0,,5,,4,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Eric Tangradi,DET,7,,0,,0,,0,,-3,,17,,12,,4,,1,,0,,1,,0,,0,,0,,0,,0,,5,,0
Stefan Noesen,ANA,1,,0,,0,,0,,0,,0,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Jordan Caron,STL,30,,0,,0,,0,,-2,,18,,41,,8,,0,,1,,0,,0,,0,,0,,0,,0,,12,,0
Mark Alt,PHI,1,,0,,0,,0,,-1,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Greg Pateryn,MON,17,,0,,0,,0,,0,,6,,48,,18,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Phillip Danault,CHI,2,,0,,0,,0,,0,,0,,3,,0,,6,,14,,0.3,,0,,0,,0,,0,,0,,2,,0
Cameron Schilling,CHI,4,,0,,0,,0,,1,,4,,4,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Brody Sutter,CAR,4,,0,,0,,0,,-2,,0,,3,,2,,7,,7,,0.5,,0,,0,,0,,0,,0,,0,,N/A
Tyler Graovac,MIN,3,,0,,0,,0,,0,,0,,0,,2,,6,,16,,0.273,,0,,0,,0,,0,,0,,4,,0
Alex Khokhlachev,BOS,3,,0,,0,,0,,-2,,0,,1,,0,,9,,8,,0.529,,0,,0,,0,,0,,0,,1,,0
Dana Tyrell,COB,3,,0,,0,,0,,-1,,0,,5,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Nick Cousins,PHI,11,,0,,0,,0,,1,,2,,13,,5,,23,,29,,0.442,,0,,0,,0,,0,,0,,6,,0
Tyler Wotherspoon,CGY,1,,0,,0,,0,,-3,,0,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Harry Zolnierczyk,ANA,2,,0,,0,,0,,-1,,0,,6,,1,,0,,2,,0,,0,,0,,0,,0,,0,,1,,0
Dylan Reese,ARI,1,,0,,0,,0,,-1,,0,,2,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Micheal Haley,SAN,4,,0,,0,,0,,-1,,11,,6,,1,,2,,0,,1,,0,,0,,0,,0,,0,,1,,0
Keegan Lowe,CAR,2,,0,,0,,0,,-2,,10,,3,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Oliver Lauridsen,PHI,1,,0,,0,,0,,-1,,10,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Dominik Uher,PIT,2,,0,,0,,0,,-1,,0,,2,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Ryan Wilson,CGY,3,,0,,0,,0,,-3,,0,,6,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Max Friberg,ANA,1,,0,,0,,0,,0,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Alexandre Bolduc,ARI,3,,0,,0,,0,,-1,,2,,17,,1,,10,,9,,0.526,,0,,0,,0,,0,,0,,3,,0
Drayson Bowman,MON,3,,0,,0,,0,,0,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Taylor Chorney,WAS,7,,0,,0,,0,,-1,,0,,5,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Dylan McIlrath,NYR,1,,0,,0,,0,,0,,9,,2,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Carter Ashton,TAM,7,,0,,0,,0,,-3,,0,,6,,3,,1,,4,,0.2,,0,,0,,0,,0,,0,,4,,0
Shayne Gostisbehere,PHI,2,,0,,0,,0,,-2,,0,,0,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Mike Blunden,TAM,2,,0,,0,,0,,-1,,2,,7,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Brett Kulak,CGY,1,,0,,0,,0,,0,,2,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Patrice Cormier,WPG,1,,0,,0,,0,,0,,0,,1,,0,,3,,2,,0.6,,0,,0,,0,,0,,0,,0,,N/A
Ben Street,COL,3,,0,,0,,0,,0,,0,,3,,0,,17,,15,,0.531,,0,,0,,0,,0,,0,,4,,0
Bobby Robins,BOS,3,,0,,0,,0,,0,,14,,6,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Brandon DeFazio,BOS,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Brendan Woods,CAR,2,,0,,0,,0,,-1,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Jesse Blacker,DAL,1,,0,,0,,0,,-2,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Duncan Siemens,COL,1,,0,,0,,0,,0,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Luke Witkowski,TAM,16,,0,,0,,0,,0,,15,,37,,20,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Conor Allen,NAS,4,,0,,0,,0,,-1,,4,,6,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
David van der Gulik,LOS,1,,0,,0,,0,,0,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Colin Smith,COL,1,,0,,0,,0,,0,,0,,1,,0,,4,,6,,0.4,,0,,0,,0,,0,,0,,1,,0
Steve Oleksy,PIT,1,,0,,0,,0,,-1,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Blair Jones,VAN,4,,0,,0,,0,,-4,,2,,7,,1,,5,,5,,0.5,,0,,0,,0,,0,,0,,0,,N/A
Henrik Samuelsson,ARI,3,,0,,0,,0,,-2,,2,,5,,0,,2,,0,,1,,0,,0,,0,,0,,0,,4,,0
Stefan Elliott,ARI,5,,0,,0,,0,,-2,,2,,2,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,10,,0
Slater Koekkoek,TAM,3,,0,,0,,0,,0,,2,,2,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Travis Morin,DAL,6,,0,,0,,0,,1,,0,,3,,0,,28,,32,,0.467,,0,,0,,0,,0,,0,,10,,0
Rich Clune,TOR,1,,0,,0,,0,,0,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Joe Piskula,ANA,1,,0,,0,,0,,-1,,2,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Oscar Lindberg,NYR,1,,0,,0,,0,,0,,0,,3,,0,,2,,3,,0.4,,0,,0,,0,,0,,0,,2,,0
Greg McKegg,FLA,3,,0,,0,,0,,0,,0,,3,,2,,17,,16,,0.515,,0,,0,,0,,0,,0,,1,,0
Patrick Bordeleau,COL,1,,0,,0,,0,,0,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Kyle Cumiskey,CHI,7,,0,,0,,0,,-1,,0,,3,,11,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0
Joel Armia,WPG,1,,0,,0,,0,,0,,0,,4,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Chris Conner,PHI,2,,0,,0,,0,,1,,4,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Max Reinhart,NAS,4,,0,,0,,0,,-3,,0,,1,,3,,6,,23,,0.207,,0,,0,,0,,0,,0,,3,,0
Mike Angelidis,TAM,3,,0,,0,,0,,0,,12,,5,,0,,7,,12,,0.368,,0,,0,,0,,0,,0,,0,,N/A
Mike Brown,SAN,12,,0,,0,,0,,0,,22,,42,,7,,4,,3,,0.571,,0,,0,,0,,0,,0,,11,,0
Ryan Bourque,NYR,1,,0,,0,,0,,-1,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Jerry D'Amigo,BUF,9,,0,,0,,0,,-4,,2,,8,,7,,0,,0,,N/A,,0,,0,,0,,0,,0,,7,,0
