Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct
Daniel Carr,MON,2,,1,,0,,1,,0,,0,,4,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0.25
Luke Gazdic,EDM,17,,1,,0,,1,,-3,,20,,21,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0.111
Jordan Schroeder,MIN,11,,1,,0,,1,,-1,,0,,2,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0.091
Dennis Rasmussen,CHI,1,,1,,0,,1,,1,,0,,2,,0,,1,,3,,0.25,,0,,0,,0,,0,,0,,1,,1
Joakim Andersson,DET,13,,0,,1,,1,,2,,6,,6,,4,,20,,28,,0.417,,0,,0,,0,,0,,0,,7,,0
Mike Brown,SAN,26,,1,,0,,1,,-4,,39,,74,,10,,2,,1,,0.667,,0,,0,,0,,0,,0,,24,,0.042
Brandon Bollig,CGY,17,,1,,0,,1,,-5,,49,,40,,6,,2,,0,,1,,0,,0,,0,,0,,0,,19,,0.053
Kevin Porter,PIT,8,,0,,1,,1,,0,,0,,17,,4,,2,,2,,0.5,,0,,0,,0,,0,,0,,7,,0
Stefan Matteau,NJD,12,,1,,0,,1,,-5,,13,,25,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0.071
Nic Petan,WPG,14,,1,,0,,1,,-2,,6,,1,,1,,10,,9,,0.526,,0,,0,,0,,0,,0,,7,,0.143
Joel Vermin,TAM,5,,0,,1,,1,,1,,0,,6,,2,,1,,0,,1,,0,,0,,0,,0,,0,,1,,0
Ryan Hartman,CHI,3,,0,,1,,1,,-1,,0,,5,,3,,1,,3,,0.25,,0,,0,,0,,0,,0,,3,,0
Matt Puempel,OTT,11,,1,,0,,1,,0,,2,,7,,4,,0,,1,,0,,0,,0,,0,,0,,1,,8,,0.125
Rocco Grimaldi,FLA,10,,1,,0,,1,,-4,,0,,11,,0,,8,,13,,0.381,,0,,0,,0,,0,,0,,12,,0.083
Martin Havlat,STL,2,,1,,0,,1,,0,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,1,,3,,0.333
Logan Shaw,FLA,7,,1,,0,,1,,0,,2,,14,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0.125
Miikka Salomaki,NAS,10,,1,,0,,1,,2,,4,,32,,5,,0,,0,,N/A,,0,,0,,0,,0,,1,,12,,0.083
Colton Sissons,NAS,12,,1,,0,,1,,6,,5,,14,,7,,55,,34,,0.618,,0,,0,,0,,0,,0,,9,,0.111
John Scott,ARI,8,,0,,1,,1,,1,,18,,15,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Patrick Eaves,DAL,12,,1,,0,,1,,-1,,4,,7,,6,,2,,4,,0.333,,0,,0,,0,,0,,0,,15,,0.067
Colin McDonald,PHI,5,,1,,0,,1,,0,,7,,16,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0.25
Phillip Di Giuseppe,CAR,3,,1,,0,,1,,1,,2,,12,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0.5
Dainius Zubrus,SAN,7,,0,,1,,1,,-2,,6,,12,,4,,4,,5,,0.444,,0,,0,,0,,0,,0,,4,,0
Brendan Gaunce,VAN,2,,1,,0,,1,,0,,0,,3,,0,,2,,0,,1,,0,,0,,0,,0,,0,,2,,0.5
Michael Chaput,COB,3,,1,,0,,1,,2,,5,,9,,3,,17,,8,,0.68,,0,,0,,0,,0,,0,,3,,0.333
Vincent Lecavalier,PHI,7,,0,,1,,1,,-1,,2,,2,,1,,2,,5,,0.286,,0,,0,,0,,0,,0,,7,,0
Stanislav Galiev,WAS,5,,0,,1,,1,,2,,4,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0
Anton Slepyshev,EDM,11,,0,,1,,1,,-5,,2,,13,,1,,1,,0,,1,,0,,0,,0,,0,,0,,5,,0
Ronalds Kenins,VAN,2,,0,,0,,0,,-1,,2,,9,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Borna Rendulic,COL,3,,0,,0,,0,,-2,,0,,1,,3,,0,,3,,0,,0,,0,,0,,0,,0,,1,,0
Andrew Agozzino,COL,2,,0,,0,,0,,0,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Max Talbot,BOS,8,,0,,0,,0,,-2,,2,,6,,5,,14,,18,,0.438,,0,,0,,0,,0,,0,,6,,0
Markus Hannikainen,COB,1,,0,,0,,0,,0,,0,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Kyle Baun,CHI,2,,0,,0,,0,,-2,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Tim Jackman,ANA,2,,0,,0,,0,,-2,,4,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Tuomo Ruutu,NJD,3,,0,,0,,0,,0,,2,,6,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Mikko Rantanen,COL,6,,0,,0,,0,,-5,,0,,0,,9,,0,,2,,0,,0,,0,,0,,0,,0,,7,,0
Shawn Thornton,FLA,14,,0,,0,,0,,1,,35,,18,,0,,0,,1,,0,,0,,0,,0,,0,,0,,19,,0
Dennis Everberg,COL,15,,0,,0,,0,,-5,,0,,11,,12,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0
Travis Moen,DAL,5,,0,,0,,0,,-1,,4,,7,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,4,,0
Mike Blunden,TAM,2,,0,,0,,0,,0,,0,,6,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Michael Keranen,MIN,1,,0,,0,,0,,-1,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Bryan Bickell,CHI,9,,0,,0,,0,,-3,,0,,29,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Clarke MacArthur,OTT,4,,0,,0,,0,,-1,,0,,3,,1,,0,,1,,0,,0,,0,,0,,0,,0,,4,,0
Kurtis Gabriel,MIN,3,,0,,0,,0,,1,,10,,4,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Cody Bass,NAS,2,,0,,0,,0,,0,,0,,5,,0,,7,,7,,0.5,,0,,0,,0,,0,,0,,3,,0
Joe Vitale,ARI,1,,0,,0,,0,,1,,5,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1,,0
Tye McGinn,TAM,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Taylor Beck,NYI,2,,0,,0,,0,,0,,2,,6,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Lance Bouma,CGY,3,,0,,0,,0,,-3,,0,,10,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Derek Grant,CGY,9,,0,,0,,0,,-3,,0,,18,,7,,42,,32,,0.568,,0,,0,,0,,0,,0,,10,,0
Craig Cunningham,ARI,6,,0,,0,,0,,-1,,0,,8,,1,,1,,0,,1,,0,,0,,0,,0,,0,,11,,0
Bryan Rust,PIT,5,,0,,0,,0,,2,,0,,4,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Brett Bulmer,MIN,3,,0,,0,,0,,-1,,7,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Ben Street,COL,7,,0,,0,,0,,-1,,4,,6,,4,,26,,21,,0.553,,0,,0,,0,,0,,0,,8,,0
Jordan Weal,LOS,6,,0,,0,,0,,-1,,0,,2,,0,,13,,14,,0.481,,0,,0,,0,,0,,0,,0,,N/A
Mark Arcobello,TOR,7,,0,,0,,0,,0,,0,,6,,0,,26,,33,,0.441,,0,,0,,0,,0,,0,,12,,0
Garrett Wilson,FLA,6,,0,,0,,0,,1,,0,,20,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,6,,0
Alexandre Grenier,VAN,1,,0,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,4,,0
Max McCormick,OTT,4,,0,,0,,0,,1,,0,,10,,1,,0,,1,,0,,0,,0,,0,,0,,0,,6,,0
Max Friberg,ANA,5,,0,,0,,0,,-1,,2,,7,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
Tyler Graovac,MIN,1,,0,,0,,0,,-1,,0,,0,,0,,9,,3,,0.75,,0,,0,,0,,0,,0,,0,,N/A
Nick Cousins,PHI,4,,0,,0,,0,,0,,0,,2,,1,,5,,6,,0.455,,0,,0,,0,,0,,0,,2,,0
Jeremy Welsh,STL,2,,0,,0,,0,,0,,2,,4,,0,,1,,2,,0.333,,0,,0,,0,,0,,0,,0,,N/A
Sean Collins,WAS,2,,0,,0,,0,,-1,,2,,0,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Alex Khokhlachev,BOS,2,,0,,0,,0,,-1,,0,,1,,1,,0,,1,,0,,0,,0,,0,,0,,0,,3,,0
Devin Shore,DAL,3,,0,,0,,0,,2,,0,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1,,0
Chandler Stephenson,WAS,9,,0,,0,,0,,-3,,2,,5,,4,,30,,25,,0.545,,0,,0,,0,,0,,0,,2,,0
Bud Holloway,MON,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1,,0
Viktor Tikhonov,ARI,12,,0,,0,,0,,-4,,6,,20,,3,,1,,2,,0.333,,0,,0,,0,,0,,0,,11,,0
Micheal Haley,SAN,8,,0,,0,,0,,-2,,20,,21,,2,,11,,8,,0.579,,0,,0,,0,,0,,0,,5,,0
Brandon Mashinter,CHI,11,,0,,0,,0,,0,,9,,15,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Bryan Lerg,SAN,6,,0,,0,,0,,1,,0,,13,,3,,17,,16,,0.515,,0,,0,,0,,0,,0,,4,,0
Tanner Glass,NYR,6,,0,,0,,0,,0,,9,,24,,2,,0,,1,,0,,0,,0,,0,,0,,0,,5,,0
Jared Boll,COB,12,,0,,0,,0,,-1,,18,,23,,6,,1,,0,,1,,0,,0,,0,,0,,0,,8,,0
Ryan Reaves,STL,19,,0,,0,,0,,-2,,6,,65,,4,,0,,1,,0,,0,,0,,0,,0,,0,,6,,0
Hunter Shinkaruk,VAN,1,,0,,0,,0,,0,,0,,1,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Reid Boucher,NJD,3,,0,,0,,0,,0,,2,,2,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
John McCarthy,SAN,1,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,N/A
Christoph Bertschy,MIN,3,,0,,0,,0,,0,,0,,7,,2,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Taylor Leier,PHI,6,,0,,0,,0,,0,,0,,2,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,3,,0
Colin Greening,OTT,1,,0,,0,,0,,0,,0,,3,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,2,,0
Vincent Hinostroza,CHI,4,,0,,0,,0,,0,,2,,1,,0,,12,,17,,0.414,,0,,0,,0,,0,,0,,4,,0
Ben Smith,SAN,4,,0,,0,,0,,-1,,0,,1,,1,,4,,8,,0.333,,0,,0,,0,,0,,0,,1,,0
Patrice Cormier,WPG,1,,0,,0,,0,,0,,0,,1,,0,,1,,3,,0.25,,0,,0,,0,,0,,0,,1,,0
Andrew Miller,EDM,6,,0,,0,,0,,-1,,0,,4,,0,,13,,16,,0.448,,0,,0,,0,,0,,0,,3,,0
Curtis McKenzie,DAL,1,,0,,0,,0,,-1,,0,,1,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,0,,N/A
Rich Clune,TOR,2,,0,,0,,0,,-1,,5,,6,,1,,0,,0,,N/A,,0,,0,,0,,0,,0,,1,,0
